Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -4.5798  1.5983    -7.8605 -2.5267
      1  -3.3575  0.8489    -4.4936 -2.4154
      2  -3.8834  0.6335    -4.6370 -3.4104
      3  -4.1674  0.5635    -4.7654 -3.8244
      4  -3.9923  0.4997    -4.4524 -3.7278
      5  -3.9785  0.3830    -4.4203 -3.7600
      6  -4.2777  1.5663    -8.3133 -2.8693
      7  -4.0138  1.2894    -7.5149 -2.9023
      8  -3.8387  1.0328    -6.0676 -2.9243
      9  -3.7352  0.8294    -4.9889 -2.9378
     10  -3.6009  0.6994    -4.4716 -2.9004
     11  -3.6468  0.5830    -4.4385 -3.1435
     12  -3.5467  0.5103    -4.2014 -3.0885
     13  -3.5841  0.4250    -4.2000 -3.2138
     14  -3.4856  0.4146    -4.0638 -3.1545
     15  -3.4230  0.3688    -3.9374 -3.1361
     16  -3.2994  0.5543    -3.9178 -2.7950
     17  -3.3179  0.4536    -3.9072 -2.9160
     18  -3.3369  0.3764    -3.9037 -3.0227
     19  -3.2423  0.5766    -3.8990 -2.7750
     20  -3.2478  0.4754    -3.8799 -2.8729
     21  -3.1938  0.7857    -3.9554 -2.6202
     22  -3.1338  0.6134    -3.8592 -2.6203
     23  -3.1039  0.9360    -4.2332 -2.4607
     24  -3.0149  0.7243    -3.8030 -2.4580
     25  -2.9673  0.5752    -3.6819 -2.4565
     26  -2.9975  0.5121    -3.7003 -2.5154
     27  -3.0165  0.4517    -3.7104 -2.5809
     28  -2.9734  0.4044    -3.6530 -2.5499
     29  -3.0041  0.3711    -3.6640 -2.6007
     30  -3.0342  0.3445    -3.6745 -2.6374
     31  -3.0027  0.3193    -3.6412 -2.6252
     32  -3.0283  0.3012    -3.6507 -2.6628
     33  -3.0029  0.2842    -3.6185 -2.6513
     34  -2.9826  0.2705    -3.5847 -2.6432
     35  -3.0040  0.2585    -3.5945 -2.6810
     36  -2.9805  0.2473    -3.5481 -2.6684
     37  -2.9944  0.2382    -3.5542 -2.7011
     38  -3.0032  0.2317    -3.5571 -2.7289
     39  -3.0186  0.2237    -3.5650 -2.7827
     40  -3.0031  0.2155    -3.5222 -2.7708
     41  -3.0827  0.2322    -3.6317 -2.8588

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0983  0.0593     0.0047  0.1892
      1   0.1013  0.0590     0.0056  0.1898
      2   0.1008  0.0590     0.0052  0.1897
      3   0.1003  0.0589     0.0050  0.1895
      4   0.1011  0.0584     0.0060  0.1895
      5   0.1041  0.0569     0.0116  0.1898
      6   0.0116  0.0118     0.0000  0.0314
      7   0.0136  0.0117     0.0000  0.0329
      8   0.0150  0.0114     0.0000  0.0336
      9   0.0159  0.0112     0.0001  0.0340
     10   0.0176  0.0117     0.0004  0.0368
     11   0.0194  0.0121     0.0009  0.0391
     12   0.0209  0.0126     0.0012  0.0411
     13   0.0227  0.0128     0.0019  0.0433
     14   0.0229  0.0130     0.0019  0.0441
     15   0.0244  0.0136     0.0024  0.0465
     16   0.0163  0.0094     0.0008  0.0311
     17   0.0176  0.0095     0.0012  0.0322
     18   0.0187  0.0095     0.0017  0.0332
     19   0.0132  0.0070     0.0006  0.0233
     20   0.0140  0.0070     0.0008  0.0243
     21   0.0096  0.0049     0.0001  0.0155
     22   0.0098  0.0047     0.0004  0.0157
     23   0.0075  0.0033     0.0001  0.0116
     24   0.0078  0.0030     0.0002  0.0117
     25   0.0079  0.0029     0.0004  0.0118
     26   0.0082  0.0030     0.0004  0.0122
     27   0.0084  0.0032     0.0005  0.0125
     28   0.0087  0.0033     0.0005  0.0128
     29   0.0090  0.0035     0.0005  0.0131
     30   0.0093  0.0036     0.0006  0.0133
     31   0.0096  0.0038     0.0006  0.0135
     32   0.0100  0.0039     0.0007  0.0136
     33   0.0104  0.0040     0.0007  0.0138
     34   0.0107  0.0041     0.0008  0.0139
     35   0.0111  0.0042     0.0008  0.0148
     36   0.0115  0.0042     0.0009  0.0158
     37   0.0118  0.0042     0.0010  0.0163
     38   0.0121  0.0042     0.0011  0.0167
     39   0.0125  0.0042     0.0012  0.0172
     40   0.0128  0.0041     0.0014  0.0176
     41   0.0111  0.0039     0.0009  0.0137

