trialNum, leftMoney, leftTime, rightMoney, rightTime
5.0, 400, 0.0, 800, 156
6.0, 600, 0.0, 800, 156
7.0, 500, 0.0, 800, 156
8.0, 450, 0.0, 800, 156
9.0, 425, 0.0, 800, 156
10.0, 437, 0.0, 800, 156
11.0, 400, 0.0, 800, 520
12.0, 600, 0.0, 800, 520
13.0, 700, 0.0, 800, 520
14.0, 650, 0.0, 800, 520
15.0, 625, 0.0, 800, 520
16.0, 612, 0.0, 800, 520
17.0, 800, 4.0, 400, 0
18.0, 800, 4.0, 600, 0
19.0, 800, 4.0, 700, 0
20.0, 800, 4.0, 750, 0
21.0, 800, 4.0, 775, 0
22.0, 800, 4.0, 787, 0
23.0, 400, 0.0, 800, 2
24.0, 600, 0.0, 800, 2
25.0, 700, 0.0, 800, 2
26.0, 750, 0.0, 800, 2
27.0, 775, 0.0, 800, 2
28.0, 787, 0.0, 800, 2
29.0, 800, 1.0, 400, 0
30.0, 800, 1.0, 600, 0
31.0, 800, 1.0, 700, 0
32.0, 800, 1.0, 750, 0
33.0, 800, 1.0, 775, 0
34.0, 800, 1.0, 787, 0
35.0, 400, 0.0, 800, 26
36.0, 600, 0.0, 800, 26
37.0, 700, 0.0, 800, 26
38.0, 750, 0.0, 800, 26
39.0, 725, 0.0, 800, 26
40.0, 737, 0.0, 800, 26
41.0, 400, 0.0, 800, 52
42.0, 600, 0.0, 800, 52
43.0, 700, 0.0, 800, 52
44.0, 750, 0.0, 800, 52
45.0, 725, 0.0, 800, 52
46.0, 737, 0.0, 800, 52
