trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0 1061 590.00  0.00 800.00 520.00  0
  1  663 370.00  0.00 800.00 156.00  1
  2  647 360.00  0.00 800.00 520.00  1
  3  845 470.00  0.00 800.00 520.00  0
  4  737 410.00  0.00 800.00 520.00  0
  5  629 350.00  0.00 800.00 520.00  0
  6  736 410.00  0.00 800.00 260.00  0
  7  609 340.00  0.00 800.00 156.00  0
  8    0  10.00  0.00 800.00  0.43  0
  9 1421 790.00  0.00 800.00 520.00  0
 10    0  10.00  0.00 800.00  0.71  1
 11    0  30.00  0.00 800.00  0.71  1
 12    0  10.00  0.00 800.00  0.71  1
 13    0  30.00  0.00 800.00  0.71  1
 14    0  10.00  0.00 800.00  0.71  1
 15    0  10.00  0.00 800.00  0.71  1
 16    0  10.00  0.00 800.00  0.71  1
 17    0  20.00  0.00 800.00  0.71  1
 18    0  10.00  0.00 800.00  0.71  1
 19  679 380.00  0.00 800.00 52.00  1
 20    0  20.00  0.00 800.00  0.71  1
 21  662 370.00  0.00 800.00 104.00  1
 22  645 360.00  0.00 800.00 156.00  1
 23  735 410.00  0.00 800.00 156.00  1
 24    0  10.00  0.00 800.00  0.43  1
 25  682 380.00  0.00 800.00 260.00  1
 26  718 400.00  0.00 800.00 260.00  1
 27  808 450.00  0.00 800.00 260.00  0
 28  736 410.00  0.00 800.00 260.00  0
 29  682 380.00  0.00 800.00 260.00  0
 30    0  10.00  0.00 800.00  0.43  1
 31  664 370.00  0.00 800.00 260.00  0
 32  735 410.00  0.00 800.00 156.00  1
 33  646 360.00  0.00 800.00 260.00  0
 34  753 420.00  0.00 800.00 156.00  1
 35  646 360.00  0.00 800.00 156.00  0
 36  771 430.00  0.00 800.00 156.00  0
 37  735 410.00  0.00 800.00 156.00  0
 38  717 400.00  0.00 800.00 156.00  0
 39  681 380.00  0.00 800.00 156.00  0
 40  645 360.00  0.00 800.00 156.00  0
 41    0  10.00  0.00 800.00  0.43  0
