trialNum, leftMoney, leftTime, rightMoney, rightTime
5.0, 400, 0.0, 800, 520
6.0, 200, 0.0, 800, 520
7.0, 100, 0.0, 800, 520
8.0, 50, 0.0, 800, 520
9.0, 25, 0.0, 800, 520
10.0, 12, 0.0, 800, 520
11.0, 800, 52.0, 400, 0
12.0, 800, 52.0, 200, 0
13.0, 800, 52.0, 300, 0
14.0, 800, 52.0, 250, 0
15.0, 800, 52.0, 275, 0
16.0, 800, 52.0, 287, 0
17.0, 800, 1.0, 400, 0
18.0, 800, 1.0, 200, 0
19.0, 800, 1.0, 300, 0
20.0, 800, 1.0, 350, 0
21.0, 800, 1.0, 375, 0
22.0, 800, 1.0, 387, 0
23.0, 400, 0.0, 800, 2
24.0, 600, 0.0, 800, 2
25.0, 700, 0.0, 800, 2
26.0, 650, 0.0, 800, 2
27.0, 675, 0.0, 800, 2
28.0, 687, 0.0, 800, 2
29.0, 400, 0.0, 800, 4
30.0, 600, 0.0, 800, 4
31.0, 700, 0.0, 800, 4
32.0, 750, 0.0, 800, 4
33.0, 775, 0.0, 800, 4
34.0, 762, 0.0, 800, 4
35.0, 400, 0.0, 800, 156
36.0, 200, 0.0, 800, 156
37.0, 100, 0.0, 800, 156
38.0, 150, 0.0, 800, 156
39.0, 175, 0.0, 800, 156
40.0, 187, 0.0, 800, 156
41.0, 800, 26.0, 400, 0
42.0, 800, 26.0, 200, 0
43.0, 800, 26.0, 300, 0
44.0, 800, 26.0, 350, 0
45.0, 800, 26.0, 325, 0
46.0, 800, 26.0, 312, 0
