Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.7565  2.0723    -9.1275 -2.6618
      1  -4.0158  1.1229    -5.7981 -2.4845
      2  -4.8141  0.7186    -5.8720 -3.9954
      3  -4.2507  0.5069    -4.8913 -3.8245
      4  -3.9671  0.5213    -4.4876 -3.5480
      5  -4.0170  0.3952    -4.4801 -3.9607
      6  -3.9948  0.2955    -4.4403 -3.9616
      7  -3.9834  0.2309    -4.4142 -3.9622
      8  -3.9774  0.1894    -4.3961 -3.9627
      9  -3.9747  0.1644    -4.3866 -3.9631
     10  -3.9810  0.1312    -4.3860 -3.9669
     11  -3.9799  0.1211    -4.3808 -3.9670
     12  -3.9821  0.1094    -4.3804 -3.9687
     13  -3.9811  0.1047    -4.3748 -3.9687
     14  -3.9805  0.1019    -4.3711 -3.9688
     15  -3.9815  0.0984    -4.3710 -3.9696
     16  -3.9810  0.0968    -4.3678 -3.9696
     17  -3.9802  0.0950    -4.3633 -3.9696
     18  -3.9794  0.0931    -4.3580 -3.9697
     19  -3.9799  0.0918    -4.3580 -3.9701
     20  -3.9796  0.0910    -4.3554 -3.9701
     21  -3.9789  0.0897    -4.3510 -3.9701
     22  -3.9785  0.0888    -4.3482 -3.9701
     23  -3.9783  0.0884    -4.3467 -3.9701
     24  -3.9782  0.0881    -4.3456 -3.9701
     25  -3.9777  0.0872    -4.3422 -3.9701
     26  -3.9776  0.0869    -4.3410 -3.9701
     27  -3.9774  0.0865    -4.3394 -3.9701
     28  -3.9773  0.0863    -4.3386 -3.9701
     29  -3.9772  0.0861    -4.3379 -3.9701
     30  -3.9778  0.0850    -4.3381 -3.9707
     31  -3.9774  0.0844    -4.3353 -3.9706
     32  -3.9772  0.0839    -4.3335 -3.9706
     33  -3.9775  0.0833    -4.3337 -3.9710
     34  -3.9774  0.0831    -4.3324 -3.9710
     35  -3.9773  0.0829    -4.3318 -3.9710
     36  -3.9778  0.0821    -4.3321 -3.9715
     37  -3.9783  0.0813    -4.3324 -3.9719
     38  -3.9781  0.0810    -4.3307 -3.9718
     39  -3.9784  0.0804    -4.3310 -3.9722
     40  -3.9782  0.0801    -4.3294 -3.9722
     41  -3.9787  0.0793    -4.3297 -3.9726

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1017  0.0587     0.0067  0.1898
      1   0.1016  0.0588     0.0066  0.1898
      2   0.1011  0.0589     0.0064  0.1897
      3   0.1006  0.0591     0.0059  0.1896
      4   0.0947  0.0603     0.0035  0.1886
      5   0.1069  0.0579     0.0083  0.1907
      6   0.1093  0.0565     0.0129  0.1909
      7   0.1110  0.0555     0.0163  0.1911
      8   0.1123  0.0547     0.0189  0.1912
      9   0.1130  0.0542     0.0207  0.1913
     10   0.1149  0.0531     0.0243  0.1914
     11   0.1153  0.0528     0.0253  0.1915
     12   0.1162  0.0522     0.0273  0.1916
     13   0.1166  0.0519     0.0282  0.1916
     14   0.1169  0.0517     0.0288  0.1916
     15   0.1174  0.0514     0.0298  0.1917
     16   0.1177  0.0513     0.0303  0.1917
     17   0.1180  0.0511     0.0310  0.1917
     18   0.1183  0.0509     0.0317  0.1917
     19   0.1186  0.0507     0.0323  0.1918
     20   0.1188  0.0505     0.0327  0.1918
     21   0.1191  0.0504     0.0333  0.1918
     22   0.1193  0.0502     0.0337  0.1918
     23   0.1194  0.0502     0.0340  0.1918
     24   0.1195  0.0501     0.0342  0.1919
     25   0.1197  0.0500     0.0347  0.1919
     26   0.1198  0.0499     0.0349  0.1919
     27   0.1199  0.0499     0.0351  0.1919
     28   0.1199  0.0498     0.0352  0.1919
     29   0.1200  0.0498     0.0353  0.1919
     30   0.1203  0.0496     0.0360  0.1919
     31   0.1205  0.0495     0.0363  0.1919
     32   0.1206  0.0494     0.0365  0.1920
     33   0.1208  0.0492     0.0370  0.1920
     34   0.1209  0.0492     0.0371  0.1920
     35   0.1210  0.0492     0.0372  0.1920
     36   0.1213  0.0490     0.0379  0.1920
     37   0.1216  0.0488     0.0385  0.1921
     38   0.1217  0.0487     0.0387  0.1921
     39   0.1220  0.0485     0.0392  0.1921
     40   0.1221  0.0485     0.0394  0.1921
     41   0.1225  0.0483     0.0401  0.1921

