trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0  691 390.00  0.00 800.00  8.60  1
  1  790 440.00  0.00 800.00 260.00  0
  2  661 370.00  0.00 800.00 52.00  0
  3  766 430.00  0.00 800.00 17.20  0
  4  765 430.00  0.00 800.00 12.90  1
  5  695 390.00  0.00 800.00 21.50  1
  6  766 430.00  0.00 800.00 17.20  0
  7  713 400.00  0.00 800.00 21.50  0
  8  731 410.00  0.00 800.00 21.50  0
  9  622 350.00  0.00 800.00 17.20  1
 10  622 330.00  0.00 800.00 21.50  1
 11  713 400.00  0.00 800.00 21.50  0
 12  713 380.00  0.00 800.00 26.00  1
 13  713 380.00  0.00 800.00 17.20  1
 14  713 390.00  0.00 800.00 26.00  1
 15 1420 790.00  0.00 800.00 260.00  0
 16  930 520.00  0.00 800.00 26.00  0
 17  876 490.00  0.00 800.00 26.00  0
 18  641 360.00  0.00 800.00 21.50  1
 19  641 380.00  0.00 800.00 26.00  0
 20  659 370.00  0.00 800.00 21.50  0
 21  677 380.00  0.00 800.00 21.50  0
 22  767 430.00  0.00 800.00 21.50  0
 23  731 410.00  0.00 800.00 21.50  0
 24  767 440.00  0.00 800.00 17.20  1
 25  749 420.00  0.00 800.00 21.50  0
 26  731 410.00  0.00 800.00 21.50  1
 27  677 380.00  0.00 800.00 21.50  1
 28  641 360.00  0.00 800.00 21.50  1
 29  605 340.00  0.00 800.00 21.50  1
 30  623 350.00  0.00 800.00 21.50  1
 31  623 350.00  0.00 800.00 17.20  1
 32  623 330.00  0.00 800.00 17.20  1
 33  623 370.00  0.00 800.00 17.20  1
 34  623 360.00  0.00 800.00 26.00  1
 35  605 340.00  0.00 800.00 21.50  1
 36  605 360.00  0.00 800.00 17.20  1
 37  605 360.00  0.00 800.00 26.00  1
 38  804 450.00  0.00 800.00 26.00  1
 39  876 490.00  0.00 800.00 26.00  0
 40  858 480.00  0.00 800.00 26.00  0
 41  840 470.00  0.00 800.00 26.00  0
