Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.7733  2.0649    -9.1294 -2.6833
      1  -4.0291  1.1165    -5.7986 -2.4971
      2  -3.0733  0.6920    -3.9459 -2.3912
      3  -2.6718  0.5826    -3.2678 -2.3470
      4  -2.9492  0.6089    -3.5088 -2.6711
      5  -3.3397  1.0034    -5.3880 -2.8154
      6  -3.2166  1.0833    -5.7716 -2.6650
      7  -3.0685  0.9333    -4.4286 -2.6403
      8  -2.9618  0.7400    -3.3921 -2.6368
      9  -2.9358  0.5787    -3.3419 -2.7666
     10  -2.9238  0.4658    -3.3233 -2.8616
     11  -2.8865  0.3537    -3.1357 -2.8615
     12  -3.1446  0.9382    -4.5843 -2.7885
     13  -3.1137  0.8010    -3.7790 -2.8634
     14  -3.3889  1.1126    -6.2805 -2.8745
     15  -3.2490  0.8412    -4.1991 -2.8764
     16  -3.1591  0.6420    -3.6693 -2.8770
     17  -3.1054  0.4907    -3.5360 -2.8775
     18  -3.1267  0.4183    -3.5355 -2.9069
     19  -3.0895  0.3902    -3.4055 -2.8894
     20  -3.0302  0.4833    -3.4019 -2.8633
     21  -2.9729  0.4875    -3.3873 -2.8502
     22  -2.9333  0.3975    -3.3646 -2.8473
     23  -2.9001  0.3309    -3.3283 -2.8355
     24  -2.9598  0.4227    -3.3776 -2.8571
     25  -2.9248  0.3533    -3.3570 -2.8564
     26  -3.0022  0.4647    -3.3895 -2.8590
     27  -3.0515  0.4616    -3.3966 -2.8706
     28  -3.0779  0.4075    -3.3979 -2.8867
     29  -3.0897  0.3357    -3.3976 -2.9046
     30  -3.1033  0.2762    -3.3976 -2.9319
     31  -3.1049  0.2164    -3.3969 -2.9509
     32  -3.1057  0.1713    -3.3963 -2.9660
     33  -3.1114  0.1382    -3.3962 -3.0005
     34  -3.1258  0.1199    -3.3973 -3.1333
     35  -3.1285  0.0956    -3.3971 -3.1374
     36  -3.1294  0.0772    -3.3968 -3.1393
     37  -3.1332  0.0682    -3.3973 -3.1427
     38  -3.1536  0.1504    -3.4898 -3.1437
     39  -3.1453  0.1153    -3.4070 -3.1435
     40  -3.1398  0.0894    -3.4029 -3.1433
     41  -3.1361  0.0704    -3.3999 -3.1433

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1023  0.0585     0.0075  0.1899
      1   0.1026  0.0584     0.0076  0.1899
      2   0.1038  0.0581     0.0083  0.1901
      3   0.1052  0.0575     0.0099  0.1903
      4   0.0983  0.0594     0.0053  0.1892
      5   0.0433  0.0380     0.0001  0.1173
      6   0.0414  0.0360     0.0001  0.1098
      7   0.0487  0.0382     0.0001  0.1201
      8   0.0549  0.0387     0.0010  0.1263
      9   0.0610  0.0385     0.0051  0.1311
     10   0.0670  0.0388     0.0090  0.1371
     11   0.0722  0.0384     0.0141  0.1415
     12   0.0308  0.0205     0.0001  0.0649
     13   0.0336  0.0208     0.0001  0.0679
     14   0.0232  0.0172     0.0000  0.0518
     15   0.0246  0.0167     0.0001  0.0525
     16   0.0265  0.0165     0.0011  0.0538
     17   0.0283  0.0162     0.0026  0.0549
     18   0.0305  0.0170     0.0037  0.0589
     19   0.0313  0.0169     0.0045  0.0595
     20   0.0260  0.0135     0.0027  0.0471
     21   0.0258  0.0134     0.0026  0.0468
     22   0.0275  0.0135     0.0039  0.0483
     23   0.0292  0.0138     0.0052  0.0506
     24   0.0254  0.0122     0.0033  0.0440
     25   0.0266  0.0122     0.0045  0.0453
     26   0.0234  0.0114     0.0026  0.0405
     27   0.0241  0.0120     0.0027  0.0424
     28   0.0258  0.0125     0.0038  0.0454
     29   0.0276  0.0127     0.0056  0.0472
     30   0.0293  0.0129     0.0073  0.0490
     31   0.0304  0.0127     0.0082  0.0501
     32   0.0311  0.0126     0.0090  0.0507
     33   0.0322  0.0125     0.0100  0.0518
     34   0.0332  0.0129     0.0105  0.0533
     35   0.0343  0.0129     0.0118  0.0541
     36   0.0350  0.0128     0.0131  0.0546
     37   0.0359  0.0130     0.0139  0.0559
     38   0.0267  0.0102     0.0076  0.0411
     39   0.0275  0.0100     0.0085  0.0415
     40   0.0282  0.0099     0.0093  0.0423
     41   0.0289  0.0098     0.0102  0.0430

