trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0 1159 650.00  0.00 800.00  8.60  1
  1  737 410.00  0.00 800.00 520.00  1
  2 1169 650.00  0.00 800.00 520.00  0
  3  935 520.00  0.00 800.00 520.00  0
  4  845 470.00  0.00 800.00 520.00  1
  5  935 540.00  0.00 800.00 260.00  0
  6   10  10.00  0.00 800.00 17.20  1
  7  575 320.00  0.00 800.00 520.00  0
  8    0  10.00  0.00 800.00  0.43  1
  9    0  30.00  0.00 800.00  0.71  1
 10  538 300.00  0.00 800.00 260.00  1
 11  610 340.00  0.00 800.00 260.00  1
 12  971 540.00  0.00 800.00 520.00  0
 13  682 380.00  0.00 800.00 260.00  1
 14  899 500.00  0.00 800.00 520.00  0
 15  521 290.00  0.00 800.00 520.00  1
 16  755 420.00  0.00 800.00 520.00  1
 17  989 550.00  0.00 800.00 520.00  0
 18  593 330.00  0.00 800.00 520.00  1
 19  665 370.00  0.00 800.00 520.00  1
 20  971 540.00  0.00 800.00 520.00  0
 21  935 520.00  0.00 800.00 520.00  0
 22  683 380.00  0.00 800.00 520.00  1
 23  665 370.00  0.00 800.00 520.00  1
 24  935 520.00  0.00 800.00 520.00  0
 25  917 510.00  0.00 800.00 520.00  0
 26  683 380.00  0.00 800.00 520.00  1
 27  665 370.00  0.00 800.00 520.00  1
 28  917 510.00  0.00 800.00 520.00  0
 29  665 390.00  0.00 800.00 260.00  1
 30  665 360.00  0.00 800.00 260.00  1
 31  683 380.00  0.00 800.00 520.00  1
 32  899 500.00  0.00 800.00 520.00  0
 33  665 370.00  0.00 800.00 520.00  1
 34  899 510.00  0.00 800.00 260.00  1
 35  899 510.00  0.00 800.00 260.00  1
 36  899 520.00  0.00 800.00 260.00  1
 37  899 510.00  0.00 800.00 260.00  1
 38  899 520.00  0.00 800.00 260.00  1
 39  899 500.00  0.00 800.00 260.00  1
 40  881 490.00  0.00 800.00 520.00  1
 41  863 480.00  0.00 800.00 520.00  1
