Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -6.4560  1.6840    -9.1989 -3.9761
      1  -7.7707  0.9833    -5.1357 -6.5212
      2  -7.0124  0.6503    -8.0260 -6.4513
      3  -6.5506  0.5261    -7.1982 -6.1901
      4  -6.7406  0.4737    -7.3327 -6.5343
      5  -6.3615  1.2208    -8.4268 -3.6928
      6  -6.4472  1.0258    -8.1586 -4.4487
      7  -5.8731  1.4366    -8.5497 -3.1708
      8  -5.9054  1.2596    -8.1485 -3.4926
      9  -5.9285  1.1159    -7.7435 -3.8359
     10  -6.1343  0.9175    -7.6483 -4.7001
     11  -6.2663  0.7778    -7.6042 -5.3200
     12  -6.1655  0.6565    -7.1939 -5.3467
     13  -6.2560  0.5619    -7.2029 -5.6414
     14  -6.1753  0.4821    -6.9572 -5.6252
     15  -6.2498  0.4226    -6.9759 -5.7884
     16  -6.3844  0.4294    -7.1522 -5.9527
     17  -6.3407  0.3657    -6.9794 -5.9468
     18  -6.3898  0.3274    -6.9901 -6.0592
     19  -6.4423  0.3030    -7.0230 -6.1855
     20  -6.4085  0.2604    -6.9565 -6.1820
     21  -6.3807  0.2322    -6.9043 -6.1783
     22  -6.4223  0.2110    -6.9268 -6.2099
     23  -6.4498  0.1935    -6.9385 -6.2429
     24  -6.4298  0.1734    -6.8948 -6.2360
     25  -6.4135  0.1595    -6.8341 -6.2296
     26  -6.4367  0.1432    -6.8574 -6.2700
     27  -6.4513  0.1310    -6.8702 -6.3217
     28  -6.4397  0.1194    -6.8046 -6.3099
     29  -6.4414  0.1159    -6.8036 -6.3200
     30  -6.4423  0.1138    -6.8026 -6.3263
     31  -6.4534  0.1042    -6.8216 -6.4181
     32  -6.4441  0.0942    -6.7233 -6.3957
     33  -6.4506  0.0864    -6.7367 -6.4500
     34  -6.4554  0.0807    -6.7521 -6.4542
     35  -6.4589  0.0770    -6.7652 -6.4570
     36  -6.4621  0.0752    -6.7824 -6.4590
     37  -6.4640  0.0743    -6.7924 -6.4602
     38  -6.4660  0.0748    -6.8064 -6.4610
     39  -6.4669  0.0748    -6.8113 -6.4614
     40  -6.5098  0.1189    -6.9412 -6.4646
     41  -6.5717  0.1427    -6.9727 -6.4718

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1028  0.0584     0.0074  0.1900
      1   0.1029  0.0582     0.0081  0.1900
      2   0.1009  0.0588     0.0066  0.1896
      3   0.0995  0.0595     0.0043  0.1895
      4   0.1007  0.0594     0.0049  0.1898
      5   0.0187  0.0201     0.0000  0.0553
      6   0.0212  0.0201     0.0000  0.0579
      7   0.0070  0.0073     0.0000  0.0183
      8   0.0084  0.0073     0.0000  0.0194
      9   0.0095  0.0071     0.0000  0.0200
     10   0.0108  0.0074     0.0001  0.0217
     11   0.0120  0.0077     0.0001  0.0238
     12   0.0131  0.0079     0.0003  0.0254
     13   0.0142  0.0082     0.0006  0.0266
     14   0.0153  0.0085     0.0009  0.0276
     15   0.0165  0.0087     0.0012  0.0297
     16   0.0160  0.0087     0.0010  0.0290
     17   0.0171  0.0088     0.0014  0.0305
     18   0.0182  0.0091     0.0018  0.0321
     19   0.0192  0.0094     0.0021  0.0334
     20   0.0203  0.0095     0.0028  0.0342
     21   0.0213  0.0096     0.0037  0.0355
     22   0.0224  0.0099     0.0046  0.0376
     23   0.0235  0.0101     0.0058  0.0390
     24   0.0246  0.0102     0.0072  0.0400
     25   0.0255  0.0102     0.0077  0.0408
     26   0.0267  0.0104     0.0081  0.0422
     27   0.0277  0.0105     0.0087  0.0437
     28   0.0287  0.0106     0.0093  0.0449
     29   0.0289  0.0105     0.0097  0.0451
     30   0.0291  0.0105     0.0100  0.0452
     31   0.0301  0.0106     0.0107  0.0463
     32   0.0310  0.0107     0.0118  0.0471
     33   0.0318  0.0107     0.0130  0.0478
     34   0.0327  0.0108     0.0140  0.0485
     35   0.0335  0.0109     0.0144  0.0498
     36   0.0343  0.0110     0.0148  0.0511
     37   0.0351  0.0111     0.0152  0.0520
     38   0.0359  0.0112     0.0156  0.0529
     39   0.0365  0.0112     0.0161  0.0534
     40   0.0313  0.0096     0.0141  0.0455
     41   0.0287  0.0088     0.0118  0.0409

