Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.9470  1.9674    -9.1471 -3.0119
      1  -7.5089  1.1075    -6.0387 -6.0052
      2  -6.5951  0.6722    -7.6231 -5.9146
      3  -6.1553  0.4885    -6.8281 -5.7555
      4  -5.9859  0.4198    -6.4655 -5.6648
      5  -6.1611  0.3376    -6.6160 -5.9926
      6  -6.3248  0.6414    -7.1426 -5.8377
      7  -6.4348  0.6016    -7.2444 -6.1613
      8  -6.4017  0.4531    -6.9070 -6.1925
      9  -6.4444  0.3669    -6.8996 -6.3072
     10  -6.5511  0.7628    -7.7194 -5.9337
     11  -6.5298  0.5891    -7.2698 -6.2256
     12  -6.4988  0.4668    -7.0424 -6.2736
     13  -6.5922  0.6162    -7.3122 -6.2445
     14  -6.5923  0.4803    -7.1859 -6.3603
     15  -6.5905  0.3788    -7.0865 -6.4329
     16  -6.6531  0.3590    -7.1545 -6.4691
     17  -6.6915  0.3086    -7.1707 -6.5008
     18  -6.6989  0.2500    -7.1588 -6.5117
     19  -6.7031  0.2117    -7.1496 -6.5195
     20  -6.7288  0.1883    -7.1686 -6.5809
     21  -6.7133  0.1537    -7.0761 -6.5719
     22  -6.7270  0.1338    -7.0877 -6.6591
     23  -6.7312  0.1193    -7.0815 -6.7240
     24  -6.7341  0.1083    -7.0750 -6.7278
     25  -6.7386  0.1000    -7.0796 -6.7322
     26  -6.7394  0.0935    -7.0723 -6.7338
     27  -6.7398  0.0884    -7.0651 -6.7350
     28  -6.7314  0.0688    -6.9965 -6.7344
     29  -6.7325  0.0648    -6.9964 -6.7357
     30  -6.7335  0.0621    -6.9965 -6.7367
     31  -6.7341  0.0605    -6.9966 -6.7372
     32  -6.7342  0.0589    -6.9964 -6.7375
     33  -6.7341  0.0576    -6.9963 -6.7376
     34  -6.7290  0.0420    -6.9915 -6.7374
     35  -6.7289  0.0411    -6.9913 -6.7374
     36  -6.7289  0.0402    -6.9912 -6.7375
     37  -6.7288  0.0395    -6.9911 -6.7375
     38  -6.7287  0.0388    -6.9910 -6.7376
     39  -6.7286  0.0382    -6.9909 -6.7376
     40  -6.7285  0.0376    -6.9907 -6.7376
     41  -6.7284  0.0370    -6.9906 -6.7376

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1023  0.0585     0.0074  0.1899
      1   0.1023  0.0585     0.0077  0.1899
      2   0.1009  0.0590     0.0063  0.1897
      3   0.1011  0.0588     0.0062  0.1897
      4   0.1035  0.0583     0.0075  0.1901
      5   0.1066  0.0575     0.0096  0.1906
      6   0.0479  0.0384     0.0001  0.1209
      7   0.0518  0.0407     0.0001  0.1297
      8   0.0584  0.0406     0.0023  0.1351
      9   0.0653  0.0415     0.0056  0.1422
     10   0.0256  0.0196     0.0001  0.0596
     11   0.0286  0.0194     0.0001  0.0617
     12   0.0319  0.0197     0.0014  0.0653
     13   0.0236  0.0150     0.0001  0.0476
     14   0.0255  0.0146     0.0011  0.0487
     15   0.0269  0.0144     0.0029  0.0500
     16   0.0277  0.0147     0.0034  0.0517
     17   0.0295  0.0152     0.0049  0.0542
     18   0.0302  0.0150     0.0069  0.0545
     19   0.0308  0.0148     0.0076  0.0548
     20   0.0323  0.0154     0.0081  0.0577
     21   0.0340  0.0154     0.0093  0.0595
     22   0.0357  0.0157     0.0102  0.0613
     23   0.0369  0.0158     0.0113  0.0625
     24   0.0381  0.0159     0.0127  0.0640
     25   0.0396  0.0162     0.0140  0.0661
     26   0.0406  0.0162     0.0146  0.0671
     27   0.0416  0.0162     0.0152  0.0679
     28   0.0431  0.0161     0.0166  0.0690
     29   0.0443  0.0163     0.0175  0.0706
     30   0.0456  0.0165     0.0185  0.0724
     31   0.0468  0.0167     0.0196  0.0739
     32   0.0479  0.0168     0.0209  0.0749
     33   0.0489  0.0168     0.0214  0.0758
     34   0.0503  0.0167     0.0227  0.0774
     35   0.0507  0.0167     0.0232  0.0777
     36   0.0516  0.0167     0.0239  0.0788
     37   0.0525  0.0168     0.0248  0.0797
     38   0.0531  0.0167     0.0255  0.0802
     39   0.0539  0.0167     0.0264  0.0810
     40   0.0544  0.0167     0.0273  0.0814
     41   0.0550  0.0167     0.0279  0.0818

