Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.6161  2.1180    -9.1085 -2.5688
      1  -5.5135  2.1468    -9.0938 -2.5242
      2  -5.3399  2.1837    -9.0662 -2.4754
      3  -5.0737  2.2128    -9.0154 -2.4317
      4  -4.7202  2.2016    -8.9253 -2.3993
      5  -4.3299  2.1218    -8.7753 -2.3783
      6  -3.9782  1.9824    -8.5498 -2.3659
      7  -3.5118  1.6370    -7.7445 -2.3557
      8  -3.2820  1.3860    -6.7218 -2.3516
      9  -2.9848  1.0524    -5.0180 -2.3448
     10  -2.8978  0.8744    -4.4984 -2.3436
     11  -2.7234  0.6902    -3.8463 -2.3367
     12  -2.6215  0.5675    -3.5254 -2.3322
     13  -2.5522  0.4701    -3.3272 -2.3291
     14  -2.5024  0.3917    -3.1727 -2.3268
     15  -2.4726  0.3264    -3.0995 -2.3255
     16  -2.4441  0.2772    -3.0431 -2.3241
     17  -2.4232  0.2378    -2.9864 -2.3230
     18  -2.4111  0.2088    -2.9430 -2.3224
     19  -2.4021  0.1882    -2.9013 -2.3220
     20  -2.3878  0.1681    -2.8466 -2.3212
     21  -2.3770  0.1523    -2.8313 -2.3206
     22  -2.3719  0.1431    -2.8235 -2.3203
     23  -2.3609  0.1293    -2.8053 -2.3197
     24  -2.3550  0.1207    -2.7937 -2.3193
     25  -2.3479  0.1111    -2.7781 -2.3189
     26  -2.3433  0.1045    -2.7663 -2.3186
     27  -2.3363  0.0948    -2.7438 -2.3182
     28  -2.3330  0.0897    -2.7305 -2.3181
     29  -2.3298  0.0847    -2.7150 -2.3179
     30  -2.3268  0.0797    -2.6965 -2.3177
     31  -2.3239  0.0749    -2.6752 -2.3175
     32  -2.3226  0.0724    -2.6628 -2.3175
     33  -2.3202  0.0681    -2.6370 -2.3173
     34  -2.3183  0.0644    -2.6111 -2.3172
     35  -2.3162  0.0601    -2.5786 -2.3171
     36  -2.3083  0.0395    -2.5706 -2.3167
     37  -2.3077  0.0373    -2.5700 -2.3167
     38  -2.3072  0.0354    -2.5695 -2.3166
     39  -2.3067  0.0334    -2.5690 -2.3166
     40  -2.3062  0.0314    -2.5686 -2.3166
     41  -2.3058  0.0294    -2.5681 -2.3166

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0005  0.0018     0.0000  0.0003
      1   0.0008  0.0024     0.0000  0.0037
      2   0.0014  0.0031     0.0000  0.0055
      3   0.0023  0.0038     0.0000  0.0065
      4   0.0034  0.0043     0.0000  0.0070
      5   0.0047  0.0044     0.0000  0.0090
      6   0.0058  0.0042     0.0000  0.0103
      7   0.0067  0.0040     0.0000  0.0112
      8   0.0073  0.0036     0.0001  0.0115
      9   0.0077  0.0036     0.0001  0.0122
     10   0.0079  0.0034     0.0003  0.0123
     11   0.0083  0.0037     0.0003  0.0130
     12   0.0088  0.0040     0.0004  0.0135
     13   0.0092  0.0043     0.0005  0.0140
     14   0.0097  0.0046     0.0005  0.0157
     15   0.0101  0.0048     0.0006  0.0167
     16   0.0106  0.0050     0.0007  0.0177
     17   0.0111  0.0052     0.0007  0.0185
     18   0.0115  0.0053     0.0008  0.0189
     19   0.0118  0.0054     0.0008  0.0192
     20   0.0124  0.0056     0.0009  0.0197
     21   0.0130  0.0057     0.0011  0.0201
     22   0.0134  0.0057     0.0012  0.0203
     23   0.0139  0.0058     0.0013  0.0207
     24   0.0144  0.0058     0.0015  0.0215
     25   0.0150  0.0059     0.0018  0.0226
     26   0.0154  0.0059     0.0021  0.0233
     27   0.0160  0.0060     0.0026  0.0242
     28   0.0164  0.0060     0.0031  0.0247
     29   0.0168  0.0060     0.0038  0.0252
     30   0.0173  0.0060     0.0046  0.0256
     31   0.0177  0.0060     0.0057  0.0260
     32   0.0180  0.0060     0.0070  0.0262
     33   0.0184  0.0061     0.0071  0.0266
     34   0.0187  0.0061     0.0073  0.0268
     35   0.0191  0.0062     0.0074  0.0271
     36   0.0160  0.0047     0.0050  0.0207
     37   0.0162  0.0047     0.0061  0.0210
     38   0.0165  0.0047     0.0070  0.0215
     39   0.0167  0.0047     0.0071  0.0221
     40   0.0170  0.0047     0.0072  0.0226
     41   0.0172  0.0048     0.0073  0.0231

