Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -7.2296  1.2740    -6.9531 -5.4732
      1  -8.1470  0.8428    -3.7968 -7.2703
      2  -8.5720  0.6775    -2.3147 -7.9575
      3  -8.8020  0.5811    -1.5212 -8.3907
      4  -8.9513  0.5187    -1.0179 -8.6651
      5  -8.9872  0.4027    -0.9839 -8.7002
      6  -9.0131  0.3234    -0.9454 -8.7314
      7  -8.9052  0.3439    -1.8158 -8.6803
      8  -8.9163  0.2846    -1.8116 -8.6876
      9  -8.9233  0.2483    -1.8084 -8.6936
     10  -8.9293  0.2262    -1.7990 -8.6997
     11  -8.9319  0.2140    -1.7998 -8.7025
     12  -8.9395  0.2044    -1.7637 -8.7100
     13  -8.8531  0.2271    -2.7793 -8.6745
     14  -8.8540  0.2184    -2.8054 -8.6757
     15  -8.8614  0.2110    -2.7667 -8.6812
     16  -8.7900  0.1885    -6.2183 -8.6708
     17  -8.7958  0.1837    -6.2379 -8.6747
     18  -8.8007  0.1804    -6.2594 -8.6775
     19  -8.8013  0.1784    -6.3886 -8.6784
     20  -8.8019  0.1769    -6.5105 -8.6792
     21  -8.8016  0.1763    -6.5830 -8.6793
     22  -8.7459  0.1650    -9.2063 -8.6688
     23  -8.7076  0.1360    -9.1598 -8.6655
     24  -8.7074  0.1346    -9.1585 -8.6659
     25  -8.7073  0.1335    -9.1574 -8.6663
     26  -8.6775  0.1247    -9.1093 -8.6268
     27  -8.6495  0.1283    -9.0401 -8.5025
     28  -8.6709  0.1105    -9.0638 -8.6585
     29  -8.6708  0.1088    -9.0596 -8.6591
     30  -8.6505  0.1142    -8.9823 -8.5317
     31  -8.6674  0.0974    -9.0077 -8.6614
     32  -8.6676  0.0945    -8.9998 -8.6625
     33  -8.6675  0.0941    -8.9980 -8.6625
     34  -8.6677  0.0915    -8.9904 -8.6635
     35  -8.6679  0.0891    -8.9831 -8.6643
     36  -8.6548  0.0936    -8.9320 -8.6181
     37  -8.6555  0.0908    -8.9316 -8.6377
     38  -8.6554  0.0901    -8.9314 -8.6396
     39  -8.6553  0.0897    -8.9312 -8.6402
     40  -8.6552  0.0891    -8.9310 -8.6420
     41  -8.6551  0.0885    -8.9308 -8.6438

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1006  0.0595     0.0043  0.1898
      1   0.1013  0.0589     0.0056  0.1898
      2   0.1043  0.0580     0.0083  0.1902
      3   0.1086  0.0565     0.0120  0.1907
      4   0.1135  0.0554     0.0156  0.1916
      5   0.1194  0.0526     0.0246  0.1922
      6   0.1251  0.0500     0.0333  0.1929
      7   0.1210  0.0509     0.0294  0.1921
      8   0.1234  0.0494     0.0351  0.1923
      9   0.1259  0.0479     0.0400  0.1925
     10   0.1287  0.0464     0.0449  0.1929
     11   0.1303  0.0454     0.0484  0.1930
     12   0.1335  0.0441     0.0528  0.1935
     13   0.1179  0.0458     0.0409  0.1888
     14   0.1192  0.0452     0.0431  0.1890
     15   0.1225  0.0444     0.0468  0.1899
     16   0.1288  0.0438     0.0508  0.1917
     17   0.1318  0.0428     0.0546  0.1923
     18   0.1345  0.0420     0.0579  0.1928
     19   0.1361  0.0412     0.0605  0.1930
     20   0.1376  0.0405     0.0630  0.1932
     21   0.1380  0.0402     0.0639  0.1933
     22   0.1328  0.0411     0.0588  0.1918
     23   0.1387  0.0394     0.0656  0.1930
     24   0.1395  0.0390     0.0673  0.1931
     25   0.1403  0.0385     0.0689  0.1932
     26   0.1367  0.0388     0.0658  0.1920
     27   0.1333  0.0388     0.0637  0.1905
     28   0.1352  0.0386     0.0652  0.1911
     29   0.1360  0.0381     0.0669  0.1913
     30   0.1326  0.0380     0.0648  0.1896
     31   0.1346  0.0377     0.0665  0.1903
     32   0.1361  0.0372     0.0689  0.1906
     33   0.1362  0.0371     0.0692  0.1906
     34   0.1375  0.0366     0.0711  0.1910
     35   0.1388  0.0361     0.0730  0.1913
     36   0.1356  0.0360     0.0711  0.1896
     37   0.1369  0.0356     0.0730  0.1900
     38   0.1372  0.0354     0.0737  0.1900
     39   0.1373  0.0353     0.0741  0.1901
     40   0.1376  0.0351     0.0748  0.1901
     41   0.1379  0.0349     0.0755  0.1902

