trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0 1297 730.00  0.00 800.00  0.71  1
  1  790 440.00  0.00 800.00 260.00  0
  2  769 430.00  0.00 800.00 52.00  1
  3  681 380.00  0.00 800.00 156.00  0
  4  716 400.00  0.00 800.00 104.00  1
  5  681 400.00  0.00 800.00 260.00  0
  6  681 370.00  0.00 800.00 104.00  1
  7  681 370.00  0.00 800.00 260.00  0
  8  681 370.00  0.00 800.00 260.00  0
  9  681 390.00  0.00 800.00 260.00  0
 10  681 370.00  0.00 800.00 260.00  0
 11  681 370.00  0.00 800.00 104.00  1
 12  681 390.00  0.00 800.00 260.00  1
 13  645 360.00  0.00 800.00 156.00  1
 14  645 370.00  0.00 800.00 260.00  0
 15  627 350.00  0.00 800.00 156.00  1
 16  789 440.00  0.00 800.00 156.00  1
 17  771 430.00  0.00 800.00 156.00  1
 18  753 420.00  0.00 800.00 156.00  1
 19  735 410.00  0.00 800.00 156.00  1
 20  717 400.00  0.00 800.00 156.00  1
 21  717 380.00  0.00 800.00 104.00  1
 22  717 380.00  0.00 800.00 260.00  0
 23  735 410.00  0.00 800.00 156.00  0
 24  753 420.00  0.00 800.00 156.00  0
 25  771 430.00  0.00 800.00 156.00  1
 26  753 400.00  0.00 800.00 104.00  0
 27    6  10.00  0.00 800.00  6.44  1
 28  916 510.00  0.00 800.00 260.00  0
 29  987 550.00  0.00 800.00 156.00  0
 30  933 520.00  0.00 800.00 156.00  0
 31  933 530.00  0.00 800.00 104.00  0
 32  879 490.00  0.00 800.00 156.00  1
 33  519 290.00  0.00 800.00 156.00  1
 34 1005 560.00  0.00 800.00 156.00  0
 35  771 430.00  0.00 800.00 156.00  0
 36  537 300.00  0.00 800.00 156.00  1
 37  861 480.00  0.00 800.00 156.00  1
 38  591 330.00  0.00 800.00 156.00  0
 39 1059 590.00  0.00 800.00 156.00  1
 40    0  10.00  0.00 800.00  0.43  1
 41    0  10.00  0.00 800.00  0.71  1
