Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.7972  2.0554    -9.1324 -2.7080
      1  -4.0437  1.1037    -5.7919 -2.5114
      2  -4.9581  0.6372    -5.8760 -4.2753
      3  -4.5375  0.4656    -5.1502 -4.2203
      4  -4.8291  0.4431    -5.3261 -4.5849
      5  -4.8029  0.3290    -5.2725 -4.5977
      6  -4.8195  0.2499    -5.2672 -4.7435
      7  -4.8089  0.1935    -5.2362 -4.7503
      8  -4.8036  0.1594    -5.2173 -4.7550
      9  -4.8014  0.1397    -5.2083 -4.7586
     10  -4.7994  0.1271    -5.1982 -4.7613
     11  -4.8079  0.1078    -5.2018 -4.7954
     12  -5.0106  0.4639    -5.5695 -4.6284
     13  -5.0740  0.4007    -5.5804 -4.8100
     14  -5.0435  0.3342    -5.5443 -4.8099
     15  -5.0797  0.2780    -5.5543 -4.8642
     16  -5.1661  0.3341    -5.5977 -4.9736
     17  -5.2363  0.3377    -5.6091 -5.0764
     18  -5.2836  0.3029    -5.6124 -5.1019
     19  -5.3113  0.2529    -5.6129 -5.1394
     20  -5.3264  0.2031    -5.6125 -5.1938
     21  -5.3266  0.1611    -5.6115 -5.2098
     22  -5.3166  0.1429    -5.6073 -5.1866
     23  -5.2595  0.2215    -5.6051 -5.1024
     24  -5.1947  0.2514    -5.5963 -5.0839
     25  -5.2486  0.2509    -5.6050 -5.0967
     26  -5.2028  0.5365    -5.7127 -5.0202
     27  -5.1865  0.4100    -5.6144 -5.0674
     28  -5.1703  0.3201    -5.6016 -5.0699
     29  -5.1554  0.2601    -5.5905 -5.0709
     30  -5.1407  0.2185    -5.5800 -5.0711
     31  -5.1152  0.1956    -5.5601 -5.0688
     32  -5.1741  0.2790    -5.5964 -5.0702
     33  -5.1805  0.2335    -5.5956 -5.0765
     34  -5.1716  0.2009    -5.5903 -5.0768
     35  -5.1343  0.1913    -5.5741 -5.0716
     36  -5.1411  0.1704    -5.5757 -5.0760
     37  -5.1955  0.2064    -5.5969 -5.0816
     38  -5.1400  0.2802    -5.5870 -5.0283
     39  -5.2244  0.5498    -5.7945 -4.9093
     40  -5.2092  0.4249    -5.7143 -4.9533
     41  -5.2010  0.3378    -5.6706 -4.9771

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1058  0.0573     0.0098  0.1904
      1   0.1063  0.0573     0.0097  0.1905
      2   0.1049  0.0576     0.0086  0.1902
      3   0.1051  0.0574     0.0094  0.1902
      4   0.1008  0.0583     0.0062  0.1894
      5   0.1041  0.0566     0.0123  0.1898
      6   0.1097  0.0547     0.0185  0.1906
      7   0.1118  0.0534     0.0227  0.1908
      8   0.1132  0.0526     0.0254  0.1909
      9   0.1139  0.0522     0.0271  0.1910
     10   0.1147  0.0517     0.0286  0.1911
     11   0.1173  0.0506     0.0320  0.1914
     12   0.0258  0.0140     0.0016  0.0477
     13   0.0279  0.0145     0.0031  0.0510
     14   0.0293  0.0144     0.0052  0.0524
     15   0.0314  0.0146     0.0075  0.0545
     16   0.0290  0.0142     0.0051  0.0516
     17   0.0300  0.0155     0.0048  0.0551
     18   0.0325  0.0167     0.0063  0.0601
     19   0.0351  0.0173     0.0077  0.0636
     20   0.0374  0.0175     0.0091  0.0662
     21   0.0380  0.0172     0.0102  0.0665
     22   0.0398  0.0176     0.0117  0.0686
     23   0.0302  0.0129     0.0082  0.0504
     24   0.0274  0.0113     0.0075  0.0444
     25   0.0274  0.0115     0.0074  0.0448
     26   0.0179  0.0089     0.0001  0.0301
     27   0.0184  0.0086     0.0011  0.0303
     28   0.0192  0.0083     0.0022  0.0308
     29   0.0200  0.0081     0.0034  0.0314
     30   0.0208  0.0080     0.0047  0.0321
     31   0.0215  0.0081     0.0055  0.0328
     32   0.0181  0.0072     0.0025  0.0272
     33   0.0188  0.0071     0.0035  0.0275
     34   0.0194  0.0070     0.0046  0.0278
     35   0.0193  0.0069     0.0047  0.0276
     36   0.0199  0.0068     0.0062  0.0283
     37   0.0181  0.0065     0.0038  0.0265
     38   0.0152  0.0058     0.0016  0.0216
     39   0.0109  0.0052     0.0001  0.0170
     40   0.0112  0.0049     0.0004  0.0172
     41   0.0114  0.0047     0.0006  0.0172

