Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -6.0514  1.9077    -9.1576 -3.2103
      1  -4.4273  1.0241    -6.0682 -3.0230
      2  -5.2181  0.6278    -6.1454 -4.5453
      3  -4.8024  0.4665    -5.4150 -4.4450
      4  -4.6350  0.3935    -5.0644 -4.3319
      5  -4.4832  0.3849    -4.9196 -4.1782
      6  -4.5314  0.2643    -4.9220 -4.5156
      7  -4.5092  0.2018    -4.7823 -4.5159
      8  -4.5107  0.1501    -4.7819 -4.5175
      9  -4.5118  0.1153    -4.7816 -4.5189
     10  -4.4351  0.2932    -4.7822 -4.2452
     11  -4.5491  0.5628    -5.1305 -4.1679
     12  -4.4890  0.8912    -6.3372 -3.7249
     13  -4.4134  0.6952    -5.2116 -3.7931
     14  -4.4013  1.2238    -7.6889 -3.1832
     15  -4.2590  0.9911    -6.4222 -3.2637
     16  -4.1714  0.8026    -5.1986 -3.3163
     17  -4.1213  0.6659    -5.0016 -3.3479
     18  -4.1731  0.5641    -4.9868 -3.5313
     19  -4.2248  0.4859    -4.9914 -3.7116
     20  -4.2656  0.4251    -4.9993 -3.8110
     21  -4.2219  0.3758    -4.8902 -3.7953
     22  -4.2296  0.3400    -4.8824 -3.8392
     23  -4.2109  0.3129    -4.7933 -3.8356
     24  -4.2468  0.2866    -4.8222 -3.9634
     25  -4.2832  0.2664    -4.8553 -3.9973
     26  -4.2507  0.2457    -4.7740 -3.9895
     27  -4.2277  0.2304    -4.7514 -3.9848
     28  -4.2565  0.2152    -4.7588 -4.0135
     29  -4.1772  0.2246    -4.7141 -3.9712
     30  -4.1534  0.2127    -4.6710 -3.9669
     31  -4.1825  0.1996    -4.6899 -3.9859
     32  -4.1663  0.1900    -4.6490 -3.9830
     33  -4.1709  0.1847    -4.6495 -3.9879
     34  -4.1525  0.1779    -4.5853 -3.9835
     35  -4.1784  0.1677    -4.6177 -3.9993
     36  -4.2029  0.1576    -4.6456 -4.0189
     37  -4.1895  0.1517    -4.5872 -4.0131
     38  -4.1923  0.1490    -4.5879 -4.0167
     39  -4.2098  0.1400    -4.6124 -4.0368
     40  -4.2569  0.1444    -4.7103 -4.1072
     41  -4.3153  0.1655    -4.7592 -4.2185

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1022  0.0586     0.0073  0.1899
      1   0.1028  0.0585     0.0075  0.1900
      2   0.1023  0.0587     0.0069  0.1900
      3   0.1024  0.0586     0.0073  0.1900
      4   0.1053  0.0580     0.0091  0.1905
      5   0.1032  0.0588     0.0080  0.1902
      6   0.1145  0.0550     0.0169  0.1917
      7   0.1213  0.0524     0.0242  0.1925
      8   0.1223  0.0515     0.0275  0.1926
      9   0.1231  0.0508     0.0300  0.1926
     10   0.0601  0.0382     0.0087  0.1322
     11   0.0297  0.0204     0.0005  0.0656
     12   0.0163  0.0116     0.0000  0.0342
     13   0.0173  0.0112     0.0001  0.0346
     14   0.0084  0.0062     0.0000  0.0169
     15   0.0093  0.0059     0.0000  0.0175
     16   0.0099  0.0056     0.0001  0.0178
     17   0.0102  0.0054     0.0003  0.0180
     18   0.0110  0.0056     0.0004  0.0189
     19   0.0117  0.0058     0.0006  0.0196
     20   0.0124  0.0059     0.0008  0.0201
     21   0.0131  0.0060     0.0009  0.0205
     22   0.0134  0.0060     0.0011  0.0207
     23   0.0139  0.0060     0.0012  0.0211
     24   0.0146  0.0061     0.0014  0.0225
     25   0.0152  0.0062     0.0017  0.0236
     26   0.0159  0.0063     0.0020  0.0245
     27   0.0165  0.0063     0.0025  0.0252
     28   0.0171  0.0064     0.0030  0.0258
     29   0.0157  0.0059     0.0022  0.0233
     30   0.0162  0.0059     0.0026  0.0242
     31   0.0168  0.0060     0.0032  0.0249
     32   0.0173  0.0060     0.0039  0.0254
     33   0.0176  0.0059     0.0047  0.0256
     34   0.0181  0.0060     0.0058  0.0260
     35   0.0186  0.0060     0.0070  0.0265
     36   0.0191  0.0061     0.0072  0.0269
     37   0.0196  0.0062     0.0074  0.0272
     38   0.0198  0.0061     0.0075  0.0273
     39   0.0203  0.0062     0.0076  0.0276
     40   0.0186  0.0056     0.0072  0.0260
     41   0.0163  0.0050     0.0044  0.0216

