trialNum, leftMoney, leftTime, rightMoney, rightTime
5.0, 800, 52.0, 400, 0
6.0, 800, 52.0, 600, 0
7.0, 800, 52.0, 700, 0
8.0, 800, 52.0, 650, 0
9.0, 800, 52.0, 625, 0
10.0, 800, 52.0, 612, 0
11.0, 800, 26.0, 400, 0
12.0, 800, 26.0, 600, 0
13.0, 800, 26.0, 700, 0
14.0, 800, 26.0, 650, 0
15.0, 800, 26.0, 625, 0
16.0, 800, 26.0, 612, 0
17.0, 400, 0.0, 800, 4
18.0, 600, 0.0, 800, 4
19.0, 700, 0.0, 800, 4
20.0, 750, 0.0, 800, 4
21.0, 775, 0.0, 800, 4
22.0, 762, 0.0, 800, 4
23.0, 800, 156.0, 400, 0
24.0, 800, 156.0, 200, 0
25.0, 800, 156.0, 300, 0
26.0, 800, 156.0, 350, 0
27.0, 800, 156.0, 375, 0
28.0, 800, 156.0, 387, 0
29.0, 400, 0.0, 800, 2
30.0, 600, 0.0, 800, 2
31.0, 700, 0.0, 800, 2
32.0, 750, 0.0, 800, 2
33.0, 775, 0.0, 800, 2
34.0, 787, 0.0, 800, 2
35.0, 400, 0.0, 800, 520
36.0, 200, 0.0, 800, 520
37.0, 300, 0.0, 800, 520
38.0, 350, 0.0, 800, 520
39.0, 375, 0.0, 800, 520
40.0, 387, 0.0, 800, 520
41.0, 400, 0.0, 800, 1
42.0, 600, 0.0, 800, 1
43.0, 700, 0.0, 800, 1
44.0, 750, 0.0, 800, 1
45.0, 775, 0.0, 800, 1
46.0, 787, 0.0, 800, 1
