trialNum, leftMoney, leftTime, rightMoney, rightTime
5.0, 400, 0.0, 800, 2
6.0, 600, 0.0, 800, 2
7.0, 500, 0.0, 800, 2
8.0, 550, 0.0, 800, 2
9.0, 575, 0.0, 800, 2
10.0, 587, 0.0, 800, 2
11.0, 400, 0.0, 800, 1
12.0, 600, 0.0, 800, 1
13.0, 700, 0.0, 800, 1
14.0, 650, 0.0, 800, 1
15.0, 675, 0.0, 800, 1
16.0, 687, 0.0, 800, 1
17.0, 800, 26.0, 400, 0
18.0, 800, 26.0, 600, 0
19.0, 800, 26.0, 700, 0
20.0, 800, 26.0, 650, 0
21.0, 800, 26.0, 625, 0
22.0, 800, 26.0, 612, 0
23.0, 400, 0.0, 800, 520
24.0, 200, 0.0, 800, 520
25.0, 300, 0.0, 800, 520
26.0, 350, 0.0, 800, 520
27.0, 375, 0.0, 800, 520
28.0, 387, 0.0, 800, 520
29.0, 400, 0.0, 800, 52
30.0, 200, 0.0, 800, 52
31.0, 300, 0.0, 800, 52
32.0, 350, 0.0, 800, 52
33.0, 375, 0.0, 800, 52
34.0, 387, 0.0, 800, 52
35.0, 800, 156.0, 400, 0
36.0, 800, 156.0, 200, 0
37.0, 800, 156.0, 300, 0
38.0, 800, 156.0, 350, 0
39.0, 800, 156.0, 375, 0
40.0, 800, 156.0, 387, 0
41.0, 400, 0.0, 800, 4
42.0, 600, 0.0, 800, 4
43.0, 700, 0.0, 800, 4
44.0, 650, 0.0, 800, 4
45.0, 675, 0.0, 800, 4
46.0, 662, 0.0, 800, 4
