Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.9185  1.9842    -9.1443 -2.9530
      1  -7.6256  1.0567    -5.6285 -6.2438
      2  -8.3236  0.7139    -3.2506 -7.5711
      3  -8.7355  0.5747    -1.7707 -8.2079
      4  -8.8967  0.4840    -1.2498 -8.5229
      5  -9.0001  0.4112    -0.9370 -8.7166
      6  -9.0196  0.3233    -0.9234 -8.7402
      7  -8.9171  0.3480    -1.6987 -8.6831
      8  -8.9328  0.2862    -1.6810 -8.6975
      9  -8.9397  0.2470    -1.6793 -8.7038
     10  -8.9501  0.2219    -1.6461 -8.7154
     11  -8.9542  0.2069    -1.6417 -8.7208
     12  -8.9571  0.1981    -1.6387 -8.7249
     13  -8.9577  0.1939    -1.6414 -8.7261
     14  -8.9739  0.1850    -1.5360 -8.7455
     15  -8.8957  0.1764    -3.3959 -8.7059
     16  -8.9000  0.1723    -3.3928 -8.7097
     17  -8.9038  0.1691    -3.3893 -8.7132
     18  -8.9046  0.1677    -3.4169 -8.7142
     19  -8.9046  0.1670    -3.4395 -8.7146
     20  -8.9047  0.1665    -3.4607 -8.7149
     21  -8.9053  0.1656    -3.4828 -8.7157
     22  -8.9052  0.1654    -3.4955 -8.7158
     23  -8.9051  0.1652    -3.5077 -8.7159
     24  -8.9051  0.1650    -3.5194 -8.7160
     25  -8.9050  0.1649    -3.5306 -8.7160
     26  -8.9051  0.1645    -3.5466 -8.7162
     27  -8.9051  0.1642    -3.5619 -8.7164
     28  -8.9057  0.1635    -3.5772 -8.7172
     29  -8.9057  0.1633    -3.5911 -8.7173
     30  -8.9057  0.1630    -3.6045 -8.7175
     31  -8.9088  0.1613    -3.5811 -8.7204
     32  -8.9088  0.1612    -3.5889 -8.7204
     33  -8.9093  0.1606    -3.6007 -8.7211
     34  -8.8395  0.1720    -5.7290 -8.6900
     35  -8.8398  0.1715    -5.7824 -8.6902
     36  -8.8397  0.1714    -5.8101 -8.6902
     37  -8.8401  0.1710    -5.8603 -8.6904
     38  -8.8563  0.1692    -5.3522 -8.6952
     39  -8.8562  0.1690    -5.3865 -8.6952
     40  -8.8565  0.1685    -5.4276 -8.6954
     41  -8.8564  0.1684    -5.4474 -8.6954

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1028  0.0583     0.0081  0.1900
      1   0.1021  0.0585     0.0076  0.1898
      2   0.1039  0.0578     0.0096  0.1901
      3   0.1062  0.0572     0.0112  0.1905
      4   0.1125  0.0555     0.0158  0.1914
      5   0.1186  0.0536     0.0214  0.1923
      6   0.1217  0.0516     0.0284  0.1926
      7   0.1165  0.0526     0.0242  0.1915
      8   0.1211  0.0504     0.0313  0.1921
      9   0.1232  0.0491     0.0360  0.1923
     10   0.1276  0.0474     0.0420  0.1929
     11   0.1302  0.0460     0.0466  0.1932
     12   0.1324  0.0448     0.0506  0.1934
     13   0.1332  0.0442     0.0525  0.1935
     14   0.1367  0.0431     0.0568  0.1940
     15   0.1392  0.0429     0.0580  0.1946
     16   0.1417  0.0417     0.0622  0.1948
     17   0.1439  0.0406     0.0657  0.1951
     18   0.1451  0.0399     0.0682  0.1952
     19   0.1457  0.0395     0.0697  0.1952
     20   0.1462  0.0391     0.0709  0.1953
     21   0.1471  0.0385     0.0728  0.1954
     22   0.1474  0.0383     0.0735  0.1954
     23   0.1476  0.0381     0.0741  0.1954
     24   0.1478  0.0379     0.0748  0.1954
     25   0.1481  0.0377     0.0754  0.1954
     26   0.1485  0.0374     0.0763  0.1955
     27   0.1488  0.0372     0.0771  0.1955
     28   0.1496  0.0367     0.0784  0.1955
     29   0.1499  0.0365     0.0792  0.1956
     30   0.1502  0.0363     0.0799  0.1956
     31   0.1515  0.0357     0.0820  0.1957
     32   0.1516  0.0356     0.0824  0.1958
     33   0.1522  0.0353     0.0835  0.1958
     34   0.1438  0.0370     0.0752  0.1940
     35   0.1446  0.0367     0.0764  0.1942
     36   0.1448  0.0366     0.0768  0.1942
     37   0.1455  0.0363     0.0778  0.1943
     38   0.1466  0.0360     0.0790  0.1945
     39   0.1469  0.0358     0.0796  0.1945
     40   0.1475  0.0355     0.0807  0.1946
     41   0.1476  0.0354     0.0810  0.1946

