trialNum, leftMoney, leftTime, rightMoney, rightTime
5.0, 400, 0.0, 800, 52
6.0, 600, 0.0, 800, 52
7.0, 500, 0.0, 800, 52
8.0, 550, 0.0, 800, 52
9.0, 525, 0.0, 800, 52
10.0, 537, 0.0, 800, 52
11.0, 800, 1.0, 400, 0
12.0, 800, 1.0, 600, 0
13.0, 800, 1.0, 700, 0
14.0, 800, 1.0, 750, 0
15.0, 800, 1.0, 775, 0
16.0, 800, 1.0, 787, 0
17.0, 400, 0.0, 800, 4
18.0, 600, 0.0, 800, 4
19.0, 700, 0.0, 800, 4
20.0, 750, 0.0, 800, 4
21.0, 775, 0.0, 800, 4
22.0, 762, 0.0, 800, 4
23.0, 400, 0.0, 800, 26
24.0, 600, 0.0, 800, 26
25.0, 700, 0.0, 800, 26
26.0, 750, 0.0, 800, 26
27.0, 725, 0.0, 800, 26
28.0, 737, 0.0, 800, 26
29.0, 400, 0.0, 800, 156
30.0, 200, 0.0, 800, 156
31.0, 300, 0.0, 800, 156
32.0, 350, 0.0, 800, 156
33.0, 375, 0.0, 800, 156
34.0, 362, 0.0, 800, 156
35.0, 800, 2.0, 400, 0
36.0, 800, 2.0, 200, 0
37.0, 800, 2.0, 300, 0
38.0, 800, 2.0, 350, 0
39.0, 800, 2.0, 375, 0
40.0, 800, 2.0, 387, 0
41.0, 400, 0.0, 800, 520
42.0, 200, 0.0, 800, 520
43.0, 100, 0.0, 800, 520
44.0, 50, 0.0, 800, 520
45.0, 25, 0.0, 800, 520
46.0, 12, 0.0, 800, 520
