Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.9653  1.9571    -9.1489 -3.0476
      1  -4.3552  1.0795    -6.0801 -2.8776
      2  -5.0944  0.6867    -6.1467 -4.2861
      3  -4.6640  0.4837    -5.3367 -4.2437
      4  -4.9477  0.3832    -5.5023 -4.6821
      5  -4.7936  0.3339    -5.2533 -4.5774
      6  -4.7947  0.2615    -5.2410 -4.6073
      7  -4.7627  0.2007    -5.0587 -4.5996
      8  -4.7555  0.1643    -5.0533 -4.6019
      9  -4.7525  0.1431    -5.0512 -4.6030
     10  -4.7523  0.1300    -5.0507 -4.6061
     11  -4.7519  0.1229    -5.0503 -4.6070
     12  -4.7548  0.1090    -5.0503 -4.6179
     13  -4.7566  0.1016    -5.0504 -4.6252
     14  -4.7567  0.1000    -5.0503 -4.6264
     15  -4.7577  0.0966    -5.0503 -4.6308
     16  -4.7591  0.0929    -5.0504 -4.6374
     17  -4.7602  0.0902    -5.0504 -4.6427
     18  -4.7602  0.0899    -5.0504 -4.6431
     19  -4.7606  0.0889    -5.0504 -4.6452
     20  -4.7607  0.0887    -5.0504 -4.6457
     21  -4.7611  0.0877    -5.0504 -4.6479
     22  -4.7612  0.0876    -5.0504 -4.6482
     23  -4.7613  0.0875    -5.0504 -4.6487
     24  -4.7619  0.0861    -5.0504 -4.6520
     25  -4.7619  0.0860    -5.0504 -4.6522
     26  -4.7616  0.0865    -5.0504 -4.6504
     27  -4.7616  0.0865    -5.0504 -4.6503
     28  -4.7618  0.0859    -5.0504 -4.6517
     29  -4.7623  0.0849    -5.0504 -4.6543
     30  -4.7623  0.0850    -5.0504 -4.6540
     31  -4.7625  0.0845    -5.0504 -4.6552
     32  -4.7627  0.0841    -5.0504 -4.6563
     33  -4.7629  0.0835    -5.0504 -4.6577
     34  -4.7630  0.0835    -5.0505 -4.6580
     35  -4.7630  0.0834    -5.0505 -4.6582
     36  -4.7627  0.0839    -5.0504 -4.6564
     37  -4.7629  0.0835    -5.0504 -4.6573
     38  -4.7631  0.0831    -5.0505 -4.6585
     39  -4.7628  0.0835    -5.0504 -4.6568
     40  -4.7631  0.0829    -5.0504 -4.6584
     41  -4.7631  0.0829    -5.0505 -4.6585

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1019  0.0587     0.0070  0.1898
      1   0.1020  0.0585     0.0074  0.1898
      2   0.1021  0.0585     0.0075  0.1898
      3   0.1031  0.0581     0.0088  0.1900
      4   0.1032  0.0580     0.0090  0.1900
      5   0.1032  0.0573     0.0100  0.1897
      6   0.1052  0.0562     0.0140  0.1900
      7   0.1127  0.0545     0.0193  0.1912
      8   0.1165  0.0529     0.0239  0.1917
      9   0.1199  0.0515     0.0280  0.1921
     10   0.1211  0.0508     0.0302  0.1922
     11   0.1235  0.0499     0.0330  0.1925
     12   0.1241  0.0494     0.0348  0.1926
     13   0.1245  0.0491     0.0360  0.1926
     14   0.1250  0.0488     0.0370  0.1926
     15   0.1252  0.0485     0.0377  0.1927
     16   0.1256  0.0483     0.0388  0.1927
     17   0.1259  0.0480     0.0397  0.1927
     18   0.1267  0.0476     0.0411  0.1928
     19   0.1268  0.0475     0.0414  0.1928
     20   0.1271  0.0473     0.0421  0.1928
     21   0.1273  0.0472     0.0424  0.1928
     22   0.1279  0.0468     0.0435  0.1929
     23   0.1282  0.0466     0.0440  0.1929
     24   0.1284  0.0465     0.0446  0.1929
     25   0.1289  0.0462     0.0455  0.1930
     26   0.1304  0.0457     0.0471  0.1932
     27   0.1312  0.0453     0.0482  0.1933
     28   0.1313  0.0453     0.0485  0.1933
     29   0.1314  0.0451     0.0489  0.1933
     30   0.1321  0.0448     0.0499  0.1934
     31   0.1322  0.0448     0.0500  0.1934
     32   0.1322  0.0447     0.0502  0.1934
     33   0.1323  0.0446     0.0505  0.1934
     34   0.1326  0.0445     0.0509  0.1934
     35   0.1328  0.0444     0.0514  0.1934
     36   0.1339  0.0440     0.0525  0.1936
     37   0.1340  0.0439     0.0527  0.1936
     38   0.1340  0.0439     0.0529  0.1936
     39   0.1351  0.0435     0.0541  0.1937
     40   0.1352  0.0434     0.0544  0.1937
     41   0.1355  0.0433     0.0549  0.1938

