Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.1385  2.2367    -9.0356 -2.4109
      1  -4.7860  2.2521    -8.9593 -2.3797
      2  -4.3676  2.1982    -8.8268 -2.3600
      3  -3.9616  2.0651    -8.6145 -2.3486
      4  -3.4164  1.6981    -7.8586 -2.3396
      5  -3.0136  1.4006    -6.8784 -2.3315
      6  -2.7667  1.1413    -5.3581 -2.3267
      7  -2.6060  0.9083    -3.5797 -2.3237
      8  -2.5004  0.7250    -3.0833 -2.3214
      9  -2.4300  0.5735    -2.8490 -2.3198
     10  -2.3830  0.4580    -2.7888 -2.3185
     11  -2.3526  0.3528    -2.7204 -2.3177
     12  -2.3332  0.2689    -2.6258 -2.3173
     13  -2.3232  0.1975    -2.5781 -2.3171
     14  -2.3151  0.1492    -2.5732 -2.3168
     15  -2.3116  0.1101    -2.5718 -2.3168
     16  -2.3087  0.0824    -2.5699 -2.3167
     17  -2.3060  0.0618    -2.5678 -2.3165
     18  -2.3051  0.0465    -2.5671 -2.3165
     19  -2.3038  0.0474    -2.5659 -2.3164
     20  -2.3033  0.0351    -2.5656 -2.3164
     21  -2.3031  0.0256    -2.5654 -2.3164
     22  -2.3029  0.0190    -2.5653 -2.3164
     23  -2.3028  0.0140    -2.5652 -2.3164
     24  -2.3027  0.0109    -2.5652 -2.3164
     25  -2.3027  0.0085    -2.5652 -2.3164
     26  -2.3027  0.0155    -2.5652 -2.3164
     27  -2.3027  0.0114    -2.5651 -2.3164
     28  -2.3026  0.0087    -2.5651 -2.3164
     29  -2.3027  0.0197    -2.5651 -2.3164
     30  -2.3031  0.0452    -2.5652 -2.3164
     31  -2.3029  0.0331    -2.5652 -2.3164
     32  -2.3041  0.0791    -2.5654 -2.3164
     33  -2.3034  0.0576    -2.5653 -2.3164
     34  -2.3031  0.0420    -2.5652 -2.3164
     35  -2.3029  0.0309    -2.5652 -2.3164
     36  -2.3039  0.0727    -2.5653 -2.3164
     37  -2.3033  0.0534    -2.5652 -2.3164
     38  -2.3066  0.1293    -2.5657 -2.3164
     39  -2.3048  0.0941    -2.5655 -2.3164
     40  -2.3038  0.0689    -2.5653 -2.3164
     41  -2.3033  0.0501    -2.5653 -2.3164

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0039  0.0103     0.0000  0.0195
      1   0.0062  0.0124     0.0000  0.0273
      2   0.0088  0.0141     0.0000  0.0339
      3   0.0114  0.0151     0.0000  0.0388
      4   0.0140  0.0161     0.0000  0.0432
      5   0.0173  0.0174     0.0000  0.0487
      6   0.0205  0.0184     0.0001  0.0536
      7   0.0235  0.0191     0.0001  0.0575
      8   0.0266  0.0198     0.0008  0.0616
      9   0.0296  0.0205     0.0019  0.0659
     10   0.0328  0.0213     0.0033  0.0702
     11   0.0355  0.0216     0.0054  0.0735
     12   0.0380  0.0219     0.0075  0.0761
     13   0.0392  0.0218     0.0086  0.0773
     14   0.0414  0.0220     0.0101  0.0799
     15   0.0423  0.0219     0.0112  0.0806
     16   0.0437  0.0219     0.0129  0.0819
     17   0.0456  0.0222     0.0144  0.0844
     18   0.0466  0.0221     0.0152  0.0853
     19   0.0438  0.0202     0.0146  0.0786
     20   0.0452  0.0203     0.0155  0.0803
     21   0.0458  0.0203     0.0161  0.0807
     22   0.0473  0.0204     0.0171  0.0823
     23   0.0480  0.0204     0.0179  0.0828
     24   0.0494  0.0205     0.0193  0.0846
     25   0.0508  0.0207     0.0208  0.0863
     26   0.0382  0.0138     0.0153  0.0604
     27   0.0391  0.0138     0.0159  0.0611
     28   0.0400  0.0139     0.0166  0.0618
     29   0.0313  0.0103     0.0129  0.0468
     30   0.0251  0.0082     0.0087  0.0366
     31   0.0255  0.0082     0.0091  0.0371
     32   0.0204  0.0067     0.0072  0.0288
     33   0.0208  0.0066     0.0075  0.0293
     34   0.0211  0.0066     0.0077  0.0297
     35   0.0215  0.0065     0.0079  0.0301
     36   0.0176  0.0055     0.0055  0.0248
     37   0.0179  0.0055     0.0068  0.0251
     38   0.0145  0.0047     0.0022  0.0199
     39   0.0148  0.0046     0.0025  0.0199
     40   0.0151  0.0045     0.0030  0.0200
     41   0.0153  0.0045     0.0035  0.0201

