1,1,1,2,1,0.9229
1,2,2,1,1,0.40963
1,3,2,1,1,0.45401
1,4,2,0,1,0.35559
1,5,2,2,1,0.57432
1,6,2,2,1,0.33555
1,7,2,1,1,0.38728
1,8,1,0,1,0.46388
1,9,1,1,1,0.381
1,10,2,2,1,0.44657
1,11,2,2,1,0.55575
1,12,1,2,1,0.49155
1,13,2,1,1,0.46507
1,14,2,0,1,0.3444
1,15,2,0,1,0.42616
1,16,2,1,1,0.30321
1,17,1,0,1,0.47288
1,18,1,0,1,0.37494
1,19,1,2,1,0.45784
1,20,1,1,1,0.36674
1,21,1,1,1,0.34676
1,22,2,0,1,0.39662
1,23,2,1,1,0.33784
1,24,1,0,1,0.50091
1,25,1,2,1,0.44163
1,26,2,2,1,0.4954
1,27,1,2,1,0.55751
1,28,2,0,1,0.38198
1,29,2,2,1,0.43538
1,30,2,1,1,0.43235
1,31,1,2,1,0.46049
1,32,2,0,1,0.40892
1,33,1,2,0,0.42792
1,34,2,1,1,0.36764
1,35,2,0,1,0.37142
1,36,2,0,1,0.38616
1,37,2,0,1,0.41912
1,38,1,2,0,0.42351
1,39,1,1,1,0.5875
1,40,2,0,1,0.39557
1,41,2,2,1,0.52739
1,42,1,0,1,0.47976
1,43,1,1,1,0.4387
1,44,1,2,1,0.57829
1,45,2,0,1,0.4975
1,46,1,0,1,0.44891
1,47,2,0,1,0.47751
1,48,2,2,1,0.66791
1,49,1,1,1,0.45439
1,50,1,1,1,0.43658
1,51,2,2,1,0.53551
1,52,1,1,1,0.46408
1,53,1,0,1,0.41513
1,54,1,1,1,0.4818
1,55,2,2,1,0.56005
1,56,2,1,1,0.39972
1,57,2,1,1,0.41161
1,58,2,1,1,0.42467
1,59,1,2,1,0.48479
1,60,2,0,1,0.46514
1,61,2,0,1,0.43169
1,62,1,0,1,0.46145
1,63,2,2,1,0.48301
1,64,2,1,1,0.3676
1,65,1,1,1,0.46811
1,66,2,1,1,0.4173
1,67,1,2,1,0.37261
1,68,2,2,1,0.63217
1,69,1,1,1,0.35407
1,70,1,2,0,0.38147
1,71,1,0,1,0.46538
1,72,2,2,1,0.45506
1,73,2,2,1,0.49129
1,74,1,0,1,0.40235
1,75,2,1,1,0.46983
1,76,2,1,1,0.42827
1,77,2,1,1,0.49705
1,78,1,2,1,0.64791
1,79,2,1,1,0.44947
1,80,1,2,1,0.45523
1,81,1,2,1,0.37185
1,82,1,0,1,0.35804
1,83,1,1,1,0.44322
1,84,1,0,1,0.3918
1,85,1,1,1,0.53016
1,86,1,0,1,0.35501
1,87,1,0,1,0.3723
1,88,2,2,1,0.62499
1,89,2,2,1,0.51246
1,90,1,2,1,0.4405
1,91,2,2,1,0.3976
1,92,1,2,1,0.42571
1,93,1,1,1,0.43781
1,94,1,2,1,0.60983
1,95,1,0,1,0.38896
1,96,2,0,1,0.46383
1,97,1,0,1,0.43757
1,98,2,2,1,0.46647
1,99,2,2,1,0.48618
1,100,2,1,1,0.44386
1,101,2,2,1,0.39421
1,102,2,0,1,0.36577
