Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.7818  2.0621    -9.1306 -2.6891
      1  -4.1643  1.1707    -6.0521 -2.5148
      2  -3.2086  0.7183    -4.2089 -2.4078
      3  -3.5940  0.5325    -4.2559 -3.1527
      4  -3.3112  0.4504    -3.8335 -3.0632
      5  -3.1536  0.4315    -3.5635 -2.9291
      6  -3.1700  0.3293    -3.5567 -3.1371
      7  -3.1404  0.2415    -3.4011 -3.1368
      8  -3.1224  0.4082    -3.3996 -2.9126
      9  -3.1214  0.3036    -3.3982 -2.9658
     10  -3.1071  0.2464    -3.3946 -2.9522
     11  -3.1089  0.1861    -3.3943 -2.9819
     12  -3.1041  0.1506    -3.3932 -2.9768
     13  -3.1131  0.1148    -3.3935 -3.0427
     14  -3.1171  0.0909    -3.3937 -3.0997
     15  -3.1237  0.0675    -3.3940 -3.1369
     16  -3.1196  0.0702    -3.3935 -3.1330
     17  -3.1212  0.0608    -3.3936 -3.1348
     18  -3.1205  0.0585    -3.3935 -3.1343
     19  -3.1046  0.0856    -3.3926 -2.9963
     20  -3.1066  0.0812    -3.3927 -3.0079
     21  -3.1028  0.0854    -3.3924 -2.9881
     22  -3.1152  0.0659    -3.3932 -3.0892
     23  -3.1170  0.0621    -3.3933 -3.1180
     24  -3.0652  0.1186    -3.3897 -2.9127
     25  -3.0683  0.1164    -3.3899 -2.9156
     26  -2.9714  0.1367    -3.3750 -2.8790
     27  -3.0877  0.1014    -3.3914 -2.9423
     28  -3.0835  0.1050    -3.3911 -2.9346
     29  -3.1032  0.0840    -3.3924 -2.9899
     30  -3.0429  0.1292    -3.3875 -2.8983
     31  -3.0348  0.1319    -3.3866 -2.8946
     32  -3.1078  0.0775    -3.3927 -3.0163
     33  -3.0826  0.1056    -3.3910 -2.9333
     34  -3.0866  0.1020    -3.3913 -2.9402
     35  -3.0820  0.1060    -3.3910 -2.9323
     36  -3.0610  0.1205    -3.3893 -2.9093
     37  -3.0551  0.1236    -3.3887 -2.9051
     38  -2.9644  0.1351    -3.3729 -2.8780
     39  -3.0692  0.1155    -3.3900 -2.9165
     40  -3.0868  0.1018    -3.3913 -2.9405
     41  -3.0471  0.1273    -3.3879 -2.9004

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1046  0.0576     0.0094  0.1902
      1   0.1052  0.0574     0.0101  0.1902
      2   0.1062  0.0571     0.0106  0.1904
      3   0.1053  0.0572     0.0107  0.1902
      4   0.1057  0.0568     0.0117  0.1902
      5   0.1062  0.0571     0.0114  0.1905
      6   0.1155  0.0543     0.0192  0.1918
      7   0.1226  0.0514     0.0280  0.1926
      8   0.0889  0.0506     0.0110  0.1772
      9   0.0931  0.0490     0.0169  0.1784
     10   0.0985  0.0490     0.0209  0.1813
     11   0.1008  0.0479     0.0251  0.1819
     12   0.1047  0.0474     0.0286  0.1833
     13   0.1078  0.0462     0.0331  0.1841
     14   0.1095  0.0454     0.0360  0.1844
     15   0.1118  0.0446     0.0392  0.1850
     16   0.1147  0.0448     0.0406  0.1866
     17   0.1154  0.0444     0.0421  0.1867
     18   0.1183  0.0438     0.0448  0.1876
     19   0.1104  0.0438     0.0401  0.1836
     20   0.1110  0.0435     0.0415  0.1837
     21   0.1143  0.0435     0.0432  0.1853
     22   0.1170  0.0427     0.0464  0.1860
     23   0.1176  0.0424     0.0477  0.1861
     24   0.0942  0.0380     0.0375  0.1637
     25   0.0950  0.0378     0.0384  0.1641
     26   0.0814  0.0313     0.0351  0.1372
     27   0.0835  0.0332     0.0348  0.1433
     28   0.0855  0.0335     0.0358  0.1455
     29   0.0881  0.0334     0.0377  0.1479
     30   0.0749  0.0279     0.0332  0.1235
     31   0.0761  0.0281     0.0344  0.1252
     32   0.0816  0.0296     0.0363  0.1329
     33   0.0772  0.0285     0.0345  0.1269
     34   0.0779  0.0284     0.0352  0.1273
     35   0.0793  0.0287     0.0359  0.1292
     36   0.0788  0.0290     0.0356  0.1297
     37   0.0798  0.0293     0.0361  0.1311
     38   0.0677  0.0233     0.0328  0.1082
     39   0.0747  0.0265     0.0345  0.1201
     40   0.0769  0.0264     0.0360  0.1217
     41   0.0720  0.0252     0.0341  0.1155

