Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -6.3259  1.7530    -9.1853 -3.7350
      1  -7.7686  0.9859    -5.1389 -6.5174
      2  -8.4248  0.6913    -2.8746 -7.6966
      3  -7.9907  0.6008    -8.9262 -7.5562
      4  -7.7683  0.5507    -8.4533 -7.3396
      5  -7.4727  0.7131    -8.2947 -6.6641
      6  -7.0224  1.0093    -8.2904 -5.0613
      7  -7.2140  0.8283    -8.2863 -6.2127
      8  -6.8985  0.9760    -8.1458 -4.9999
      9  -6.9782  0.7942    -8.0491 -5.9736
     10  -7.0823  0.6537    -8.0356 -6.4895
     11  -6.8280  0.7825    -7.8710 -5.9209
     12  -6.8717  0.6463    -7.8057 -6.2033
     13  -6.9397  0.5454    -7.8025 -6.4631
     14  -6.9901  0.4746    -7.8060 -6.5755
     15  -6.9369  0.3948    -7.6013 -6.5673
     16  -6.8358  0.3689    -7.4709 -6.4958
     17  -6.8779  0.3242    -7.4836 -6.5924
     18  -6.8485  0.2788    -7.3929 -6.5841
     19  -6.7706  0.2673    -7.2620 -6.5138
     20  -6.7958  0.2353    -7.2648 -6.5800
     21  -6.7605  0.2090    -7.2372 -6.5567
     22  -6.7784  0.1891    -7.2409 -6.6270
     23  -6.7899  0.1750    -7.2429 -6.7133
     24  -6.7587  0.1533    -7.2114 -6.6682
     25  -6.7698  0.1443    -7.2170 -6.7271
     26  -6.7803  0.1396    -7.2231 -6.7327
     27  -6.7559  0.1187    -7.1846 -6.7306
     28  -6.7605  0.1145    -7.1886 -6.7338
     29  -6.7377  0.1150    -7.1394 -6.7241
     30  -6.7293  0.1029    -7.0834 -6.7215
     31  -6.7350  0.0954    -7.0925 -6.7285
     32  -6.7279  0.0847    -7.0064 -6.7278
     33  -6.7324  0.0787    -7.0218 -6.7317
     34  -6.7205  0.0828    -6.9956 -6.7244
     35  -6.6882  0.1189    -6.9921 -6.5344
     36  -6.7022  0.1045    -6.9932 -6.5758
     37  -6.7098  0.0943    -6.9936 -6.6194
     38  -6.7166  0.0847    -6.9941 -6.6896
     39  -6.7170  0.0829    -6.9940 -6.6983
     40  -6.7174  0.0813    -6.9939 -6.7080
     41  -6.7178  0.0799    -6.9937 -6.7174

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1020  0.0587     0.0069  0.1899
      1   0.1019  0.0587     0.0070  0.1898
      2   0.1033  0.0579     0.0088  0.1900
      3   0.0984  0.0589     0.0062  0.1890
      4   0.0989  0.0592     0.0054  0.1890
      5   0.0676  0.0534     0.0004  0.1702
      6   0.0243  0.0224     0.0000  0.0653
      7   0.0289  0.0235     0.0001  0.0713
      8   0.0184  0.0146     0.0000  0.0426
      9   0.0196  0.0143     0.0001  0.0435
     10   0.0218  0.0144     0.0004  0.0458
     11   0.0158  0.0106     0.0001  0.0326
     12   0.0165  0.0103     0.0003  0.0329
     13   0.0178  0.0104     0.0008  0.0339
     14   0.0190  0.0105     0.0014  0.0350
     15   0.0205  0.0107     0.0020  0.0371
     16   0.0203  0.0105     0.0019  0.0367
     17   0.0217  0.0107     0.0027  0.0384
     18   0.0229  0.0108     0.0036  0.0396
     19   0.0225  0.0107     0.0034  0.0392
     20   0.0237  0.0108     0.0047  0.0403
     21   0.0249  0.0111     0.0058  0.0417
     22   0.0261  0.0113     0.0073  0.0436
     23   0.0272  0.0113     0.0078  0.0449
     24   0.0285  0.0117     0.0083  0.0467
     25   0.0296  0.0118     0.0090  0.0478
     26   0.0307  0.0120     0.0097  0.0492
     27   0.0322  0.0123     0.0107  0.0515
     28   0.0332  0.0123     0.0118  0.0526
     29   0.0292  0.0108     0.0094  0.0457
     30   0.0301  0.0108     0.0103  0.0465
     31   0.0310  0.0108     0.0112  0.0472
     32   0.0319  0.0108     0.0125  0.0478
     33   0.0328  0.0108     0.0139  0.0485
     34   0.0305  0.0100     0.0117  0.0455
     35   0.0252  0.0084     0.0085  0.0372
     36   0.0260  0.0084     0.0091  0.0381
     37   0.0267  0.0084     0.0096  0.0387
     38   0.0273  0.0084     0.0103  0.0393
     39   0.0275  0.0084     0.0106  0.0394
     40   0.0276  0.0083     0.0109  0.0395
     41   0.0277  0.0083     0.0112  0.0395

