trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0  892 500.00  0.00 800.00 17.20  1
  1  737 410.00  0.00 800.00 520.00  1
  2 1151 640.00  0.00 800.00 520.00  1
  3 1277 710.00  0.00 800.00 520.00  0
  4 1223 680.00  0.00 800.00 520.00  0
  5 1151 640.00  0.00 800.00 520.00  0
  6 1061 590.00  0.00 800.00 520.00  0
  7  881 490.00  0.00 800.00 520.00  1
  8  989 550.00  0.00 800.00 520.00  0
  9   13  10.00  0.00 800.00 52.00  1
 10  755 420.00  0.00 800.00 520.00  1
 11  899 500.00  0.00 800.00 520.00  0
 12   12  10.00  0.00 800.00 26.00  1
 13  665 370.00  0.00 800.00 520.00  1
 14  719 400.00  0.00 800.00 520.00  1
 15 1133 630.00  0.00 800.00 520.00  0
 16  953 530.00  0.00 800.00 520.00  0
 17  773 430.00  0.00 800.00 520.00  1
 18 1097 610.00  0.00 800.00 520.00  0
 19  917 510.00  0.00 800.00 520.00  0
 20  737 410.00  0.00 800.00 520.00  1
 21  989 550.00  0.00 800.00 520.00  0
 22  989 550.00  0.00 800.00 260.00  1
 23  989 540.00  0.00 800.00 260.00  1
 24  971 540.00  0.00 800.00 520.00  0
 25  989 560.00  0.00 800.00 260.00  1
 26  989 570.00  0.00 800.00 260.00  1
 27  971 540.00  0.00 800.00 520.00  0
 28  989 550.00  0.00 800.00 260.00  1
 29  989 570.00  0.00 800.00 260.00  0
 30 1025 570.00  0.00 800.00 520.00  0
 31  755 420.00  0.00 800.00 520.00  1
 32 1007 560.00  0.00 800.00 520.00  0
 33  773 430.00  0.00 800.00 520.00  1
 34 1007 580.00  0.00 800.00 260.00  0
 35  755 420.00  0.00 800.00 520.00  0
 36  773 430.00  0.00 800.00 520.00  1
 37  737 410.00  0.00 800.00 520.00  1
 38  755 420.00  0.00 800.00 520.00  1
 39  755 410.00  0.00 800.00 260.00  1
 40  755 420.00  0.00 800.00 260.00  1
 41  755 420.00  0.00 800.00 260.00  1
