trialNum, leftMoney, leftTime, rightMoney, rightTime
5.0, 400, 0.0, 800, 520
6.0, 200, 0.0, 800, 520
7.0, 300, 0.0, 800, 520
8.0, 350, 0.0, 800, 520
9.0, 375, 0.0, 800, 520
10.0, 387, 0.0, 800, 520
11.0, 400, 0.0, 800, 2
12.0, 600, 0.0, 800, 2
13.0, 700, 0.0, 800, 2
14.0, 650, 0.0, 800, 2
15.0, 675, 0.0, 800, 2
16.0, 687, 0.0, 800, 2
17.0, 800, 52.0, 400, 0
18.0, 800, 52.0, 600, 0
19.0, 800, 52.0, 700, 0
20.0, 800, 52.0, 750, 0
21.0, 800, 52.0, 725, 0
22.0, 800, 52.0, 737, 0
23.0, 400, 0.0, 800, 156
24.0, 600, 0.0, 800, 156
25.0, 700, 0.0, 800, 156
26.0, 750, 0.0, 800, 156
27.0, 725, 0.0, 800, 156
28.0, 712, 0.0, 800, 156
29.0, 800, 26.0, 400, 0
30.0, 800, 26.0, 600, 0
31.0, 800, 26.0, 700, 0
32.0, 800, 26.0, 750, 0
33.0, 800, 26.0, 725, 0
34.0, 800, 26.0, 737, 0
35.0, 800, 1.0, 400, 0
36.0, 800, 1.0, 600, 0
37.0, 800, 1.0, 700, 0
38.0, 800, 1.0, 750, 0
39.0, 800, 1.0, 725, 0
40.0, 800, 1.0, 737, 0
41.0, 800, 4.0, 400, 0
42.0, 800, 4.0, 600, 0
43.0, 800, 4.0, 700, 0
44.0, 800, 4.0, 750, 0
45.0, 800, 4.0, 775, 0
46.0, 800, 4.0, 762, 0
