Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.7583  2.0717    -9.1277 -2.6632
      1  -4.0156  1.1203    -5.7962 -2.4851
      2  -4.8288  0.7068    -5.8718 -4.0145
      3  -4.3869  0.4946    -5.0545 -3.9701
      4  -4.1127  0.4170    -4.6542 -3.8074
      5  -3.9494  0.4085    -4.4125 -3.6421
      6  -3.9920  0.2914    -4.4120 -3.9643
      7  -3.9814  0.2242    -4.3865 -3.9649
      8  -3.9833  0.1725    -4.3813 -3.9676
      9  -3.9795  0.1420    -4.3683 -3.9679
     10  -3.9779  0.1243    -4.3621 -3.9680
     11  -3.9768  0.1133    -4.3560 -3.9682
     12  -3.9761  0.1070    -4.3520 -3.9683
     13  -3.9791  0.0951    -4.3521 -3.9704
     14  -3.9803  0.0901    -4.3518 -3.9715
     15  -3.9800  0.0885    -4.3495 -3.9715
     16  -3.9793  0.0864    -4.3443 -3.9715
     17  -3.9787  0.0849    -4.3398 -3.9715
     18  -3.9785  0.0844    -4.3384 -3.9715
     19  -3.9783  0.0838    -4.3367 -3.9716
     20  -3.9782  0.0834    -4.3355 -3.9716
     21  -3.9779  0.0827    -4.3329 -3.9716
     22  -3.9788  0.0807    -4.3332 -3.9724
     23  -3.9787  0.0804    -4.3319 -3.9724
     24  -3.9785  0.0801    -4.3307 -3.9724
     25  -3.9784  0.0798    -4.3295 -3.9724
     26  -3.9790  0.0786    -4.3297 -3.9730
     27  -3.9794  0.0777    -4.3299 -3.9734
     28  -3.9798  0.0771    -4.3300 -3.9737
     29  -3.9798  0.0769    -4.3299 -3.9738
     30  -3.9796  0.0765    -4.3280 -3.9738
     31  -3.9797  0.0762    -4.3279 -3.9739
     32  -3.9798  0.0761    -4.3279 -3.9740
     33  -3.9798  0.0760    -4.3278 -3.9740
     34  -3.9799  0.0758    -4.3278 -3.9741
     35  -3.9796  0.0753    -4.3253 -3.9741
     36  -3.9795  0.0751    -4.3246 -3.9741
     37  -3.9794  0.0750    -4.3238 -3.9741
     38  -3.9795  0.0747    -4.3238 -3.9742
     39  -3.9796  0.0747    -4.3237 -3.9742
     40  -3.9794  0.0745    -4.3226 -3.9742
     41  -3.9796  0.0742    -4.3226 -3.9744

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1020  0.0586     0.0073  0.1899
      1   0.1019  0.0586     0.0073  0.1898
      2   0.1019  0.0587     0.0069  0.1899
      3   0.1036  0.0583     0.0084  0.1902
      4   0.1029  0.0584     0.0082  0.1900
      5   0.1018  0.0593     0.0070  0.1901
      6   0.1132  0.0557     0.0149  0.1916
      7   0.1148  0.0546     0.0187  0.1917
      8   0.1164  0.0535     0.0226  0.1918
      9   0.1172  0.0529     0.0247  0.1919
     10   0.1177  0.0525     0.0258  0.1919
     11   0.1181  0.0522     0.0270  0.1920
     12   0.1185  0.0520     0.0278  0.1920
     13   0.1197  0.0512     0.0303  0.1921
     14   0.1204  0.0507     0.0320  0.1922
     15   0.1206  0.0506     0.0324  0.1922
     16   0.1209  0.0503     0.0332  0.1922
     17   0.1212  0.0501     0.0339  0.1922
     18   0.1213  0.0501     0.0342  0.1922
     19   0.1215  0.0500     0.0345  0.1922
     20   0.1216  0.0499     0.0348  0.1923
     21   0.1217  0.0498     0.0351  0.1923
     22   0.1224  0.0494     0.0363  0.1923
     23   0.1224  0.0493     0.0366  0.1923
     24   0.1225  0.0493     0.0368  0.1923
     25   0.1226  0.0492     0.0370  0.1923
     26   0.1231  0.0489     0.0379  0.1924
     27   0.1235  0.0486     0.0388  0.1924
     28   0.1239  0.0484     0.0396  0.1925
     29   0.1240  0.0483     0.0399  0.1925
     30   0.1241  0.0482     0.0401  0.1925
     31   0.1243  0.0481     0.0405  0.1925
     32   0.1244  0.0481     0.0408  0.1925
     33   0.1245  0.0480     0.0410  0.1925
     34   0.1246  0.0479     0.0413  0.1925
     35   0.1247  0.0478     0.0416  0.1925
     36   0.1248  0.0478     0.0417  0.1925
     37   0.1248  0.0478     0.0418  0.1925
     38   0.1250  0.0476     0.0422  0.1926
     39   0.1251  0.0476     0.0423  0.1926
     40   0.1251  0.0476     0.0424  0.1926
     41   0.1254  0.0474     0.0429  0.1926

