trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0  587 330.00  0.00 800.00 21.50  1
  1  647 360.00  0.00 800.00 520.00  1
  2 1097 610.00  0.00 800.00 520.00  0
  3  845 470.00  0.00 800.00 520.00  1
  4  935 520.00  0.00 800.00 520.00  1
  5 1025 570.00  0.00 800.00 520.00  1
  6 1115 620.00  0.00 800.00 520.00  1
  7 1205 670.00  0.00 800.00 520.00  0
  8 1097 610.00  0.00 800.00 520.00  0
  9 1097 590.00  0.00 800.00 260.00  1
 10 1097 590.00  0.00 800.00 260.00  1
 11 1097 630.00  0.00 800.00 260.00  1
 12 1097 590.00  0.00 800.00 260.00  1
 13 1097 590.00  0.00 800.00 260.00  1
 14 1097 620.00  0.00 800.00 260.00  1
 15 1097 630.00  0.00 800.00 260.00  1
 16 1097 590.00  0.00 800.00 260.00  1
 17 1097 620.00  0.00 800.00 260.00  1
 18 1097 600.00  0.00 800.00 260.00  1
 19 1097 610.00  0.00 800.00 260.00  1
 20 1097 590.00  0.00 800.00 260.00  1
 21 1097 590.00  0.00 800.00 260.00  1
 22 1097 610.00  0.00 800.00 260.00  1
 23 1097 620.00  0.00 800.00 260.00  1
 24 1097 630.00  0.00 800.00 260.00  0
 25 1133 630.00  0.00 800.00 520.00  0
 26 1133 630.00  0.00 800.00 260.00  1
 27 1115 620.00  0.00 800.00 520.00  0
 28 1115 610.00  0.00 800.00 260.00  1
 29 1133 630.00  0.00 800.00 520.00  0
 30 1133 650.00  0.00 800.00 260.00  1
 31 1115 620.00  0.00 800.00 520.00  0
 32 1133 610.00  0.00 800.00 260.00  1
 33 1133 620.00  0.00 800.00 260.00  1
 34 1133 620.00  0.00 800.00 260.00  1
 35 1133 640.00  0.00 800.00 260.00  1
 36 1115 620.00  0.00 800.00 520.00  0
 37  989 550.00  0.00 800.00 520.00  0
 38  989 550.00  0.00 800.00 260.00  1
 39  989 570.00  0.00 800.00 260.00  1
 40 1007 560.00  0.00 800.00 520.00  0
 41 1007 570.00  0.00 800.00 260.00  1
