Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.7567  2.0723    -9.1275 -2.6619
      1  -4.0148  1.1211    -5.7966 -2.4845
      2  -3.1957  0.7225    -4.2118 -2.4009
      3  -2.7767  0.5498    -3.4044 -2.3584
      4  -2.5119  0.4920    -2.9966 -2.3310
      5  -2.3807  0.4829    -2.7669 -2.3180
      6  -2.3387  0.3622    -2.5742 -2.3169
      7  -2.3202  0.2627    -2.5687 -2.3166
      8  -2.8554  1.3939    -6.8382 -2.3242
      9  -2.6429  1.0568    -4.6707 -2.3228
     10  -2.5228  0.7826    -3.1010 -2.3220
     11  -2.4484  0.6077    -2.8482 -2.3206
     12  -2.3984  0.4902    -2.8061 -2.3191
     13  -2.3643  0.3829    -2.7570 -2.3182
     14  -2.3428  0.2911    -2.7042 -2.3177
     15  -2.3264  0.2280    -2.5788 -2.3171
     16  -2.3188  0.1685    -2.5759 -2.3170
     17  -2.3614  0.3268    -2.7671 -2.3186
     18  -2.3395  0.2709    -2.6956 -2.3176
     19  -2.3290  0.2056    -2.6538 -2.3174
     20  -2.3201  0.1601    -2.5780 -2.3171
     21  -2.3148  0.1230    -2.5746 -2.3169
     22  -2.3104  0.0950    -2.5712 -2.3167
     23  -2.3061  0.0790    -2.5674 -2.3165
     24  -2.3049  0.0590    -2.5668 -2.3165
     25  -2.3045  0.0441    -2.5666 -2.3165
     26  -2.3038  0.0335    -2.5661 -2.3165
     27  -2.3035  0.0256    -2.5658 -2.3164
     28  -2.3033  0.0204    -2.5658 -2.3164
     29  -2.3030  0.0155    -2.5655 -2.3164
     30  -2.3029  0.0121    -2.5654 -2.3164
     31  -2.3029  0.0108    -2.5654 -2.3164
     32  -2.3028  0.0085    -2.5653 -2.3164
     33  -2.3027  0.0066    -2.5652 -2.3164
     34  -2.3027  0.0058    -2.5652 -2.3164
     35  -2.3026  0.0035    -2.5651 -2.3164
     36  -2.3026  0.0057    -2.5651 -2.3164
     37  -2.3026  0.0043    -2.5651 -2.3164
     38  -2.3026  0.0033    -2.5651 -2.3164
     39  -2.3026  0.0025    -2.5651 -2.3164
     40  -2.3026  0.0052    -2.5651 -2.3164
     41  -2.3026  0.0039    -2.5651 -2.3164

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1019  0.0586     0.0071  0.1898
      1   0.1018  0.0587     0.0070  0.1898
      2   0.1023  0.0584     0.0079  0.1899
      3   0.1035  0.0579     0.0095  0.1901
      4   0.1045  0.0575     0.0105  0.1902
      5   0.1070  0.0569     0.0118  0.1906
      6   0.1164  0.0538     0.0206  0.1918
      7   0.1219  0.0511     0.0295  0.1924
      8   0.0233  0.0190     0.0000  0.0558
      9   0.0251  0.0185     0.0001  0.0570
     10   0.0261  0.0182     0.0005  0.0577
     11   0.0286  0.0184     0.0017  0.0602
     12   0.0314  0.0188     0.0031  0.0633
     13   0.0338  0.0190     0.0051  0.0661
     14   0.0358  0.0190     0.0074  0.0679
     15   0.0381  0.0192     0.0087  0.0705
     16   0.0393  0.0191     0.0100  0.0716
     17   0.0275  0.0136     0.0052  0.0487
     18   0.0285  0.0132     0.0070  0.0491
     19   0.0296  0.0131     0.0078  0.0503
     20   0.0308  0.0131     0.0086  0.0515
     21   0.0319  0.0130     0.0095  0.0525
     22   0.0330  0.0130     0.0105  0.0535
     23   0.0340  0.0131     0.0113  0.0544
     24   0.0349  0.0131     0.0126  0.0550
     25   0.0351  0.0130     0.0134  0.0551
     26   0.0360  0.0130     0.0143  0.0562
     27   0.0368  0.0130     0.0148  0.0571
     28   0.0371  0.0129     0.0152  0.0574
     29   0.0381  0.0129     0.0158  0.0585
     30   0.0389  0.0129     0.0164  0.0593
     31   0.0396  0.0129     0.0171  0.0600
     32   0.0404  0.0129     0.0179  0.0606
     33   0.0411  0.0129     0.0189  0.0613
     34   0.0418  0.0130     0.0199  0.0618
     35   0.0422  0.0131     0.0203  0.0624
     36   0.0349  0.0104     0.0157  0.0504
     37   0.0355  0.0104     0.0161  0.0510
     38   0.0360  0.0104     0.0166  0.0516
     39   0.0366  0.0104     0.0172  0.0522
     40   0.0309  0.0086     0.0145  0.0429
     41   0.0313  0.0086     0.0148  0.0434

