Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -6.7024  1.5557    -8.7414 -4.4466
      1  -5.3539  0.8676    -6.6700 -4.2716
      2  -6.0443  0.5751    -6.8141 -5.6197
      3  -5.7533  0.4669    -6.3443 -5.4263
      4  -5.9152  0.4137    -6.4200 -5.7166
      5  -5.9242  0.3239    -6.4041 -5.7798
      6  -5.9284  0.2661    -6.3941 -5.8286
      7  -5.9306  0.2295    -6.3874 -5.8723
      8  -5.9321  0.2060    -6.3825 -5.8962
      9  -5.9321  0.1919    -6.3788 -5.8973
     10  -5.9317  0.1831    -6.3760 -5.8979
     11  -5.9312  0.1773    -6.3737 -5.8983
     12  -5.9308  0.1731    -6.3717 -5.8986
     13  -5.9307  0.1688    -6.3696 -5.8995
     14  -5.9306  0.1651    -6.3678 -5.9002
     15  -5.9302  0.1624    -6.3662 -5.9004
     16  -5.9299  0.1597    -6.3647 -5.9008
     17  -5.9301  0.1565    -6.3633 -5.9016
     18  -5.9302  0.1535    -6.3619 -5.9023
     19  -5.9300  0.1511    -6.3606 -5.9027
     20  -5.9297  0.1493    -6.3596 -5.9028
     21  -5.9294  0.1474    -6.3585 -5.9030
     22  -5.9291  0.1459    -6.3577 -5.9030
     23  -5.9290  0.1439    -6.3567 -5.9033
     24  -5.9287  0.1426    -6.3560 -5.9033
     25  -5.9285  0.1413    -6.3553 -5.9034
     26  -5.9283  0.1398    -6.3545 -5.9035
     27  -5.9284  0.1380    -6.3537 -5.9039
     28  -5.9284  0.1362    -6.3529 -5.9043
     29  -5.9282  0.1351    -6.3523 -5.9044
     30  -5.9281  0.1337    -6.3516 -5.9045
     31  -5.9280  0.1326    -6.3510 -5.9046
     32  -5.9279  0.1314    -6.3504 -5.9047
     33  -5.9278  0.1302    -6.3498 -5.9049
     34  -5.9277  0.1291    -6.3492 -5.9050
     35  -5.9276  0.1283    -6.3488 -5.9050
     36  -5.9274  0.1276    -6.3484 -5.9050
     37  -5.9273  0.1269    -6.3479 -5.9051
     38  -5.9272  0.1262    -6.3475 -5.9051
     39  -5.9271  0.1256    -6.3471 -5.9051
     40  -5.9270  0.1249    -6.3467 -5.9051
     41  -5.9268  0.1243    -6.3464 -5.9051

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1008  0.0592     0.0054  0.1898
      1   0.1002  0.0596     0.0047  0.1897
      2   0.1006  0.0599     0.0039  0.1899
      3   0.1010  0.0594     0.0046  0.1898
      4   0.1018  0.0587     0.0053  0.1897
      5   0.1050  0.0570     0.0108  0.1901
      6   0.1074  0.0557     0.0152  0.1904
      7   0.1093  0.0547     0.0184  0.1906
      8   0.1110  0.0539     0.0211  0.1908
      9   0.1119  0.0534     0.0227  0.1908
     10   0.1125  0.0531     0.0238  0.1909
     11   0.1129  0.0528     0.0247  0.1909
     12   0.1133  0.0526     0.0255  0.1910
     13   0.1140  0.0523     0.0266  0.1911
     14   0.1145  0.0520     0.0276  0.1911
     15   0.1149  0.0518     0.0282  0.1912
     16   0.1152  0.0516     0.0288  0.1912
     17   0.1158  0.0513     0.0296  0.1913
     18   0.1164  0.0511     0.0304  0.1913
     19   0.1168  0.0509     0.0310  0.1914
     20   0.1169  0.0508     0.0314  0.1914
     21   0.1172  0.0506     0.0318  0.1914
     22   0.1173  0.0505     0.0321  0.1914
     23   0.1176  0.0504     0.0327  0.1915
     24   0.1177  0.0503     0.0329  0.1915
     25   0.1179  0.0502     0.0332  0.1915
     26   0.1181  0.0501     0.0336  0.1915
     27   0.1184  0.0500     0.0341  0.1915
     28   0.1187  0.0498     0.0347  0.1916
     29   0.1189  0.0497     0.0349  0.1916
     30   0.1191  0.0496     0.0352  0.1916
     31   0.1192  0.0495     0.0355  0.1916
     32   0.1194  0.0494     0.0358  0.1917
     33   0.1196  0.0493     0.0361  0.1917
     34   0.1198  0.0492     0.0364  0.1917
     35   0.1199  0.0492     0.0365  0.1917
     36   0.1199  0.0492     0.0367  0.1917
     37   0.1200  0.0491     0.0369  0.1917
     38   0.1201  0.0491     0.0370  0.1917
     39   0.1202  0.0490     0.0371  0.1917
     40   0.1203  0.0490     0.0373  0.1917
     41   0.1203  0.0489     0.0375  0.1917

