Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.7574  2.0720    -9.1276 -2.6625
      1  -7.5062  1.1120    -6.0430 -6.0021
      2  -6.5921  0.6825    -7.6284 -5.9118
      3  -6.1498  0.5066    -6.8307 -5.7357
      4  -5.9780  0.4453    -6.4669 -5.6464
      5  -6.1593  0.3463    -6.6175 -5.9874
      6  -6.1375  0.2761    -6.4414 -5.9963
      7  -6.1684  0.1814    -6.4415 -6.1773
      8  -6.2294  0.4182    -6.7131 -6.1714
      9  -6.1794  0.3371    -6.6279 -6.1717
     10  -6.1911  0.2513    -6.6148 -6.1781
     11  -6.1952  0.1939    -6.6062 -6.1807
     12  -6.1974  0.1557    -6.5998 -6.1826
     13  -6.1981  0.1315    -6.5952 -6.1836
     14  -6.1983  0.1165    -6.5917 -6.1842
     15  -6.1983  0.1074    -6.5889 -6.1846
     16  -6.1981  0.1018    -6.5865 -6.1848
     17  -6.1979  0.0981    -6.5842 -6.1851
     18  -6.1977  0.0956    -6.5823 -6.1852
     19  -6.1975  0.0932    -6.5802 -6.1855
     20  -6.1973  0.0915    -6.5783 -6.1856
     21  -6.1971  0.0902    -6.5768 -6.1857
     22  -6.1968  0.0890    -6.5751 -6.1857
     23  -6.1966  0.0878    -6.5736 -6.1858
     24  -6.1964  0.0871    -6.5725 -6.1858
     25  -6.1963  0.0864    -6.5713 -6.1859
     26  -6.1961  0.0857    -6.5702 -6.1859
     27  -6.1959  0.0850    -6.5691 -6.1859
     28  -6.1957  0.0844    -6.5680 -6.1859
     29  -6.1956  0.0838    -6.5670 -6.1859
     30  -6.1954  0.0833    -6.5660 -6.1859
     31  -6.1953  0.0828    -6.5651 -6.1859
     32  -6.1952  0.0824    -6.5643 -6.1859
     33  -6.1950  0.0819    -6.5634 -6.1860
     34  -6.1949  0.0815    -6.5625 -6.1860
     35  -6.1948  0.0812    -6.5618 -6.1860
     36  -6.1947  0.0809    -6.5612 -6.1860
     37  -6.1946  0.0805    -6.5604 -6.1860
     38  -6.1945  0.0802    -6.5597 -6.1860
     39  -6.1944  0.0799    -6.5590 -6.1860
     40  -6.1943  0.0796    -6.5583 -6.1860
     41  -6.1942  0.0794    -6.5578 -6.1860

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1019  0.0586     0.0071  0.1898
      1   0.1020  0.0586     0.0072  0.1899
      2   0.1005  0.0592     0.0058  0.1897
      3   0.1007  0.0590     0.0056  0.1897
      4   0.1030  0.0585     0.0067  0.1901
      5   0.1063  0.0577     0.0090  0.1906
      6   0.1141  0.0553     0.0155  0.1917
      7   0.1223  0.0517     0.0270  0.1926
      8   0.0634  0.0418     0.0034  0.1416
      9   0.0713  0.0428     0.0071  0.1499
     10   0.0743  0.0418     0.0122  0.1514
     11   0.0756  0.0412     0.0153  0.1520
     12   0.0771  0.0407     0.0177  0.1528
     13   0.0779  0.0404     0.0195  0.1532
     14   0.0786  0.0401     0.0209  0.1535
     15   0.0791  0.0400     0.0217  0.1538
     16   0.0795  0.0398     0.0224  0.1540
     17   0.0799  0.0396     0.0231  0.1542
     18   0.0802  0.0395     0.0237  0.1544
     19   0.0810  0.0393     0.0246  0.1548
     20   0.0815  0.0392     0.0255  0.1551
     21   0.0818  0.0391     0.0260  0.1553
     22   0.0823  0.0390     0.0268  0.1555
     23   0.0829  0.0388     0.0277  0.1559
     24   0.0831  0.0388     0.0280  0.1560
     25   0.0833  0.0387     0.0283  0.1561
     26   0.0835  0.0386     0.0286  0.1562
     27   0.0838  0.0386     0.0289  0.1563
     28   0.0842  0.0385     0.0294  0.1565
     29   0.0844  0.0384     0.0297  0.1567
     30   0.0846  0.0383     0.0300  0.1568
     31   0.0849  0.0383     0.0303  0.1569
     32   0.0850  0.0382     0.0306  0.1570
     33   0.0855  0.0381     0.0311  0.1572
     34   0.0857  0.0381     0.0314  0.1574
     35   0.0859  0.0380     0.0317  0.1575
     36   0.0860  0.0380     0.0319  0.1575
     37   0.0864  0.0379     0.0324  0.1578
     38   0.0868  0.0378     0.0329  0.1580
     39   0.0870  0.0378     0.0332  0.1581
     40   0.0872  0.0377     0.0335  0.1582
     41   0.0873  0.0377     0.0337  0.1582

