Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.7572  2.0721    -9.1275 -2.6624
      1  -4.1476  1.1830    -6.0571 -2.4986
      2  -3.1984  0.7268    -4.2141 -2.4010
      3  -2.7779  0.5534    -3.4050 -2.3584
      4  -2.5129  0.4959    -2.9986 -2.3310
      5  -2.3842  0.4769    -2.7827 -2.3183
      6  -2.3646  0.3684    -2.7681 -2.3182
      7  -2.9332  1.2093    -6.0692 -2.3563
      8  -2.7771  0.9186    -3.9357 -2.3539
      9  -2.6609  0.7278    -3.2940 -2.3483
     10  -2.6096  0.8491    -3.3196 -2.3287
     11  -2.5238  0.6503    -3.0233 -2.3269
     12  -2.4612  0.6104    -2.8507 -2.3217
     13  -2.4089  0.5089    -2.8152 -2.3196
     14  -2.5660  0.8062    -3.0831 -2.3264
     15  -2.4948  0.6001    -2.8758 -2.3257
     16  -2.4529  0.4598    -2.8413 -2.3247
     17  -2.4222  0.3703    -2.8279 -2.3232
     18  -2.4726  0.3948    -2.8418 -2.3298
     19  -2.4223  0.4426    -2.8266 -2.3219
     20  -2.3971  0.3448    -2.8137 -2.3212
     21  -2.3810  0.2683    -2.8042 -2.3207
     22  -2.3555  0.2319    -2.7735 -2.3190
     23  -2.4191  0.4017    -2.8235 -2.3225
     24  -2.4102  0.3177    -2.8218 -2.3229
     25  -2.4111  0.2630    -2.8231 -2.3237
     26  -2.4444  0.2633    -2.8332 -2.3284
     27  -2.4710  0.2424    -2.8379 -2.3344
     28  -2.4936  0.2151    -2.8406 -2.3426
     29  -2.5019  0.1838    -2.8411 -2.3478
     30  -2.5103  0.1607    -2.8415 -2.3537
     31  -2.5182  0.1436    -2.8419 -2.3606
     32  -2.5378  0.1253    -2.8433 -2.3854
     33  -2.4998  0.1500    -2.8394 -2.3485
     34  -2.4300  0.2058    -2.8311 -2.3269
     35  -2.4848  0.2417    -2.8440 -2.3376
     36  -2.4990  0.2130    -2.8453 -2.3437
     37  -2.5065  0.1854    -2.8454 -2.3485
     38  -2.5219  0.1658    -2.8466 -2.3595
     39  -2.5406  0.1484    -2.8482 -2.3811
     40  -2.5444  0.1328    -2.8479 -2.3898
     41  -2.5080  0.1648    -2.8449 -2.3505

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1017  0.0587     0.0068  0.1898
      1   0.1019  0.0586     0.0072  0.1898
      2   0.1021  0.0585     0.0077  0.1899
      3   0.1035  0.0579     0.0094  0.1901
      4   0.1045  0.0576     0.0104  0.1902
      5   0.1060  0.0566     0.0122  0.1902
      6   0.1121  0.0549     0.0173  0.1912
      7   0.0249  0.0211     0.0000  0.0624
      8   0.0263  0.0208     0.0001  0.0636
      9   0.0296  0.0213     0.0010  0.0675
     10   0.0246  0.0167     0.0002  0.0531
     11   0.0267  0.0166     0.0016  0.0546
     12   0.0278  0.0169     0.0020  0.0564
     13   0.0303  0.0175     0.0034  0.0599
     14   0.0205  0.0123     0.0004  0.0401
     15   0.0215  0.0121     0.0015  0.0406
     16   0.0227  0.0120     0.0025  0.0414
     17   0.0240  0.0121     0.0036  0.0433
     18   0.0242  0.0129     0.0032  0.0454
     19   0.0210  0.0103     0.0025  0.0368
     20   0.0221  0.0103     0.0036  0.0380
     21   0.0229  0.0102     0.0049  0.0388
     22   0.0235  0.0102     0.0060  0.0392
     23   0.0184  0.0083     0.0022  0.0307
     24   0.0191  0.0083     0.0029  0.0314
     25   0.0199  0.0084     0.0038  0.0323
     26   0.0205  0.0088     0.0039  0.0336
     27   0.0216  0.0093     0.0046  0.0353
     28   0.0229  0.0097     0.0058  0.0376
     29   0.0238  0.0097     0.0071  0.0385
     30   0.0246  0.0097     0.0075  0.0392
     31   0.0253  0.0096     0.0080  0.0398
     32   0.0265  0.0099     0.0084  0.0409
     33   0.0243  0.0089     0.0078  0.0373
     34   0.0190  0.0069     0.0046  0.0276
     35   0.0176  0.0066     0.0031  0.0264
     36   0.0183  0.0067     0.0038  0.0269
     37   0.0188  0.0067     0.0048  0.0272
     38   0.0195  0.0068     0.0058  0.0276
     39   0.0201  0.0069     0.0068  0.0289
     40   0.0205  0.0068     0.0072  0.0295
     41   0.0187  0.0062     0.0056  0.0266

