trialNum, leftMoney, leftTime, rightMoney, rightTime
5.0, 400, 0.0, 800, 2
6.0, 600, 0.0, 800, 2
7.0, 700, 0.0, 800, 2
8.0, 750, 0.0, 800, 2
9.0, 775, 0.0, 800, 2
10.0, 787, 0.0, 800, 2
11.0, 800, 26.0, 400, 0
12.0, 800, 26.0, 600, 0
13.0, 800, 26.0, 700, 0
14.0, 800, 26.0, 750, 0
15.0, 800, 26.0, 775, 0
16.0, 800, 26.0, 787, 0
17.0, 800, 52.0, 400, 0
18.0, 800, 52.0, 600, 0
19.0, 800, 52.0, 700, 0
20.0, 800, 52.0, 750, 0
21.0, 800, 52.0, 775, 0
22.0, 800, 52.0, 787, 0
23.0, 400, 0.0, 800, 1
24.0, 600, 0.0, 800, 1
25.0, 700, 0.0, 800, 1
26.0, 750, 0.0, 800, 1
27.0, 775, 0.0, 800, 1
28.0, 787, 0.0, 800, 1
29.0, 400, 0.0, 800, 4
30.0, 600, 0.0, 800, 4
31.0, 700, 0.0, 800, 4
32.0, 750, 0.0, 800, 4
33.0, 775, 0.0, 800, 4
34.0, 787, 0.0, 800, 4
35.0, 800, 156.0, 400, 0
36.0, 800, 156.0, 600, 0
37.0, 800, 156.0, 700, 0
38.0, 800, 156.0, 750, 0
39.0, 800, 156.0, 775, 0
40.0, 800, 156.0, 787, 0
41.0, 400, 0.0, 800, 520
42.0, 600, 0.0, 800, 520
43.0, 700, 0.0, 800, 520
44.0, 750, 0.0, 800, 520
45.0, 775, 0.0, 800, 520
46.0, 787, 0.0, 800, 520
