Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -6.8132  1.4943    -8.3695 -4.6662
      1  -8.0340  0.8788    -4.2031 -7.0384
      2  -7.3811  0.6528    -8.3584 -6.8587
      3  -7.0980  0.5559    -7.7723 -6.7266
      4  -7.2822  0.5186    -7.9233 -7.0542
      5  -7.3126  0.4032    -7.8463 -7.1673
      6  -7.3261  0.3230    -7.8198 -7.2760
      7  -7.3305  0.2706    -7.8119 -7.2784
      8  -7.3330  0.2346    -7.8042 -7.2822
      9  -7.3345  0.7372    -8.6782 -7.0017
     10  -7.2361  0.5795    -8.0965 -7.0085
     11  -7.3397  0.5659    -8.2877 -7.0561
     12  -7.2876  0.4358    -7.8784 -7.0630
     13  -7.2526  0.3421    -7.7453 -7.0615
     14  -7.2903  0.2928    -7.7611 -7.1663
     15  -7.3014  0.2424    -7.7548 -7.2741
     16  -7.3078  0.2043    -7.7492 -7.2820
     17  -7.3090  0.1742    -7.7411 -7.2840
     18  -7.2966  0.3213    -7.8019 -7.1160
     19  -7.2736  0.2479    -7.7221 -7.1117
     20  -7.2934  0.2134    -7.7319 -7.2162
     21  -7.2775  0.1662    -7.6372 -7.2020
     22  -7.2865  0.1415    -7.6421 -7.2790
     23  -7.2905  0.1243    -7.6407 -7.2831
     24  -7.2768  0.1402    -7.5737 -7.2391
     25  -7.2857  0.1214    -7.5866 -7.2822
     26  -7.2752  0.2227    -7.6893 -7.1372
     27  -7.2645  0.1768    -7.5919 -7.1321
     28  -7.2765  0.1513    -7.6010 -7.2112
     29  -7.2686  0.1239    -7.5492 -7.1989
     30  -7.2538  0.1328    -7.5457 -7.1242
     31  -7.2682  0.1114    -7.5467 -7.2234
     32  -7.2751  0.0953    -7.5470 -7.2796
     33  -7.2752  0.0873    -7.5467 -7.2800
     34  -7.2718  0.0761    -7.5441 -7.2795
     35  -7.2720  0.0726    -7.5439 -7.2799
     36  -7.2721  0.0700    -7.5437 -7.2802
     37  -7.2722  0.0684    -7.5436 -7.2804
     38  -7.2722  0.0671    -7.5435 -7.2806
     39  -7.2724  0.0656    -7.5434 -7.2810
     40  -7.2771  0.0563    -7.5438 -7.2855
     41  -7.2969  0.0870    -7.6516 -7.2894

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1007  0.0593     0.0052  0.1897
      1   0.1016  0.0590     0.0058  0.1898
      2   0.0990  0.0601     0.0038  0.1896
      3   0.1003  0.0597     0.0038  0.1897
      4   0.1016  0.0595     0.0042  0.1900
      5   0.1082  0.0569     0.0104  0.1908
      6   0.1128  0.0549     0.0168  0.1913
      7   0.1146  0.0537     0.0211  0.1915
      8   0.1174  0.0524     0.0255  0.1918
      9   0.0359  0.0267     0.0001  0.0835
     10   0.0419  0.0275     0.0016  0.0896
     11   0.0403  0.0261     0.0019  0.0855
     12   0.0449  0.0260     0.0049  0.0894
     13   0.0491  0.0261     0.0086  0.0938
     14   0.0523  0.0269     0.0107  0.0982
     15   0.0552  0.0270     0.0139  0.1014
     16   0.0578  0.0271     0.0160  0.1040
     17   0.0592  0.0268     0.0180  0.1051
     18   0.0395  0.0186     0.0079  0.0689
     19   0.0419  0.0182     0.0110  0.0709
     20   0.0435  0.0183     0.0128  0.0728
     21   0.0456  0.0180     0.0154  0.0744
     22   0.0471  0.0179     0.0167  0.0755
     23   0.0486  0.0180     0.0183  0.0773
     24   0.0453  0.0167     0.0164  0.0717
     25   0.0467  0.0167     0.0177  0.0731
     26   0.0355  0.0138     0.0101  0.0558
     27   0.0368  0.0134     0.0126  0.0569
     28   0.0379  0.0134     0.0141  0.0580
     29   0.0390  0.0131     0.0153  0.0589
     30   0.0385  0.0130     0.0151  0.0582
     31   0.0395  0.0129     0.0158  0.0590
     32   0.0405  0.0129     0.0168  0.0598
     33   0.0406  0.0128     0.0172  0.0599
     34   0.0414  0.0126     0.0185  0.0603
     35   0.0416  0.0125     0.0189  0.0604
     36   0.0418  0.0124     0.0194  0.0605
     37   0.0419  0.0124     0.0198  0.0606
     38   0.0420  0.0123     0.0202  0.0606
     39   0.0422  0.0123     0.0208  0.0607
     40   0.0430  0.0123     0.0213  0.0614
     41   0.0367  0.0108     0.0162  0.0526

