Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.7953  2.0557    -9.1321 -2.7085
      1  -4.0431  1.1039    -5.7928 -2.5126
      2  -3.2180  0.7162    -4.2090 -2.4139
      3  -2.7934  0.5564    -3.4023 -2.3642
      4  -2.5219  0.5139    -2.9861 -2.3325
      5  -2.3862  0.5186    -2.7620 -2.3179
      6  -2.3415  0.3871    -2.5734 -2.3168
      7  -2.3237  0.2744    -2.5710 -2.3167
      8  -2.3146  0.1944    -2.5695 -2.3166
      9  -2.3081  0.1470    -2.5663 -2.3165
     10  -2.3053  0.1062    -2.5655 -2.3164
     11  -2.3040  0.0747    -2.5653 -2.3164
     12  -2.3033  0.0527    -2.5652 -2.3164
     13  -2.3029  0.0385    -2.5651 -2.3164
     14  -2.3028  0.0281    -2.5651 -2.3164
     15  -2.3027  0.0203    -2.5651 -2.3164
     16  -2.3034  0.0588    -2.5652 -2.3164
     17  -2.3030  0.0428    -2.5651 -2.3164
     18  -2.3141  0.2277    -2.5662 -2.3165
     19  -2.3087  0.1659    -2.5657 -2.3164
     20  -2.3058  0.1210    -2.5654 -2.3164
     21  -2.3043  0.0888    -2.5653 -2.3164
     22  -2.3035  0.0653    -2.5652 -2.3164
     23  -2.3031  0.0477    -2.5651 -2.3164
     24  -2.3029  0.0348    -2.5651 -2.3164
     25  -2.3041  0.0816    -2.5652 -2.3164
     26  -2.3109  0.1934    -2.5658 -2.3164
     27  -2.3070  0.1409    -2.5655 -2.3164
     28  -2.3051  0.1059    -2.5653 -2.3164
     29  -2.3183  0.2649    -2.5665 -2.3165
     30  -2.3109  0.1925    -2.5659 -2.3164
     31  -2.3071  0.1409    -2.5655 -2.3164
     32  -2.3050  0.1021    -2.5653 -2.3164
     33  -2.3039  0.0745    -2.5652 -2.3164
     34  -2.3096  0.1758    -2.5658 -2.3164
     35  -2.3487  0.4510    -2.5695 -2.3166
     36  -2.3270  0.3273    -2.5676 -2.3165
     37  -2.3155  0.2366    -2.5665 -2.3165
     38  -2.3095  0.1725    -2.5660 -2.3164
     39  -2.3064  0.1267    -2.5656 -2.3164
     40  -2.3047  0.0930    -2.5654 -2.3164
     41  -2.3039  0.0728    -2.5653 -2.3164

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1050  0.0575     0.0096  0.1902
      1   0.1055  0.0575     0.0095  0.1903
      2   0.1068  0.0571     0.0106  0.1905
      3   0.1090  0.0565     0.0126  0.1909
      4   0.1110  0.0563     0.0136  0.1913
      5   0.1139  0.0558     0.0148  0.1918
      6   0.1227  0.0522     0.0258  0.1928
      7   0.1243  0.0508     0.0308  0.1929
      8   0.1253  0.0499     0.0341  0.1930
      9   0.1316  0.0475     0.0421  0.1938
     10   0.1353  0.0455     0.0489  0.1942
     11   0.1359  0.0450     0.0506  0.1942
     12   0.1373  0.0439     0.0542  0.1943
     13   0.1402  0.0424     0.0591  0.1946
     14   0.1428  0.0411     0.0637  0.1949
     15   0.1453  0.0398     0.0683  0.1952
     16   0.1114  0.0423     0.0420  0.1820
     17   0.1144  0.0416     0.0454  0.1832
     18   0.0578  0.0260     0.0177  0.1020
     19   0.0596  0.0257     0.0202  0.1031
     20   0.0614  0.0255     0.0220  0.1046
     21   0.0632  0.0254     0.0237  0.1063
     22   0.0649  0.0253     0.0256  0.1078
     23   0.0667  0.0252     0.0278  0.1093
     24   0.0683  0.0251     0.0291  0.1107
     25   0.0516  0.0188     0.0210  0.0820
     26   0.0387  0.0146     0.0141  0.0613
     27   0.0397  0.0144     0.0149  0.0618
     28   0.0407  0.0143     0.0158  0.0626
     29   0.0307  0.0114     0.0096  0.0474
     30   0.0314  0.0112     0.0106  0.0478
     31   0.0321  0.0111     0.0118  0.0482
     32   0.0328  0.0110     0.0130  0.0486
     33   0.0335  0.0109     0.0141  0.0494
     34   0.0267  0.0090     0.0089  0.0396
     35   0.0201  0.0076     0.0040  0.0303
     36   0.0206  0.0074     0.0060  0.0306
     37   0.0210  0.0072     0.0071  0.0309
     38   0.0215  0.0071     0.0074  0.0313
     39   0.0219  0.0070     0.0077  0.0316
     40   0.0223  0.0070     0.0080  0.0320
     41   0.0229  0.0070     0.0083  0.0325

