trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0  192 110.00  0.00 800.00 26.00  1
  1  790 440.00  0.00 800.00 260.00  1
  2 1097 610.00  0.00 800.00 520.00  0
  3  827 460.00  0.00 800.00 520.00  1
  4 1007 560.00  0.00 800.00 520.00  1
  5 1115 620.00  0.00 800.00 520.00  1
  6 1205 670.00  0.00 800.00 520.00  1
  7   15  10.00  0.00 800.00 156.00  1
  8 1241 690.00  0.00 800.00 520.00  0
  9 1295 720.00  0.00 800.00 520.00  0
 10 1295 740.00  0.00 800.00 260.00  0
 11 1277 710.00  0.00 800.00 520.00  0
 12 1061 590.00  0.00 800.00 520.00  1
 13 1187 660.00  0.00 800.00 520.00  0
 14 1043 580.00  0.00 800.00 520.00  1
 15 1187 640.00  0.00 800.00 260.00  1
 16 1169 650.00  0.00 800.00 520.00  0
 17 1187 640.00  0.00 800.00 260.00  1
 18 1187 670.00  0.00 800.00 260.00  0
 19 1061 590.00  0.00 800.00 520.00  1
 20 1241 690.00  0.00 800.00 520.00  1
 21 1331 740.00  0.00 800.00 520.00  0
 22 1295 720.00  0.00 800.00 520.00  0
 23 1277 710.00  0.00 800.00 520.00  0
 24 1259 700.00  0.00 800.00 520.00  0
 25 1187 660.00  0.00 800.00 520.00  1
 26 1043 580.00  0.00 800.00 520.00  1
 27 1151 640.00  0.00 800.00 520.00  1
 28 1115 620.00  0.00 800.00 520.00  1
 29 1313 730.00  0.00 800.00 520.00  0
 30 1115 600.00  0.00 800.00 260.00  0
 31 1385 770.00  0.00 800.00 520.00  0
 32 1349 750.00  0.00 800.00 520.00  0
 33 1349 740.00  0.00 800.00 260.00  0
 34 1331 740.00  0.00 800.00 520.00  0
 35 1007 560.00  0.00 800.00 520.00  1
 36 1277 710.00  0.00 800.00 520.00  0
 37 1043 580.00  0.00 800.00 520.00  1
 38 1241 690.00  0.00 800.00 520.00  1
 39 1061 590.00  0.00 800.00 520.00  1
 40 1079 600.00  0.00 800.00 520.00  1
 41 1313 730.00  0.00 800.00 520.00  0
