Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.7635  2.0696    -9.1283 -2.6684
      1  -7.5067  1.1110    -6.0422 -6.0022
      2  -6.5934  0.6813    -7.6325 -5.9118
      3  -7.0233  0.5311    -7.8442 -6.6069
      4  -7.3300  0.5514    -8.3832 -7.0225
      5  -7.6694  0.8320    -9.1234 -7.0389
      6  -8.0035  1.0338    -5.2583 -6.6957
      7  -8.0939  0.8548    -5.1462 -7.2937
      8  -7.8951  0.8037    -9.2041 -7.1909
      9  -7.7953  0.6896    -9.0152 -7.2264
     10  -7.7148  0.6232    -8.8280 -7.2006
     11  -7.6551  0.5174    -8.5199 -7.2216
     12  -7.7209  0.4466    -8.5403 -7.3667
     13  -7.6279  0.3917    -8.2844 -7.3279
     14  -7.6627  0.3358    -8.2843 -7.4219
     15  -7.6725  0.2929    -8.2597 -7.4902
     16  -7.6014  0.2483    -8.0842 -7.4236
     17  -7.6079  0.2182    -8.0799 -7.4762
     18  -7.5620  0.2921    -8.0871 -7.3331
     19  -7.5920  0.2619    -8.0932 -7.3899
     20  -7.7387  0.4248    -8.5845 -7.4570
     21  -7.7037  0.3533    -8.3681 -7.4584
     22  -7.6724  0.2966    -8.2629 -7.4537
     23  -7.6468  0.2534    -8.1260 -7.4469
     24  -7.6248  0.2210    -8.0881 -7.4382
     25  -7.6951  0.2455    -8.1798 -7.5548
     26  -7.7129  0.2249    -8.1874 -7.5658
     27  -7.7609  0.2213    -8.2557 -7.5819
     28  -7.7885  0.2080    -8.2760 -7.5977
     29  -7.7745  0.1859    -8.2147 -7.5955
     30  -7.7361  0.3343    -8.3567 -7.5424
     31  -7.7202  0.2887    -8.3032 -7.5505
     32  -7.7044  0.2542    -8.2428 -7.5525
     33  -7.6818  0.2384    -8.1709 -7.5233
     34  -7.6700  0.2162    -8.1028 -7.5237
     35  -7.6843  0.2029    -8.1040 -7.5589
     36  -7.6681  0.1882    -8.0935 -7.5576
     37  -7.6839  0.1809    -8.0960 -7.5655
     38  -7.7454  0.1981    -8.2136 -7.5774
     39  -7.7621  0.1890    -8.2270 -7.5867
     40  -7.7794  0.1809    -8.2417 -7.5972
     41  -7.7675  0.1702    -8.1899 -7.5944

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1019  0.0586     0.0071  0.1899
      1   0.1019  0.0587     0.0070  0.1899
      2   0.1004  0.0592     0.0056  0.1897
      3   0.0995  0.0592     0.0059  0.1894
      4   0.0920  0.0603     0.0038  0.1879
      5   0.0446  0.0421     0.0001  0.1332
      6   0.0208  0.0173     0.0001  0.0512
      7   0.0217  0.0171     0.0003  0.0519
      8   0.0244  0.0197     0.0003  0.0602
      9   0.0282  0.0212     0.0009  0.0663
     10   0.0313  0.0228     0.0014  0.0722
     11   0.0348  0.0235     0.0024  0.0763
     12   0.0384  0.0243     0.0038  0.0810
     13   0.0406  0.0248     0.0047  0.0840
     14   0.0438  0.0251     0.0070  0.0874
     15   0.0461  0.0250     0.0088  0.0892
     16   0.0486  0.0257     0.0100  0.0930
     17   0.0507  0.0255     0.0124  0.0947
     18   0.0372  0.0188     0.0074  0.0682
     19   0.0394  0.0192     0.0085  0.0711
     20   0.0261  0.0135     0.0029  0.0474
     21   0.0278  0.0134     0.0044  0.0484
     22   0.0295  0.0133     0.0066  0.0502
     23   0.0310  0.0133     0.0079  0.0517
     24   0.0323  0.0133     0.0089  0.0530
     25   0.0304  0.0127     0.0080  0.0498
     26   0.0317  0.0127     0.0089  0.0512
     27   0.0322  0.0130     0.0091  0.0524
     28   0.0335  0.0133     0.0099  0.0539
     29   0.0346  0.0132     0.0114  0.0547
     30   0.0214  0.0091     0.0033  0.0340
     31   0.0223  0.0090     0.0046  0.0344
     32   0.0231  0.0089     0.0062  0.0352
     33   0.0237  0.0090     0.0071  0.0364
     34   0.0245  0.0089     0.0076  0.0372
     35   0.0253  0.0088     0.0081  0.0380
     36   0.0260  0.0088     0.0086  0.0388
     37   0.0268  0.0088     0.0092  0.0395
     38   0.0247  0.0084     0.0081  0.0363
     39   0.0255  0.0084     0.0086  0.0374
     40   0.0263  0.0085     0.0091  0.0384
     41   0.0269  0.0084     0.0098  0.0390

