Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -3.3356  1.0239    -5.0008 -2.4030
      1  -3.8987  0.8845    -5.5488 -3.3363
      2  -4.2834  0.9241    -6.3484 -3.7216
      3  -4.6608  1.0514    -7.2611 -3.9478
      4  -4.4013  0.8735    -6.2825 -3.9257
      5  -4.2927  0.6622    -4.9822 -3.9693
      6  -4.3192  0.5415    -4.8212 -4.0886
      7  -4.2628  0.4137    -4.6159 -4.0923
      8  -4.2411  0.3047    -4.5128 -4.1033
      9  -4.2346  0.2302    -4.5114 -4.1206
     10  -4.2261  0.1760    -4.5071 -4.1245
     11  -4.2255  0.1407    -4.5067 -4.1382
     12  -4.2228  0.1171    -4.5050 -4.1401
     13  -4.2390  0.0834    -4.5060 -4.2456
     14  -4.2919  0.1810    -4.7272 -4.2477
     15  -4.2834  0.1508    -4.7156 -4.2477
     16  -4.2845  0.1335    -4.7155 -4.2495
     17  -4.2854  0.1233    -4.7156 -4.2506
     18  -4.2813  0.1144    -4.7085 -4.2505
     19  -4.2779  0.1084    -4.7020 -4.2504
     20  -4.2759  0.1049    -4.6976 -4.2503
     21  -4.2746  0.1027    -4.6945 -4.2503
     22  -4.2714  0.0989    -4.6861 -4.2502
     23  -4.2723  0.0979    -4.6870 -4.2508
     24  -4.2732  0.0973    -4.6882 -4.2514
     25  -4.2736  0.0971    -4.6886 -4.2516
     26  -4.2738  0.0969    -4.6889 -4.2518
     27  -4.2743  0.0968    -4.6896 -4.2520
     28  -4.2700  0.0921    -4.6769 -4.2517
     29  -4.2703  0.0921    -4.6776 -4.2519
     30  -4.2666  0.0877    -4.6641 -4.2517
     31  -4.2669  0.0877    -4.6648 -4.2518
     32  -4.2673  0.0878    -4.6659 -4.2519
     33  -4.2659  0.0861    -4.6601 -4.2519
     34  -4.2661  0.0861    -4.6606 -4.2519
     35  -4.2655  0.0854    -4.6581 -4.2519
     36  -4.2643  0.0838    -4.6525 -4.2518
     37  -4.2626  0.0815    -4.6435 -4.2517
     38  -4.2628  0.0816    -4.6443 -4.2518
     39  -4.2613  0.0794    -4.6352 -4.2517
     40  -4.2599  0.0774    -4.6260 -4.2516
     41  -4.2600  0.0774    -4.6264 -4.2516

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0988  0.0611     0.0001  0.1897
      1   0.0943  0.0625     0.0001  0.1891
      2   0.0803  0.0629     0.0001  0.1860
      3   0.0479  0.0483     0.0000  0.1493
      4   0.0634  0.0524     0.0000  0.1642
      5   0.0707  0.0513     0.0001  0.1675
      6   0.0790  0.0520     0.0021  0.1733
      7   0.0878  0.0508     0.0090  0.1770
      8   0.0901  0.0497     0.0146  0.1776
      9   0.0913  0.0491     0.0172  0.1778
     10   0.0934  0.0482     0.0207  0.1784
     11   0.0941  0.0479     0.0222  0.1786
     12   0.0951  0.0474     0.0237  0.1788
     13   0.1017  0.0468     0.0286  0.1817
     14   0.0584  0.0304     0.0152  0.1130
     15   0.0600  0.0302     0.0169  0.1142
     16   0.0608  0.0300     0.0183  0.1148
     17   0.0616  0.0298     0.0195  0.1153
     18   0.0625  0.0297     0.0210  0.1159
     19   0.0633  0.0295     0.0218  0.1165
     20   0.0639  0.0294     0.0224  0.1168
     21   0.0643  0.0293     0.0229  0.1171
     22   0.0651  0.0293     0.0237  0.1178
     23   0.0655  0.0292     0.0243  0.1181
     24   0.0660  0.0291     0.0251  0.1186
     25   0.0663  0.0290     0.0255  0.1187
     26   0.0665  0.0290     0.0259  0.1189
     27   0.0668  0.0289     0.0265  0.1192
     28   0.0676  0.0289     0.0276  0.1200
     29   0.0680  0.0288     0.0279  0.1202
     30   0.0687  0.0288     0.0285  0.1209
     31   0.0690  0.0287     0.0288  0.1211
     32   0.0693  0.0287     0.0292  0.1214
     33   0.0697  0.0286     0.0295  0.1216
     34   0.0699  0.0286     0.0297  0.1218
     35   0.0700  0.0286     0.0300  0.1219
     36   0.0703  0.0285     0.0303  0.1221
     37   0.0707  0.0285     0.0307  0.1224
     38   0.0709  0.0285     0.0310  0.1226
     39   0.0713  0.0284     0.0314  0.1229
     40   0.0717  0.0284     0.0317  0.1232
     41   0.0718  0.0284     0.0319  0.1232

