Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.7577  2.0719    -9.1276 -2.6628
      1  -7.5057  1.1127    -6.0436 -6.0014
      2  -6.5920  0.6845    -7.6319 -5.9111
      3  -6.1494  0.5093    -6.8327 -5.7313
      4  -5.9771  0.4482    -6.4682 -5.6427
      5  -5.8162  0.4648    -6.3274 -5.3725
      6  -5.3616  0.8617    -6.1697 -3.5146
      7  -5.6302  0.5148    -6.1731 -5.0607
      8  -5.5234  0.5056    -6.1052 -4.8702
      9  -5.1954  0.7766    -6.0380 -3.7936
     10  -5.3605  0.5491    -6.0178 -4.6688
     11  -5.4422  0.4234    -6.0148 -5.0715
     12  -5.3402  0.4289    -5.8783 -4.9073
     13  -5.3858  0.3396    -5.8781 -5.1091
     14  -5.3377  0.3023    -5.8365 -5.0932
     15  -5.3666  0.2436    -5.8400 -5.1710
     16  -5.3403  0.2080    -5.7876 -5.1609
     17  -5.3474  0.1738    -5.7862 -5.1958
     18  -5.3456  0.1559    -5.7769 -5.2002
     19  -5.3443  0.1447    -5.7693 -5.2039
     20  -5.3270  0.1283    -5.6512 -5.1889
     21  -5.3415  0.1073    -5.6706 -5.2904
     22  -5.3332  0.0952    -5.6137 -5.2800
     23  -5.3363  0.0872    -5.6137 -5.3213
     24  -5.2910  0.1304    -5.6074 -5.1282
     25  -5.2848  0.1278    -5.6044 -5.1239
     26  -5.2920  0.1188    -5.6048 -5.1348
     27  -5.1864  0.1732    -5.5947 -5.0744
     28  -5.1317  0.1686    -5.5760 -5.0474
     29  -5.1023  0.1557    -5.5529 -5.0014
     30  -5.0855  0.1432    -5.5267 -4.9856
     31  -5.0116  0.1973    -5.4266 -4.8051
     32  -5.0306  0.1712    -5.4385 -4.8366
     33  -5.0454  0.1513    -5.4492 -4.8685
     34  -5.0573  0.1360    -5.4590 -4.9046
     35  -5.0624  0.1273    -5.4614 -4.9278
     36  -5.0657  0.1215    -5.4627 -4.9467
     37  -5.0160  0.1547    -5.3652 -4.8374
     38  -5.0283  0.1432    -5.3792 -4.8540
     39  -5.0349  0.1355    -5.3836 -4.8659
     40  -5.0445  0.1270    -5.3963 -4.8860
     41  -5.0476  0.1230    -5.3973 -4.8952

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1018  0.0587     0.0069  0.1898
      1   0.1019  0.0587     0.0070  0.1899
      2   0.1004  0.0593     0.0056  0.1897
      3   0.1005  0.0591     0.0054  0.1896
      4   0.1029  0.0586     0.0064  0.1900
      5   0.0999  0.0592     0.0053  0.1895
      6   0.0378  0.0353     0.0003  0.1074
      7   0.0471  0.0366     0.0016  0.1172
      8   0.0488  0.0385     0.0019  0.1236
      9   0.0206  0.0163     0.0001  0.0493
     10   0.0242  0.0169     0.0007  0.0534
     11   0.0273  0.0173     0.0017  0.0568
     12   0.0259  0.0164     0.0015  0.0536
     13   0.0285  0.0166     0.0028  0.0561
     14   0.0302  0.0173     0.0036  0.0595
     15   0.0326  0.0175     0.0059  0.0617
     16   0.0347  0.0179     0.0074  0.0648
     17   0.0357  0.0177     0.0084  0.0655
     18   0.0361  0.0176     0.0091  0.0658
     19   0.0365  0.0175     0.0096  0.0660
     20   0.0384  0.0180     0.0106  0.0685
     21   0.0404  0.0181     0.0125  0.0707
     22   0.0421  0.0183     0.0141  0.0728
     23   0.0427  0.0182     0.0147  0.0732
     24   0.0325  0.0132     0.0100  0.0534
     25   0.0335  0.0133     0.0108  0.0544
     26   0.0342  0.0132     0.0119  0.0548
     27   0.0230  0.0087     0.0072  0.0350
     28   0.0225  0.0086     0.0070  0.0344
     29   0.0231  0.0089     0.0071  0.0357
     30   0.0239  0.0091     0.0074  0.0372
     31   0.0180  0.0072     0.0028  0.0274
     32   0.0188  0.0072     0.0038  0.0279
     33   0.0195  0.0071     0.0051  0.0289
     34   0.0202  0.0071     0.0070  0.0298
     35   0.0205  0.0070     0.0072  0.0301
     36   0.0208  0.0069     0.0074  0.0304
     37   0.0171  0.0057     0.0041  0.0248
     38   0.0177  0.0057     0.0053  0.0253
     39   0.0180  0.0057     0.0067  0.0256
     40   0.0185  0.0057     0.0071  0.0259
     41   0.0187  0.0056     0.0073  0.0261

