Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.7598  2.0711    -9.1279 -2.6648
      1  -4.0180  1.1219    -5.7982 -2.4859
      2  -4.9616  0.6627    -5.8872 -4.2660
      3  -4.5337  0.4830    -5.1835 -4.1502
      4  -4.3638  0.4071    -4.8319 -4.0462
      5  -4.2149  0.3925    -4.6795 -3.9163
      6  -4.2628  0.2716    -4.6815 -4.2387
      7  -4.2637  0.2059    -4.6736 -4.2425
      8  -4.2632  0.1647    -4.6688 -4.2444
      9  -4.2626  0.1393    -4.6657 -4.2454
     10  -4.2626  0.1233    -4.6635 -4.2464
     11  -4.2625  0.1139    -4.6618 -4.2470
     12  -4.2594  0.1010    -4.6485 -4.2469
     13  -4.2572  0.0937    -4.6370 -4.2469
     14  -4.2577  0.0913    -4.6367 -4.2474
     15  -4.2584  0.0891    -4.6365 -4.2482
     16  -4.2586  0.0881    -4.6362 -4.2485
     17  -4.2573  0.0852    -4.6279 -4.2485
     18  -4.2574  0.0848    -4.6278 -4.2486
     19  -4.2575  0.0844    -4.6276 -4.2487
     20  -4.2579  0.0835    -4.6276 -4.2492
     21  -4.2580  0.0831    -4.6275 -4.2494
     22  -4.2555  0.0788    -4.6082 -4.2492
     23  -4.2535  0.0755    -4.5898 -4.2491
     24  -4.2536  0.0753    -4.5898 -4.2492
     25  -4.2537  0.0750    -4.5899 -4.2494
     26  -4.2538  0.0749    -4.5899 -4.2494
     27  -4.2539  0.0747    -4.5898 -4.2495
     28  -4.2541  0.0743    -4.5900 -4.2497
     29  -4.2542  0.0741    -4.5900 -4.2498
     30  -4.2537  0.0733    -4.5853 -4.2498
     31  -4.2528  0.0717    -4.5747 -4.2497
     32  -4.2523  0.0708    -4.5683 -4.2497
     33  -4.2525  0.0705    -4.5686 -4.2499
     34  -4.2525  0.0704    -4.5687 -4.2500
     35  -4.2526  0.0703    -4.5688 -4.2500
     36  -4.2514  0.0681    -4.5521 -4.2499
     37  -4.2512  0.0678    -4.5498 -4.2499
     38  -4.2511  0.0676    -4.5475 -4.2499
     39  -4.2512  0.0673    -4.5479 -4.2501
     40  -4.2514  0.0671    -4.5482 -4.2502
     41  -4.2514  0.0669    -4.5484 -4.2502

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1018  0.0587     0.0070  0.1898
      1   0.1018  0.0587     0.0070  0.1898
      2   0.1011  0.0590     0.0058  0.1898
      3   0.1013  0.0588     0.0065  0.1897
      4   0.1038  0.0581     0.0081  0.1901
      5   0.1014  0.0585     0.0073  0.1897
      6   0.1122  0.0551     0.0162  0.1912
      7   0.1144  0.0536     0.0215  0.1914
      8   0.1156  0.0528     0.0245  0.1915
      9   0.1164  0.0523     0.0264  0.1916
     10   0.1172  0.0517     0.0282  0.1916
     11   0.1177  0.0514     0.0293  0.1917
     12   0.1185  0.0508     0.0312  0.1917
     13   0.1193  0.0503     0.0329  0.1918
     14   0.1197  0.0501     0.0338  0.1919
     15   0.1203  0.0497     0.0350  0.1919
     16   0.1206  0.0495     0.0356  0.1919
     17   0.1211  0.0492     0.0367  0.1920
     18   0.1213  0.0491     0.0370  0.1920
     19   0.1214  0.0490     0.0374  0.1920
     20   0.1219  0.0487     0.0382  0.1921
     21   0.1221  0.0486     0.0386  0.1921
     22   0.1230  0.0481     0.0404  0.1922
     23   0.1239  0.0476     0.0419  0.1923
     24   0.1240  0.0475     0.0423  0.1923
     25   0.1242  0.0474     0.0426  0.1923
     26   0.1243  0.0473     0.0428  0.1923
     27   0.1243  0.0473     0.0430  0.1923
     28   0.1246  0.0471     0.0434  0.1923
     29   0.1247  0.0471     0.0437  0.1923
     30   0.1249  0.0469     0.0441  0.1924
     31   0.1253  0.0467     0.0449  0.1924
     32   0.1256  0.0465     0.0454  0.1924
     33   0.1258  0.0464     0.0459  0.1924
     34   0.1259  0.0463     0.0461  0.1924
     35   0.1260  0.0463     0.0463  0.1925
     36   0.1265  0.0460     0.0472  0.1925
     37   0.1266  0.0459     0.0474  0.1925
     38   0.1267  0.0459     0.0476  0.1925
     39   0.1268  0.0458     0.0480  0.1925
     40   0.1270  0.0457     0.0484  0.1926
     41   0.1271  0.0456     0.0486  0.1926

