Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -6.0544  1.9058    -9.1578 -3.2171
      1  -4.4460  1.0309    -6.0893 -3.0309
      2  -5.2335  0.6358    -6.1619 -4.5464
      3  -5.6506  0.4789    -6.3448 -5.3022
      4  -5.3584  0.4250    -5.8739 -5.0940
      5  -5.3419  0.3282    -5.8335 -5.1096
      6  -5.3344  0.2698    -5.8086 -5.1199
      7  -5.3752  0.1932    -5.8181 -5.3481
      8  -5.2077  0.7131    -6.1324 -4.4337
      9  -5.2485  0.5707    -5.9920 -4.8016
     10  -5.3533  0.5457    -6.0885 -4.9710
     11  -5.3028  0.4454    -5.8672 -5.0006
     12  -5.1939  0.5509    -5.8391 -4.7971
     13  -5.2076  0.4391    -5.7937 -4.9009
     14  -5.2976  0.4557    -5.8696 -5.0600
     15  -5.2703  0.3657    -5.7928 -5.0693
     16  -5.3196  0.3293    -5.8202 -5.1015
     17  -5.3010  0.2678    -5.7514 -5.1028
     18  -5.3271  0.2265    -5.7642 -5.1403
     19  -5.3423  0.1904    -5.7686 -5.1862
     20  -5.3290  0.1592    -5.6834 -5.1801
     21  -5.3421  0.1350    -5.6948 -5.2550
     22  -5.3578  0.1225    -5.7370 -5.3473
     23  -5.3657  0.1134    -5.7575 -5.3525
     24  -5.3546  0.0908    -5.6635 -5.3520
     25  -5.3535  0.0830    -5.6501 -5.3520
     26  -5.3525  0.0775    -5.6339 -5.3521
     27  -5.3515  0.0736    -5.6182 -5.3521
     28  -5.3508  0.0709    -5.6174 -5.3522
     29  -5.3504  0.0693    -5.6170 -5.3522
     30  -5.3497  0.0674    -5.6163 -5.3522
     31  -5.3444  0.0563    -5.6110 -5.3518
     32  -5.3468  0.0516    -5.6114 -5.3539
     33  -5.3465  0.0505    -5.6111 -5.3539
     34  -5.3462  0.0494    -5.6107 -5.3539
     35  -5.3432  0.0409    -5.6079 -5.3537
     36  -5.3331  0.0632    -5.6066 -5.3443
     37  -5.3372  0.0539    -5.6069 -5.3485
     38  -5.3355  0.0518    -5.6057 -5.3479
     39  -5.3329  0.0540    -5.6048 -5.3461
     40  -5.3369  0.0431    -5.6050 -5.3501
     41  -5.3373  0.0418    -5.6050 -5.3505

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1020  0.0587     0.0070  0.1899
      1   0.1023  0.0586     0.0072  0.1899
      2   0.1016  0.0588     0.0066  0.1898
      3   0.1011  0.0588     0.0063  0.1897
      4   0.0972  0.0593     0.0047  0.1889
      5   0.1002  0.0579     0.0091  0.1892
      6   0.1023  0.0569     0.0123  0.1895
      7   0.1120  0.0546     0.0190  0.1911
      8   0.0227  0.0175     0.0001  0.0532
      9   0.0255  0.0178     0.0001  0.0562
     10   0.0256  0.0176     0.0001  0.0558
     11   0.0284  0.0180     0.0014  0.0594
     12   0.0226  0.0146     0.0001  0.0467
     13   0.0245  0.0145     0.0013  0.0480
     14   0.0230  0.0134     0.0010  0.0447
     15   0.0246  0.0133     0.0023  0.0460
     16   0.0258  0.0137     0.0030  0.0478
     17   0.0273  0.0137     0.0049  0.0492
     18   0.0290  0.0140     0.0069  0.0518
     19   0.0306  0.0141     0.0077  0.0534
     20   0.0321  0.0141     0.0087  0.0546
     21   0.0335  0.0143     0.0096  0.0564
     22   0.0347  0.0147     0.0101  0.0586
     23   0.0361  0.0151     0.0109  0.0605
     24   0.0377  0.0151     0.0128  0.0617
     25   0.0379  0.0150     0.0135  0.0618
     26   0.0381  0.0149     0.0140  0.0619
     27   0.0383  0.0149     0.0143  0.0619
     28   0.0384  0.0148     0.0145  0.0620
     29   0.0386  0.0147     0.0146  0.0620
     30   0.0387  0.0147     0.0148  0.0621
     31   0.0401  0.0148     0.0156  0.0639
     32   0.0413  0.0149     0.0164  0.0654
     33   0.0414  0.0148     0.0166  0.0654
     34   0.0415  0.0148     0.0168  0.0655
     35   0.0427  0.0149     0.0178  0.0667
     36   0.0339  0.0113     0.0143  0.0514
     37   0.0347  0.0113     0.0148  0.0523
     38   0.0356  0.0114     0.0153  0.0531
     39   0.0364  0.0116     0.0156  0.0541
     40   0.0373  0.0116     0.0163  0.0548
     41   0.0374  0.0116     0.0165  0.0549

