Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.7566  2.0723    -9.1275 -2.6619
      1  -4.0157  1.1226    -5.7979 -2.4845
      2  -3.1966  0.7245    -4.2127 -2.4009
      3  -2.7774  0.5520    -3.4050 -2.3584
      4  -2.5127  0.4946    -2.9993 -2.3310
      5  -2.3841  0.4755    -2.7832 -2.3183
      6  -2.4497  0.7628    -2.8286 -2.3178
      7  -2.3827  0.5723    -2.5782 -2.3171
      8  -2.3447  0.4124    -2.5727 -2.3168
      9  -2.3248  0.3036    -2.5688 -2.3166
     10  -2.3144  0.2233    -2.5668 -2.3165
     11  -2.3220  0.2922    -2.5673 -2.3165
     12  -2.3505  0.4618    -2.5699 -2.3167
     13  -2.3282  0.3384    -2.5677 -2.3165
     14  -2.3164  0.2490    -2.5665 -2.3165
     15  -2.3100  0.1826    -2.5658 -2.3164
     16  -2.3066  0.1348    -2.5655 -2.3164
     17  -2.3048  0.0992    -2.5653 -2.3164
     18  -2.3038  0.0729    -2.5652 -2.3164
     19  -2.3086  0.1649    -2.5656 -2.3164
     20  -2.3058  0.1210    -2.5654 -2.3164
     21  -2.3043  0.0889    -2.5652 -2.3164
     22  -2.3035  0.0650    -2.5652 -2.3164
     23  -2.3031  0.0484    -2.5651 -2.3164
     24  -2.3055  0.1149    -2.5654 -2.3164
     25  -2.3042  0.0845    -2.5652 -2.3164
     26  -2.3034  0.0617    -2.5652 -2.3164
     27  -2.3072  0.1446    -2.5655 -2.3164
     28  -2.3051  0.1050    -2.5653 -2.3164
     29  -2.3039  0.0768    -2.5652 -2.3164
     30  -2.3033  0.0575    -2.5652 -2.3164
     31  -2.3030  0.0420    -2.5651 -2.3164
     32  -2.3028  0.0316    -2.5651 -2.3164
     33  -2.3027  0.0230    -2.5651 -2.3164
     34  -2.3027  0.0168    -2.5651 -2.3164
     35  -2.3029  0.0391    -2.5651 -2.3164
     36  -2.3028  0.0285    -2.5651 -2.3164
     37  -2.3027  0.0211    -2.5651 -2.3164
     38  -2.3032  0.0509    -2.5651 -2.3164
     39  -2.3029  0.0370    -2.5651 -2.3164
     40  -2.3028  0.0272    -2.5651 -2.3164
     41  -2.3035  0.0638    -2.5652 -2.3164

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1017  0.0587     0.0068  0.1898
      1   0.1016  0.0588     0.0066  0.1898
      2   0.1021  0.0585     0.0076  0.1899
      3   0.1034  0.0580     0.0092  0.1900
      4   0.1044  0.0576     0.0102  0.1902
      5   0.1059  0.0567     0.0119  0.1902
      6   0.0752  0.0514     0.0022  0.1704
      7   0.0822  0.0502     0.0082  0.1733
      8   0.0855  0.0490     0.0135  0.1744
      9   0.0906  0.0480     0.0185  0.1764
     10   0.0953  0.0471     0.0233  0.1783
     11   0.0806  0.0429     0.0181  0.1605
     12   0.0574  0.0325     0.0102  0.1156
     13   0.0602  0.0321     0.0141  0.1175
     14   0.0629  0.0319     0.0166  0.1200
     15   0.0654  0.0317     0.0194  0.1221
     16   0.0679  0.0316     0.0219  0.1243
     17   0.0704  0.0315     0.0241  0.1268
     18   0.0727  0.0315     0.0265  0.1290
     19   0.0506  0.0213     0.0168  0.0861
     20   0.0522  0.0212     0.0186  0.0874
     21   0.0536  0.0210     0.0207  0.0886
     22   0.0551  0.0210     0.0219  0.0897
     23   0.0564  0.0209     0.0231  0.0911
     24   0.0425  0.0156     0.0159  0.0672
     25   0.0436  0.0155     0.0170  0.0680
     26   0.0446  0.0154     0.0182  0.0686
     27   0.0345  0.0123     0.0126  0.0531
     28   0.0353  0.0121     0.0140  0.0536
     29   0.0361  0.0120     0.0146  0.0541
     30   0.0367  0.0119     0.0152  0.0545
     31   0.0374  0.0119     0.0158  0.0549
     32   0.0381  0.0118     0.0165  0.0554
     33   0.0388  0.0117     0.0172  0.0562
     34   0.0394  0.0117     0.0180  0.0570
     35   0.0328  0.0098     0.0145  0.0469
     36   0.0333  0.0098     0.0149  0.0473
     37   0.0338  0.0097     0.0153  0.0476
     38   0.0282  0.0083     0.0113  0.0398
     39   0.0286  0.0083     0.0122  0.0401
     40   0.0291  0.0082     0.0132  0.0403
     41   0.0245  0.0072     0.0090  0.0337

