trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0 1389 780.00  0.00 800.00  2.00  0
  1  661 370.00  0.00 800.00 52.00  1
  2  682 380.00  0.00 800.00 260.00  0
  3  626 350.00  0.00 800.00 104.00  1
  4  663 370.00  0.00 800.00 156.00  1
  5  771 430.00  0.00 800.00 156.00  0
  6  663 390.00  0.00 800.00 104.00  0
  7    0  10.00  0.00 800.00  0.43  1
  8    0  10.00  0.00 800.00  0.71  1
  9  518 290.00  0.00 800.00 104.00  0
 10    0  20.00  0.00 800.00  0.71  1
 11    0  20.00  0.00 800.00  0.71  1
 12  571 320.00  0.00 800.00 52.00  1
 13  625 350.00  0.00 800.00 52.00  1
 14  878 490.00  0.00 800.00 104.00  0
 15  679 380.00  0.00 800.00 52.00  1
 16  842 470.00  0.00 800.00 104.00  1
 17  879 490.00  0.00 800.00 156.00  1
 18    0  10.00  0.00 800.00  0.43  1
 19  844 470.00  0.00 800.00 260.00  1
 20    0  20.00  0.00 800.00  0.71  1
 21  862 480.00  0.00 800.00 260.00  0
 22  826 460.00  0.00 800.00 260.00  0
 23  933 520.00  0.00 800.00 156.00  0
 24  537 300.00  0.00 800.00 156.00  0
 25    0  10.00  0.00 800.00  0.43  1
 26  626 350.00  0.00 800.00 104.00  1
 27  861 480.00  0.00 800.00 156.00  0
 28  626 340.00  0.00 800.00 156.00  0
 29  572 320.00  0.00 800.00 104.00  1
 30  518 290.00  0.00 800.00 104.00  1
 31  897 500.00  0.00 800.00 156.00  0
 32  500 280.00  0.00 800.00 104.00  1
 33  915 510.00  0.00 800.00 156.00  0
 34  500 270.00  0.00 800.00 156.00  1
 35  933 520.00  0.00 800.00 156.00  0
 36  464 260.00  0.00 800.00 104.00  1
 37  951 530.00  0.00 800.00 156.00  0
 38  446 250.00  0.00 800.00 104.00  1
 39  951 540.00  0.00 800.00 260.00  0
 40  464 260.00  0.00 800.00 104.00  1
 41  969 540.00  0.00 800.00 156.00  0
