Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.7584  2.0716    -9.1277 -2.6634
      1  -7.6357  1.0574    -5.5836 -6.2588
      2  -8.3218  0.7168    -3.2523 -7.5686
      3  -7.8280  0.5810    -8.7865 -7.3621
      4  -8.0185  0.5132    -8.9236 -7.6893
      5  -8.1915  0.5074    -9.1155 -7.8899
      6  -8.0960  0.4042    -8.6972 -7.8765
      7  -8.1398  0.3300    -8.7025 -8.0095
      8  -8.1458  0.2677    -8.6525 -8.0638
      9  -8.1478  0.2260    -8.6385 -8.1055
     10  -8.1479  0.1986    -8.6268 -8.1077
     11  -8.1557  0.1825    -8.6257 -8.1150
     12  -8.1542  0.1692    -8.6173 -8.1158
     13  -8.1527  0.1600    -8.6101 -8.1164
     14  -8.1513  0.1534    -8.6038 -8.1169
     15  -8.1501  0.1473    -8.5975 -8.1176
     16  -8.1490  0.1439    -8.5936 -8.1177
     17  -8.1523  0.2050    -8.6769 -8.0287
     18  -8.1164  0.1494    -8.5371 -8.0065
     19  -8.1315  0.1354    -8.5468 -8.1116
     20  -8.1105  0.0950    -8.3796 -8.1099
     21  -8.1111  0.0889    -8.3789 -8.1115
     22  -8.0948  0.1114    -8.3775 -7.9924
     23  -8.1097  0.0923    -8.3783 -8.1104
     24  -8.1093  0.0897    -8.3779 -8.1105
     25  -8.1028  0.0727    -8.3733 -8.1099
     26  -8.1027  0.0716    -8.3731 -8.1099
     27  -8.1026  0.0705    -8.3730 -8.1100
     28  -8.1026  0.0692    -8.3728 -8.1102
     29  -8.1025  0.0685    -8.3728 -8.1103
     30  -8.1026  0.0670    -8.3726 -8.1106
     31  -8.1027  0.0655    -8.3724 -8.1109
     32  -8.1026  0.0649    -8.3723 -8.1110
     33  -8.1026  0.0641    -8.3722 -8.1111
     34  -8.1026  0.0633    -8.3721 -8.1113
     35  -8.1025  0.0631    -8.3721 -8.1113
     36  -8.1025  0.0628    -8.3720 -8.1113
     37  -8.1025  0.0621    -8.3719 -8.1114
     38  -8.1025  0.0618    -8.3719 -8.1114
     39  -8.1024  0.0615    -8.3719 -8.1115
     40  -8.1024  0.0612    -8.3718 -8.1115
     41  -8.1024  0.0610    -8.3718 -8.1115

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1018  0.0587     0.0070  0.1898
      1   0.1016  0.0589     0.0064  0.1898
      2   0.1033  0.0581     0.0085  0.1900
      3   0.0998  0.0593     0.0063  0.1896
      4   0.1023  0.0586     0.0085  0.1901
      5   0.0976  0.0586     0.0084  0.1891
      6   0.1111  0.0575     0.0122  0.1918
      7   0.1191  0.0557     0.0176  0.1931
      8   0.1232  0.0534     0.0238  0.1934
      9   0.1264  0.0515     0.0294  0.1936
     10   0.1289  0.0500     0.0343  0.1938
     11   0.1336  0.0487     0.0388  0.1945
     12   0.1353  0.0475     0.0427  0.1946
     13   0.1367  0.0465     0.0460  0.1947
     14   0.1379  0.0456     0.0491  0.1948
     15   0.1396  0.0446     0.0523  0.1949
     16   0.1402  0.0441     0.0541  0.1950
     17   0.1039  0.0451     0.0303  0.1800
     18   0.1104  0.0432     0.0388  0.1822
     19   0.1133  0.0431     0.0410  0.1837
     20   0.1192  0.0415     0.0490  0.1857
     21   0.1212  0.0409     0.0516  0.1862
     22   0.1077  0.0390     0.0443  0.1746
     23   0.1103  0.0388     0.0466  0.1764
     24   0.1106  0.0386     0.0475  0.1765
     25   0.1134  0.0378     0.0516  0.1777
     26   0.1135  0.0377     0.0520  0.1777
     27   0.1138  0.0375     0.0526  0.1778
     28   0.1141  0.0374     0.0534  0.1779
     29   0.1142  0.0373     0.0537  0.1779
     30   0.1148  0.0371     0.0548  0.1781
     31   0.1153  0.0369     0.0557  0.1783
     32   0.1155  0.0368     0.0560  0.1783
     33   0.1157  0.0366     0.0565  0.1784
     34   0.1160  0.0365     0.0569  0.1785
     35   0.1161  0.0365     0.0570  0.1785
     36   0.1161  0.0364     0.0572  0.1785
     37   0.1164  0.0363     0.0577  0.1786
     38   0.1165  0.0363     0.0578  0.1786
     39   0.1166  0.0362     0.0580  0.1786
     40   0.1167  0.0362     0.0583  0.1787
     41   0.1167  0.0361     0.0584  0.1787

