Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -3.0821  1.2697    -6.5074 -2.3605
      1  -2.8055  1.2106    -5.9639 -2.3336
      2  -2.6751  1.2107    -5.8183 -2.3197
      3  -2.5142  0.9497    -3.4065 -2.3177
      4  -2.4148  0.7040    -2.5768 -2.3170
      5  -2.7315  1.3411    -6.5354 -2.3186
      6  -2.5313  0.9983    -3.9686 -2.3176
      7  -2.4242  0.7360    -2.5766 -2.3170
      8  -2.3673  0.5403    -2.5711 -2.3167
      9  -2.3372  0.3967    -2.5682 -2.3166
     10  -2.3211  0.2904    -2.5667 -2.3165
     11  -2.3124  0.2113    -2.5660 -2.3164
     12  -2.3078  0.1542    -2.5656 -2.3164
     13  -2.3054  0.1130    -2.5653 -2.3164
     14  -2.3185  0.2686    -2.5665 -2.3165
     15  -2.3112  0.1972    -2.5658 -2.3164
     16  -2.3072  0.1449    -2.5655 -2.3164
     17  -2.3050  0.1057    -2.5653 -2.3164
     18  -2.3163  0.2494    -2.5663 -2.3165
     19  -2.3098  0.1814    -2.5657 -2.3164
     20  -2.3065  0.1329    -2.5654 -2.3164
     21  -2.3047  0.0987    -2.5653 -2.3164
     22  -2.3037  0.0725    -2.5652 -2.3164
     23  -2.3032  0.0529    -2.5651 -2.3164
     24  -2.3061  0.1254    -2.5654 -2.3164
     25  -2.3216  0.2923    -2.5668 -2.3165
     26  -2.3127  0.2126    -2.5660 -2.3164
     27  -2.3080  0.1547    -2.5656 -2.3164
     28  -2.3054  0.1124    -2.5654 -2.3164
     29  -2.3042  0.0839    -2.5653 -2.3164
     30  -2.3115  0.1989    -2.5659 -2.3164
     31  -2.3073  0.1448    -2.5655 -2.3164
     32  -2.3051  0.1054    -2.5653 -2.3164
     33  -2.3176  0.2576    -2.5664 -2.3165
     34  -2.3104  0.1853    -2.5658 -2.3164
     35  -2.3067  0.1347    -2.5655 -2.3164
     36  -2.3048  0.0980    -2.5653 -2.3164
     37  -2.3038  0.0716    -2.5652 -2.3164
     38  -2.3032  0.0521    -2.5652 -2.3164
     39  -2.3063  0.1271    -2.5655 -2.3164
     40  -2.3046  0.0924    -2.5653 -2.3164
     41  -2.3139  0.2218    -2.5662 -2.3165

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.0918  0.0638     0.0000  0.1889
      1   0.0947  0.0627     0.0000  0.1892
      2   0.0964  0.0619     0.0001  0.1892
      3   0.1086  0.0585     0.0001  0.1910
      4   0.1164  0.0545     0.0156  0.1918
      5   0.0687  0.0496     0.0000  0.1592
      6   0.0739  0.0476     0.0001  0.1613
      7   0.0788  0.0460     0.0083  0.1634
      8   0.0832  0.0447     0.0165  0.1654
      9   0.0873  0.0438     0.0222  0.1677
     10   0.0911  0.0431     0.0267  0.1698
     11   0.0945  0.0425     0.0303  0.1715
     12   0.0979  0.0420     0.0339  0.1734
     13   0.1011  0.0416     0.0370  0.1752
     14   0.0680  0.0301     0.0226  0.1204
     15   0.0702  0.0299     0.0251  0.1222
     16   0.0723  0.0297     0.0278  0.1240
     17   0.0743  0.0296     0.0296  0.1258
     18   0.0540  0.0213     0.0198  0.0888
     19   0.0554  0.0211     0.0216  0.0896
     20   0.0569  0.0209     0.0230  0.0911
     21   0.0582  0.0208     0.0245  0.0924
     22   0.0595  0.0207     0.0262  0.0937
     23   0.0608  0.0206     0.0279  0.0948
     24   0.0479  0.0162     0.0207  0.0736
     25   0.0375  0.0135     0.0141  0.0579
     26   0.0384  0.0132     0.0150  0.0585
     27   0.0392  0.0130     0.0158  0.0591
     28   0.0400  0.0129     0.0167  0.0597
     29   0.0408  0.0128     0.0176  0.0602
     30   0.0328  0.0108     0.0131  0.0481
     31   0.0335  0.0106     0.0141  0.0484
     32   0.0341  0.0105     0.0146  0.0491
     33   0.0273  0.0091     0.0093  0.0399
     34   0.0278  0.0089     0.0100  0.0401
     35   0.0283  0.0088     0.0107  0.0404
     36   0.0288  0.0087     0.0116  0.0407
     37   0.0293  0.0086     0.0126  0.0409
     38   0.0297  0.0085     0.0138  0.0411
     39   0.0246  0.0074     0.0090  0.0340
     40   0.0250  0.0073     0.0094  0.0342
     41   0.0206  0.0064     0.0074  0.0279

