Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -6.4636  1.7054    -9.2019 -3.9402
      1  -7.8935  0.9327    -4.7010 -6.7671
      2  -8.4551  0.6848    -2.7625 -7.8124
      3  -8.0228  0.6118    -8.9633 -7.5757
      4  -8.2079  0.5714    -9.1170 -7.8761
      5  -8.2379  0.4608    -9.0976 -7.9366
      6  -8.0682  0.7675    -9.1727 -7.5649
      7  -7.9978  0.6337    -8.8958 -7.6111
      8  -8.1216  0.6120    -9.0258 -7.8389
      9  -8.0497  0.6259    -8.9065 -7.7349
     10  -8.0330  0.4977    -8.6476 -7.8293
     11  -8.0972  0.4209    -8.6605 -7.8903
     12  -8.0775  0.3322    -8.5521 -7.8946
     13  -8.0886  0.2606    -8.5380 -7.9129
     14  -8.0961  0.2117    -8.5227 -7.9335
     15  -8.0988  0.1810    -8.5129 -7.9422
     16  -8.0999  0.1625    -8.5055 -7.9476
     17  -8.1008  0.1499    -8.4972 -7.9545
     18  -8.1016  0.1408    -8.4887 -7.9628
     19  -8.1017  0.1358    -8.4832 -7.9664
     20  -8.1022  0.1309    -8.4763 -7.9735
     21  -8.1025  0.1270    -8.4700 -7.9802
     22  -8.1029  0.1238    -8.4642 -7.9866
     23  -8.1032  0.1210    -8.4589 -7.9927
     24  -8.1034  0.1186    -8.4539 -7.9986
     25  -8.1034  0.1170    -8.4502 -8.0019
     26  -8.1041  0.1142    -8.4450 -8.0119
     27  -8.1047  0.1116    -8.4401 -8.0218
     28  -8.1052  0.1093    -8.4354 -8.0317
     29  -8.1051  0.1087    -8.4337 -8.0326
     30  -8.1050  0.1082    -8.4321 -8.0336
     31  -8.1050  0.1077    -8.4305 -8.0345
     32  -8.1049  0.1071    -8.4286 -8.0361
     33  -8.1049  0.1062    -8.4261 -8.0388
     34  -8.1050  0.1054    -8.4237 -8.0414
     35  -8.1054  0.1036    -8.4200 -8.0509
     36  -8.1054  0.1029    -8.4178 -8.0534
     37  -8.1054  0.1026    -8.4166 -8.0542
     38  -8.1058  0.1010    -8.4132 -8.0635
     39  -8.1061  0.0995    -8.4099 -8.0729
     40  -8.1061  0.0992    -8.4089 -8.0736
     41  -8.1061  0.0987    -8.4070 -8.0759

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1009  0.0590     0.0061  0.1897
      1   0.1013  0.0589     0.0062  0.1898
      2   0.1037  0.0581     0.0084  0.1901
      3   0.0984  0.0595     0.0053  0.1893
      4   0.0988  0.0588     0.0069  0.1892
      5   0.1041  0.0568     0.0124  0.1899
      6   0.0589  0.0460     0.0006  0.1497
      7   0.0686  0.0478     0.0028  0.1587
      8   0.0688  0.0477     0.0034  0.1593
      9   0.0681  0.0473     0.0028  0.1574
     10   0.0757  0.0471     0.0067  0.1623
     11   0.0830  0.0479     0.0099  0.1688
     12   0.0902  0.0471     0.0153  0.1725
     13   0.0924  0.0461     0.0197  0.1732
     14   0.0953  0.0451     0.0241  0.1743
     15   0.0966  0.0445     0.0269  0.1747
     16   0.0974  0.0441     0.0287  0.1749
     17   0.0985  0.0436     0.0306  0.1753
     18   0.0998  0.0431     0.0327  0.1757
     19   0.1004  0.0428     0.0341  0.1759
     20   0.1014  0.0425     0.0357  0.1763
     21   0.1024  0.0421     0.0371  0.1766
     22   0.1033  0.0418     0.0384  0.1769
     23   0.1041  0.0415     0.0397  0.1772
     24   0.1048  0.0413     0.0410  0.1775
     25   0.1053  0.0411     0.0418  0.1776
     26   0.1063  0.0408     0.0429  0.1780
     27   0.1072  0.0405     0.0441  0.1783
     28   0.1081  0.0403     0.0452  0.1786
     29   0.1082  0.0402     0.0455  0.1787
     30   0.1084  0.0401     0.0458  0.1787
     31   0.1085  0.0401     0.0461  0.1787
     32   0.1087  0.0400     0.0465  0.1788
     33   0.1090  0.0399     0.0471  0.1789
     34   0.1092  0.0398     0.0476  0.1790
     35   0.1100  0.0396     0.0486  0.1792
     36   0.1102  0.0395     0.0490  0.1793
     37   0.1103  0.0394     0.0491  0.1793
     38   0.1110  0.0392     0.0499  0.1796
     39   0.1116  0.0391     0.0506  0.1798
     40   0.1117  0.0390     0.0508  0.1799
     41   0.1119  0.0390     0.0511  0.1799

