trialNum, leftMoney, leftTime, rightMoney, rightTime
5.0, 400, 0.0, 800, 26
6.0, 200, 0.0, 800, 26
7.0, 300, 0.0, 800, 26
8.0, 250, 0.0, 800, 26
9.0, 225, 0.0, 800, 26
10.0, 237, 0.0, 800, 26
11.0, 800, 4.0, 400, 0
12.0, 800, 4.0, 200, 0
13.0, 800, 4.0, 100, 0
14.0, 800, 4.0, 50, 0
15.0, 800, 4.0, 75, 0
16.0, 800, 4.0, 87, 0
17.0, 400, 0.0, 800, 52
18.0, 600, 0.0, 800, 52
19.0, 700, 0.0, 800, 52
20.0, 750, 0.0, 800, 52
21.0, 775, 0.0, 800, 52
22.0, 762, 0.0, 800, 52
23.0, 400, 0.0, 800, 156
24.0, 200, 0.0, 800, 156
25.0, 100, 0.0, 800, 156
26.0, 150, 0.0, 800, 156
27.0, 175, 0.0, 800, 156
28.0, 187, 0.0, 800, 156
29.0, 800, 2.0, 400, 0
30.0, 800, 2.0, 200, 0
31.0, 800, 2.0, 300, 0
32.0, 800, 2.0, 350, 0
33.0, 800, 2.0, 375, 0
34.0, 800, 2.0, 387, 0
35.0, 800, 1.0, 400, 0
36.0, 800, 1.0, 600, 0
37.0, 800, 1.0, 700, 0
38.0, 800, 1.0, 750, 0
39.0, 800, 1.0, 725, 0
40.0, 800, 1.0, 712, 0
41.0, 400, 0.0, 800, 520
42.0, 200, 0.0, 800, 520
43.0, 300, 0.0, 800, 520
44.0, 250, 0.0, 800, 520
45.0, 275, 0.0, 800, 520
46.0, 287, 0.0, 800, 520
