trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0 1176 660.00  0.00 800.00  6.44  0
  1  677 380.00  0.00 800.00 21.50  0
  2  658 370.00  0.00 800.00 17.20  0
  3  728 410.00  0.00 800.00 10.80  0
  4  746 420.00  0.00 800.00 10.80  0
  5  746 440.00  0.00 800.00  8.60  0
  6  675 380.00  0.00 800.00 12.90  0
  7  675 370.00  0.00 800.00 10.80  0
  8  604 340.00  0.00 800.00 17.20  0
  9  301 170.00  0.00 800.00 52.00  0
 10  675 380.00  0.00 800.00 12.90  0
 11  283 160.00  0.00 800.00 52.00  0
 12  444 250.00  0.00 800.00 26.00  0
 13  568 320.00  0.00 800.00 17.20  0
 14   71  40.00  0.00 800.00 520.00  0
 15  906 510.00  0.00 800.00  6.44  0
 16  354 200.00  0.00 800.00 26.00  0
 17  817 460.00  0.00 800.00  8.60  0
 18  444 250.00  0.00 800.00 26.00  0
 19  816 460.00  0.00 800.00  6.44  0
 20  194 110.00  0.00 800.00 104.00  0
 21  746 420.00  0.00 800.00 10.80  0
 22  924 520.00  0.00 800.00  6.44  0
 23 1387 780.00  0.00 800.00  0.71  0
 24 1352 760.00  0.00 800.00  1.00  0
 25  141  80.00  0.00 800.00 156.00  0
 26  283 160.00  0.00 800.00 52.00  0
 27  283 140.00  0.00 800.00 26.00  0
 28  337 190.00  0.00 800.00 52.00  0
 29  782 440.00  0.00 800.00 10.80  0
 30  300 170.00  0.00 800.00 26.00  0
 31  161  90.00  0.00 800.00 520.00  0
 32  355 200.00  0.00 800.00 52.00  0
 33  569 320.00  0.00 800.00 21.50  0
 34  569 340.00  0.00 800.00 17.20  0
 35  282 160.00  0.00 800.00 26.00  0
 36  373 210.00  0.00 800.00 52.00  0
 37  373 230.00  0.00 800.00 104.00  0
 38  388 220.00  0.00 800.00 17.20  0
 39  302 170.00  0.00 800.00 104.00  0
 40  197 110.00  0.00 800.00 520.00  0
 41  302 150.00  0.00 800.00 52.00  0
