Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.7570  2.0722    -9.1275 -2.6622
      1  -3.8889  1.0597    -5.5471 -2.4716
      2  -4.6866  0.6710    -5.6181 -3.9817
      3  -5.1174  0.5220    -5.8302 -4.7426
      4  -4.9264  0.3855    -5.4177 -4.6371
      5  -5.0918  0.3563    -5.5491 -4.9194
      6  -5.0538  0.2539    -5.3377 -4.9203
      7  -5.0730  0.1867    -5.3375 -5.0729
      8  -5.0745  0.1434    -5.3368 -5.0760
      9  -5.1763  0.3653    -5.6180 -5.0771
     10  -5.1775  0.3155    -5.6124 -5.0817
     11  -5.1522  0.2211    -5.5888 -5.0818
     12  -5.2809  0.2695    -5.6487 -5.1043
     13  -5.2811  0.2330    -5.6179 -5.1084
     14  -5.2808  0.2095    -5.6164 -5.1107
     15  -5.2823  0.1939    -5.6152 -5.1134
     16  -5.2669  0.1551    -5.6068 -5.1110
     17  -5.2736  0.1466    -5.6069 -5.1157
     18  -5.2690  0.1361    -5.6041 -5.1148
     19  -5.2706  0.1332    -5.6040 -5.1161
     20  -5.2729  0.1307    -5.6040 -5.1179
     21  -5.2737  0.1294    -5.6039 -5.1186
     22  -5.2714  0.1268    -5.6025 -5.1179
     23  -5.2728  0.1257    -5.6025 -5.1189
     24  -5.2748  0.1243    -5.6026 -5.1205
     25  -5.2766  0.1230    -5.6027 -5.1221
     26  -5.2742  0.1222    -5.6016 -5.1209
     27  -5.2792  0.1191    -5.6019 -5.1252
     28  -5.2774  0.1190    -5.6012 -5.1240
     29  -5.2821  0.1159    -5.6016 -5.1285
     30  -5.2813  0.1159    -5.6013 -5.1279
     31  -5.2821  0.1153    -5.6013 -5.1288
     32  -5.2845  0.1136    -5.6015 -5.1314
     33  -5.2852  0.1131    -5.6016 -5.1322
     34  -5.2835  0.1137    -5.6012 -5.1306
     35  -5.2811  0.1149    -5.6008 -5.1282
     36  -5.2789  0.1162    -5.6005 -5.1261
     37  -5.3398  0.0499    -5.6075 -5.3505
     38  -5.3428  0.0426    -5.6079 -5.3532
     39  -5.3412  0.0383    -5.6065 -5.3530
     40  -5.3425  0.0338    -5.6066 -5.3542
     41  -5.3413  0.0299    -5.6056 -5.3540

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1017  0.0587     0.0068  0.1898
      1   0.1014  0.0588     0.0065  0.1898
      2   0.1006  0.0590     0.0059  0.1896
      3   0.1002  0.0590     0.0055  0.1895
      4   0.1041  0.0578     0.0089  0.1901
      5   0.1059  0.0578     0.0087  0.1906
      6   0.1143  0.0551     0.0166  0.1917
      7   0.1221  0.0518     0.0265  0.1926
      8   0.1245  0.0502     0.0326  0.1928
      9   0.0657  0.0411     0.0063  0.1423
     10   0.0696  0.0411     0.0092  0.1459
     11   0.0721  0.0402     0.0145  0.1472
     12   0.0535  0.0300     0.0091  0.1063
     13   0.0550  0.0297     0.0112  0.1073
     14   0.0560  0.0294     0.0131  0.1080
     15   0.0572  0.0293     0.0146  0.1090
     16   0.0593  0.0289     0.0174  0.1103
     17   0.0608  0.0289     0.0189  0.1119
     18   0.0616  0.0286     0.0208  0.1125
     19   0.0622  0.0285     0.0214  0.1130
     20   0.0629  0.0285     0.0221  0.1136
     21   0.0633  0.0284     0.0226  0.1139
     22   0.0639  0.0282     0.0234  0.1143
     23   0.0643  0.0282     0.0240  0.1146
     24   0.0649  0.0281     0.0245  0.1151
     25   0.0654  0.0281     0.0251  0.1155
     26   0.0661  0.0280     0.0263  0.1160
     27   0.0669  0.0280     0.0271  0.1168
     28   0.0675  0.0279     0.0280  0.1172
     29   0.0682  0.0280     0.0285  0.1181
     30   0.0685  0.0279     0.0289  0.1184
     31   0.0688  0.0279     0.0291  0.1186
     32   0.0692  0.0279     0.0295  0.1191
     33   0.0695  0.0279     0.0297  0.1193
     34   0.0702  0.0278     0.0304  0.1199
     35   0.0711  0.0278     0.0313  0.1208
     36   0.0720  0.0277     0.0322  0.1216
     37   0.0402  0.0122     0.0196  0.0595
     38   0.0410  0.0123     0.0207  0.0604
     39   0.0417  0.0123     0.0211  0.0610
     40   0.0424  0.0124     0.0215  0.0616
     41   0.0431  0.0125     0.0219  0.0622

