Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.7571  2.0721    -9.1275 -2.6623
      1  -4.1473  1.1827    -6.0568 -2.4985
      2  -5.0898  0.6938    -6.1468 -4.2810
      3  -4.6582  0.4942    -5.3368 -4.2391
      4  -4.3697  0.4143    -4.8929 -4.0430
      5  -4.2148  0.3980    -4.6891 -3.8971
      6  -4.2644  0.2752    -4.6905 -4.2385
      7  -4.2649  0.2107    -4.6826 -4.2418
      8  -4.2653  0.1689    -4.6775 -4.2445
      9  -4.2585  0.1343    -4.6519 -4.2447
     10  -4.2543  0.1133    -4.6304 -4.2448
     11  -4.4658  0.5279    -5.0443 -4.0611
     12  -4.3615  0.6434    -5.0296 -3.8796
     13  -4.3588  0.5096    -4.9538 -4.0043
     14  -4.3618  0.4095    -4.9117 -4.0671
     15  -4.2972  0.3724    -4.7737 -4.0324
     16  -4.2532  0.3210    -4.7344 -4.0181
     17  -4.2660  0.2617    -4.7338 -4.0682
     18  -4.2769  0.2186    -4.7350 -4.1348
     19  -4.2524  0.1836    -4.6917 -4.1172
     20  -4.2457  0.1573    -4.6717 -4.1185
     21  -4.2410  0.1399    -4.6528 -4.1196
     22  -4.2534  0.1237    -4.6655 -4.2333
     23  -4.2391  0.1063    -4.5745 -4.2076
     24  -4.2314  0.0943    -4.5100 -4.1952
     25  -4.2391  0.0819    -4.5111 -4.2414
     26  -4.2395  0.0792    -4.5110 -4.2418
     27  -4.2353  0.0714    -4.5069 -4.2415
     28  -4.2334  0.0671    -4.5050 -4.2414
     29  -4.2312  0.0626    -4.5029 -4.2412
     30  -4.2293  0.0591    -4.5013 -4.2409
     31  -4.2299  0.0574    -4.5013 -4.2415
     32  -4.2289  0.0555    -4.5004 -4.2413
     33  -4.2284  0.0543    -4.5000 -4.2413
     34  -4.2287  0.0535    -4.5000 -4.2415
     35  -4.2292  0.0522    -4.5000 -4.2420
     36  -4.2296  0.0513    -4.5000 -4.2424
     37  -4.2298  0.0507    -4.5000 -4.2426
     38  -4.2292  0.0499    -4.4996 -4.2424
     39  -4.2290  0.0495    -4.4995 -4.2424
     40  -4.2294  0.0485    -4.4995 -4.2427
     41  -4.2290  0.0483    -4.4993 -4.2426

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1017  0.0587     0.0068  0.1898
      1   0.1019  0.0586     0.0073  0.1898
      2   0.1017  0.0587     0.0069  0.1898
      3   0.1026  0.0583     0.0079  0.1899
      4   0.1023  0.0586     0.0074  0.1899
      5   0.1006  0.0588     0.0067  0.1896
      6   0.1115  0.0554     0.0150  0.1911
      7   0.1134  0.0542     0.0196  0.1913
      8   0.1151  0.0531     0.0233  0.1915
      9   0.1169  0.0520     0.0271  0.1916
     10   0.1184  0.0511     0.0300  0.1917
     11   0.0256  0.0160     0.0009  0.0523
     12   0.0207  0.0131     0.0001  0.0413
     13   0.0224  0.0129     0.0010  0.0430
     14   0.0239  0.0129     0.0022  0.0445
     15   0.0252  0.0133     0.0029  0.0466
     16   0.0268  0.0138     0.0040  0.0487
     17   0.0284  0.0138     0.0061  0.0506
     18   0.0298  0.0138     0.0075  0.0522
     19   0.0314  0.0141     0.0083  0.0540
     20   0.0322  0.0139     0.0091  0.0545
     21   0.0329  0.0138     0.0099  0.0549
     22   0.0343  0.0140     0.0111  0.0568
     23   0.0357  0.0142     0.0124  0.0588
     24   0.0369  0.0143     0.0139  0.0601
     25   0.0383  0.0144     0.0147  0.0613
     26   0.0384  0.0144     0.0149  0.0614
     27   0.0393  0.0144     0.0155  0.0621
     28   0.0400  0.0143     0.0160  0.0627
     29   0.0408  0.0143     0.0167  0.0637
     30   0.0417  0.0144     0.0175  0.0648
     31   0.0418  0.0143     0.0178  0.0649
     32   0.0425  0.0143     0.0186  0.0656
     33   0.0430  0.0143     0.0193  0.0661
     34   0.0431  0.0143     0.0195  0.0661
     35   0.0432  0.0143     0.0199  0.0662
     36   0.0433  0.0142     0.0202  0.0663
     37   0.0434  0.0142     0.0204  0.0663
     38   0.0440  0.0142     0.0210  0.0668
     39   0.0443  0.0142     0.0212  0.0671
     40   0.0444  0.0142     0.0214  0.0672
     41   0.0450  0.0142     0.0217  0.0677

