trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0 1061 590.00  0.00 800.00 520.00  0
  1  716 400.00  0.00 800.00 104.00  1
  2  647 360.00  0.00 800.00 520.00  0
  3  682 380.00  0.00 800.00 260.00  0
  4  681 380.00  0.00 800.00 156.00  1
  5  771 430.00  0.00 800.00 156.00  1
  6  700 390.00  0.00 800.00 260.00  0
  7  771 450.00  0.00 800.00 104.00  1
  8  771 420.00  0.00 800.00 104.00  0
  9    3  10.00  0.00 800.00  2.00  1
 10    1  10.00  0.00 800.00  0.71  1
 11  772 430.00  0.00 800.00 260.00  0
 12  573 320.00  0.00 800.00 156.00  0
 13    0  10.00  0.00 800.00  0.43  1
 14  536 300.00  0.00 800.00 104.00  1
 15  572 320.00  0.00 800.00 104.00  1
 16  915 510.00  0.00 800.00 156.00  0
 17  644 360.00  0.00 800.00 104.00  1
 18  662 370.00  0.00 800.00 104.00  1
 19  861 480.00  0.00 800.00 156.00  0
 20  663 370.00  0.00 800.00 156.00  1
 21  591 330.00  0.00 800.00 156.00  0
 22  897 500.00  0.00 800.00 156.00  0
 23  843 470.00  0.00 800.00 156.00  1
 24  572 320.00  0.00 800.00 104.00  1
 25  969 540.00  0.00 800.00 156.00  0
 26  519 290.00  0.00 800.00 156.00  1
 27  915 510.00  0.00 800.00 156.00  0
 28  915 530.00  0.00 800.00 260.00  0
 29  537 300.00  0.00 800.00 156.00  0
 30  572 320.00  0.00 800.00 104.00  1
 31  897 500.00  0.00 800.00 156.00  0
 32  608 340.00  0.00 800.00 104.00  1
 33  645 360.00  0.00 800.00 156.00  1
 34  537 300.00  0.00 800.00 156.00  1
 35  879 490.00  0.00 800.00 156.00  0
 36  573 320.00  0.00 800.00 156.00  1
 37  591 330.00  0.00 800.00 156.00  1
 38  879 490.00  0.00 800.00 156.00  0
 39  591 350.00  0.00 800.00 260.00  0
 40  627 350.00  0.00 800.00 156.00  1
 41  591 350.00  0.00 800.00 260.00  0
