trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0 1351 760.00  0.00 800.00  0.71  1
  1  647 360.00  0.00 800.00 520.00  0
  2  626 350.00  0.00 800.00 104.00  0
  3  804 450.00  0.00 800.00 26.00  1
  4  679 380.00  0.00 800.00 52.00  1
  5  769 430.00  0.00 800.00 52.00  1
  6  626 350.00  0.00 800.00 104.00  0
  7  769 440.00  0.00 800.00 26.00  1
  8  769 440.00  0.00 800.00 104.00  0
  9  769 450.00  0.00 800.00 104.00  0
 10  769 440.00  0.00 800.00 26.00  1
 11  769 440.00  0.00 800.00 104.00  0
 12  769 440.00  0.00 800.00 26.00  1
 13  769 430.00  0.00 800.00 26.00  1
 14  769 420.00  0.00 800.00 26.00  1
 15  769 410.00  0.00 800.00 104.00  0
 16  769 420.00  0.00 800.00 26.00  1
 17  769 440.00  0.00 800.00 104.00  0
 18  769 410.00  0.00 800.00 104.00  0
 19  769 420.00  0.00 800.00 104.00  0
 20  769 450.00  0.00 800.00 104.00  0
 21  769 420.00  0.00 800.00 26.00  1
 22  769 410.00  0.00 800.00 26.00  1
 23  769 410.00  0.00 800.00 26.00  1
 24  769 450.00  0.00 800.00 104.00  0
 25  769 420.00  0.00 800.00 104.00  0
 26  769 420.00  0.00 800.00 26.00  1
 27  769 440.00  0.00 800.00 26.00  1
 28  769 440.00  0.00 800.00 104.00  0
 29  769 450.00  0.00 800.00 104.00  0
 30  769 410.00  0.00 800.00 104.00  0
 31  769 450.00  0.00 800.00 26.00  1
 32  769 430.00  0.00 800.00 26.00  1
 33  769 420.00  0.00 800.00 26.00  1
 34  769 440.00  0.00 800.00 26.00  1
 35  769 430.00  0.00 800.00 26.00  1
 36  769 430.00  0.00 800.00 104.00  0
 37  769 430.00  0.00 800.00 26.00  1
 38  769 440.00  0.00 800.00 104.00  0
 39  769 450.00  0.00 800.00 104.00  0
 40  769 450.00  0.00 800.00 26.00  1
 41  769 440.00  0.00 800.00 104.00  0
