trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0 1105 620.00  0.00 800.00  8.60  1
  1  737 410.00  0.00 800.00 520.00  1
  2 1097 610.00  0.00 800.00 520.00  0
  3  935 520.00  0.00 800.00 520.00  0
  4  845 470.00  0.00 800.00 520.00  0
  5  719 400.00  0.00 800.00 520.00  0
  6  790 440.00  0.00 800.00 260.00  0
  7  752 420.00  0.00 800.00 104.00  1
  8  735 410.00  0.00 800.00 156.00  1
  9  682 380.00  0.00 800.00 260.00  1
 10  772 430.00  0.00 800.00 260.00  0
 11    1  10.00  0.00 800.00  0.71  1
 12  592 330.00  0.00 800.00 260.00  1
 13  790 440.00  0.00 800.00 260.00  0
 14  556 310.00  0.00 800.00 260.00  1
 15  719 400.00  0.00 800.00 520.00  0
 16  610 340.00  0.00 800.00 260.00  1
 17  862 480.00  0.00 800.00 260.00  0
 18  826 460.00  0.00 800.00 260.00  1
 19  790 440.00  0.00 800.00 260.00  1
 20  773 430.00  0.00 800.00 520.00  1
 21  917 510.00  0.00 800.00 520.00  0
 22  917 500.00  0.00 800.00 260.00  1
 23  935 520.00  0.00 800.00 520.00  0
 24  917 510.00  0.00 800.00 260.00  0
 25  574 320.00  0.00 800.00 260.00  1
 26  574 320.00  0.00 800.00 156.00  1
 27  827 460.00  0.00 800.00 520.00  1
 28  935 520.00  0.00 800.00 520.00  0
 29  953 530.00  0.00 800.00 520.00  0
 30  881 490.00  0.00 800.00 520.00  0
 31  628 350.00  0.00 800.00 260.00  1
 32  646 360.00  0.00 800.00 260.00  1
 33  431 240.00  0.00 800.00 520.00  1
 34  827 460.00  0.00 800.00 520.00  1
 35  953 530.00  0.00 800.00 520.00  0
 36  449 250.00  0.00 800.00 520.00  1
 37  917 510.00  0.00 800.00 520.00  0
 38  503 280.00  0.00 800.00 520.00  1
 39  881 490.00  0.00 800.00 520.00  0
 40  521 290.00  0.00 800.00 520.00  1
 41  539 300.00  0.00 800.00 520.00  1
