Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -6.3476  1.7433    -9.1878 -3.7704
      1  -7.7696  0.9848    -5.1375 -6.5197
      2  -6.8566  0.6252    -7.7614 -6.3449
      3  -6.5411  0.5264    -7.1725 -6.1805
      4  -6.3677  0.5182    -6.9122 -5.8972
      5  -5.9148  0.9177    -6.8510 -3.9942
      6  -5.2310  1.2274    -7.1563 -3.1138
      7  -5.5802  0.9504    -6.9174 -3.9738
      8  -5.7648  0.7613    -6.7742 -4.7234
      9  -5.8989  0.6399    -6.7410 -5.1969
     10  -5.6995  0.7170    -6.6661 -4.8486
     11  -5.6993  0.5947    -6.5347 -5.0218
     12  -5.7722  0.4972    -6.5265 -5.3030
     13  -5.6510  0.4857    -6.3670 -5.1571
     14  -5.6957  0.4058    -6.3635 -5.3557
     15  -5.6621  0.3444    -6.2314 -5.3572
     16  -5.7003  0.2960    -6.2504 -5.4206
     17  -5.6555  0.2613    -6.1503 -5.4034
     18  -5.7510  0.2916    -6.2736 -5.4983
     19  -5.8203  0.2847    -6.3507 -5.6271
     20  -5.9318  0.4554    -6.6162 -5.6238
     21  -5.9119  0.3758    -6.4890 -5.6308
     22  -5.9870  0.4045    -6.6245 -5.6715
     23  -5.9698  0.3380    -6.5349 -5.6784
     24  -5.9244  0.3140    -6.4353 -5.6569
     25  -5.9406  0.2706    -6.4346 -5.6888
     26  -5.9459  0.2405    -6.4328 -5.7049
     27  -6.0413  0.3283    -6.6443 -5.7447
     28  -6.0228  0.2865    -6.5857 -5.7439
     29  -6.0092  0.2562    -6.5236 -5.7432
     30  -5.9935  0.2347    -6.4452 -5.7382
     31  -6.0104  0.2172    -6.4467 -5.7937
     32  -6.0255  0.2042    -6.4551 -5.8670
     33  -6.0408  0.1951    -6.4728 -5.9010
     34  -6.1177  0.2175    -6.6409 -5.9177
     35  -6.1046  0.2037    -6.6090 -5.9160
     36  -6.1197  0.1939    -6.6178 -5.9270
     37  -6.1068  0.1844    -6.5812 -5.9245
     38  -6.1249  0.1764    -6.5970 -5.9368
     39  -6.1118  0.1693    -6.5527 -5.9332
     40  -6.1295  0.1618    -6.5730 -5.9464
     41  -6.1467  0.1545    -6.5919 -5.9633

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1025  0.0585     0.0074  0.1899
      1   0.1025  0.0584     0.0078  0.1899
      2   0.0995  0.0596     0.0045  0.1895
      3   0.0999  0.0594     0.0043  0.1895
      4   0.0982  0.0596     0.0039  0.1892
      5   0.0379  0.0365     0.0001  0.1103
      6   0.0118  0.0103     0.0000  0.0286
      7   0.0145  0.0114     0.0000  0.0330
      8   0.0170  0.0120     0.0001  0.0363
      9   0.0192  0.0126     0.0001  0.0396
     10   0.0160  0.0107     0.0001  0.0327
     11   0.0167  0.0104     0.0002  0.0330
     12   0.0183  0.0106     0.0008  0.0345
     13   0.0183  0.0109     0.0007  0.0351
     14   0.0198  0.0110     0.0014  0.0372
     15   0.0212  0.0111     0.0021  0.0388
     16   0.0225  0.0113     0.0030  0.0403
     17   0.0239  0.0117     0.0039  0.0423
     18   0.0210  0.0101     0.0027  0.0363
     19   0.0210  0.0101     0.0027  0.0364
     20   0.0143  0.0072     0.0006  0.0245
     21   0.0151  0.0071     0.0010  0.0252
     22   0.0142  0.0067     0.0008  0.0234
     23   0.0149  0.0066     0.0012  0.0241
     24   0.0154  0.0068     0.0013  0.0250
     25   0.0161  0.0067     0.0018  0.0255
     26   0.0164  0.0067     0.0021  0.0257
     27   0.0129  0.0054     0.0009  0.0196
     28   0.0135  0.0053     0.0012  0.0199
     29   0.0139  0.0053     0.0014  0.0201
     30   0.0144  0.0053     0.0017  0.0203
     31   0.0149  0.0053     0.0021  0.0206
     32   0.0154  0.0052     0.0025  0.0207
     33   0.0158  0.0052     0.0030  0.0216
     34   0.0139  0.0047     0.0017  0.0195
     35   0.0142  0.0047     0.0020  0.0197
     36   0.0146  0.0047     0.0024  0.0199
     37   0.0150  0.0046     0.0028  0.0201
     38   0.0154  0.0046     0.0034  0.0203
     39   0.0157  0.0046     0.0042  0.0205
     40   0.0161  0.0047     0.0050  0.0206
     41   0.0164  0.0047     0.0059  0.0210

