Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.7599  2.0710    -9.1279 -2.6649
      1  -4.0179  1.1215    -5.7979 -2.4860
      2  -3.1978  0.7238    -4.2125 -2.4015
      3  -2.6739  0.5793    -3.3062 -2.3462
      4  -2.5037  0.4957    -2.9246 -2.3303
      5  -2.3784  0.4856    -2.7517 -2.3178
      6  -2.3380  0.3636    -2.5735 -2.3168
      7  -2.5880  0.9671    -3.7592 -2.3220
      8  -2.4846  0.8130    -2.8736 -2.3190
      9  -2.4095  0.6398    -2.7486 -2.3177
     10  -2.3621  0.4834    -2.5775 -2.3171
     11  -2.3353  0.3476    -2.5736 -2.3168
     12  -2.3201  0.2603    -2.5690 -2.3166
     13  -2.3164  0.2204    -2.5691 -2.3166
     14  -2.3318  0.3042    -2.5760 -2.3170
     15  -2.4336  0.6190    -2.8171 -2.3197
     16  -2.8448  1.3224    -6.5641 -2.3299
     17  -2.6532  0.9963    -4.1659 -2.3283
     18  -2.5466  0.7360    -2.9832 -2.3275
     19  -2.4870  0.5520    -2.8471 -2.3267
     20  -2.8894  1.2936    -6.4685 -2.3374
     21  -2.7068  0.9802    -4.1232 -2.3355
     22  -2.6040  0.7299    -3.1359 -2.3345
     23  -2.5446  0.5666    -3.0613 -2.3331
     24  -2.5077  0.4388    -2.9989 -2.3322
     25  -2.4839  0.3466    -2.9327 -2.3313
     26  -2.4681  0.2797    -2.8597 -2.3307
     27  -2.4572  0.2324    -2.8488 -2.3301
     28  -2.4646  0.2065    -2.8497 -2.3320
     29  -2.4748  0.1891    -2.8509 -2.3348
     30  -2.4879  0.1768    -2.8524 -2.3388
     31  -2.5022  0.1666    -2.8539 -2.3444
     32  -2.5173  0.1570    -2.8562 -2.3522
     33  -2.5337  0.1472    -2.8792 -2.3646
     34  -2.5470  0.1373    -2.8940 -2.3805
     35  -2.5575  0.1282    -2.9042 -2.4003
     36  -2.5611  0.1230    -2.9021 -2.4109
     37  -2.5542  0.1167    -2.8530 -2.4050
     38  -2.5635  0.1079    -2.8537 -2.4368
     39  -2.5679  0.1023    -2.8538 -2.4614
     40  -2.5630  0.0976    -2.8499 -2.4533
     41  -2.5268  0.1261    -2.8462 -2.3670

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1019  0.0587     0.0070  0.1898
      1   0.1018  0.0587     0.0070  0.1898
      2   0.1024  0.0583     0.0081  0.1899
      3   0.1022  0.0582     0.0083  0.1898
      4   0.1067  0.0569     0.0121  0.1905
      5   0.1083  0.0563     0.0137  0.1907
      6   0.1172  0.0533     0.0225  0.1919
      7   0.0457  0.0338     0.0001  0.1077
      8   0.0516  0.0349     0.0012  0.1154
      9   0.0571  0.0352     0.0067  0.1211
     10   0.0615  0.0349     0.0111  0.1248
     11   0.0632  0.0343     0.0147  0.1259
     12   0.0669  0.0343     0.0177  0.1295
     13   0.0710  0.0354     0.0200  0.1358
     14   0.0585  0.0294     0.0152  0.1100
     15   0.0367  0.0193     0.0053  0.0682
     16   0.0197  0.0138     0.0000  0.0412
     17   0.0210  0.0133     0.0001  0.0418
     18   0.0218  0.0129     0.0007  0.0422
     19   0.0229  0.0127     0.0019  0.0432
     20   0.0110  0.0074     0.0000  0.0207
     21   0.0117  0.0070     0.0001  0.0211
     22   0.0121  0.0068     0.0003  0.0214
     23   0.0129  0.0068     0.0006  0.0226
     24   0.0135  0.0068     0.0008  0.0234
     25   0.0141  0.0069     0.0010  0.0242
     26   0.0147  0.0069     0.0012  0.0248
     27   0.0153  0.0070     0.0015  0.0254
     28   0.0160  0.0070     0.0018  0.0261
     29   0.0167  0.0071     0.0021  0.0267
     30   0.0175  0.0073     0.0026  0.0273
     31   0.0182  0.0074     0.0032  0.0284
     32   0.0190  0.0076     0.0039  0.0299
     33   0.0198  0.0077     0.0049  0.0312
     34   0.0206  0.0079     0.0061  0.0322
     35   0.0213  0.0080     0.0071  0.0329
     36   0.0218  0.0079     0.0073  0.0332
     37   0.0224  0.0079     0.0076  0.0336
     38   0.0231  0.0080     0.0079  0.0342
     39   0.0236  0.0080     0.0082  0.0344
     40   0.0242  0.0080     0.0085  0.0352
     41   0.0210  0.0067     0.0076  0.0302

