Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.7602  2.0709    -9.1279 -2.6650
      1  -4.0185  1.1222    -5.7985 -2.4860
      2  -3.1984  0.7250    -4.2130 -2.4015
      3  -3.7337  0.5426    -4.4072 -3.3443
      4  -4.0427  0.5604    -4.7767 -3.7325
      5  -4.4959  0.9403    -6.6174 -3.8156
      6  -4.2672  0.6920    -5.2494 -3.8005
      7  -4.3601  0.6369    -5.3015 -4.0049
      8  -4.2668  0.4835    -4.7592 -4.0049
      9  -4.2842  0.3917    -4.7411 -4.1427
     10  -4.4830  0.6819    -5.5261 -4.1337
     11  -4.8808  1.0363    -7.4689 -4.0237
     12  -4.8005  0.8512    -6.5013 -4.1591
     13  -4.6717  0.6774    -5.7380 -4.1940
     14  -4.5835  0.5514    -5.3423 -4.2010
     15  -4.5240  0.4503    -5.1673 -4.2034
     16  -4.6942  0.5991    -5.5165 -4.2513
     17  -4.6428  0.4869    -5.3121 -4.2577
     18  -4.6060  0.4035    -5.2292 -4.2602
     19  -4.6234  0.3445    -5.2247 -4.3042
     20  -4.5844  0.3018    -5.0926 -4.2933
     21  -4.6038  0.2661    -5.1014 -4.3384
     22  -4.7018  0.3025    -5.2664 -4.4504
     23  -4.8225  0.4076    -5.4596 -4.5202
     24  -4.7941  0.3444    -5.3389 -4.5203
     25  -4.8064  0.3017    -5.3378 -4.5397
     26  -4.7853  0.2665    -5.3141 -4.5378
     27  -4.7997  0.2432    -5.3159 -4.5556
     28  -4.7803  0.2224    -5.2931 -4.5518
     29  -4.7535  0.2076    -5.2595 -4.5437
     30  -4.7726  0.1939    -5.2680 -4.5622
     31  -4.7596  0.1832    -5.2436 -4.5588
     32  -4.6921  0.1990    -5.1526 -4.5247
     33  -4.7126  0.1875    -5.1733 -4.5374
     34  -4.7323  0.1777    -5.1926 -4.5500
     35  -4.7178  0.1703    -5.1341 -4.5462
     36  -4.7371  0.1617    -5.1597 -4.5592
     37  -4.7559  0.1531    -5.1833 -4.5757
     38  -4.7871  0.1459    -5.2324 -4.6163
     39  -4.7763  0.1387    -5.1969 -4.6081
     40  -4.7784  0.1359    -5.1970 -4.6140
     41  -4.8071  0.1335    -5.2483 -4.6882

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1018  0.0587     0.0069  0.1898
      1   0.1018  0.0587     0.0069  0.1898
      2   0.1024  0.0584     0.0081  0.1899
      3   0.1006  0.0590     0.0061  0.1897
      4   0.0947  0.0604     0.0034  0.1886
      5   0.0369  0.0359     0.0001  0.1085
      6   0.0458  0.0379     0.0001  0.1194
      7   0.0503  0.0410     0.0004  0.1305
      8   0.0584  0.0417     0.0027  0.1381
      9   0.0655  0.0427     0.0054  0.1454
     10   0.0300  0.0223     0.0001  0.0690
     11   0.0128  0.0104     0.0000  0.0296
     12   0.0139  0.0101     0.0001  0.0304
     13   0.0157  0.0103     0.0001  0.0323
     14   0.0174  0.0105     0.0005  0.0338
     15   0.0189  0.0106     0.0011  0.0352
     16   0.0139  0.0078     0.0001  0.0254
     17   0.0148  0.0078     0.0006  0.0261
     18   0.0157  0.0077     0.0011  0.0266
     19   0.0165  0.0077     0.0015  0.0272
     20   0.0175  0.0079     0.0019  0.0281
     21   0.0183  0.0079     0.0025  0.0294
     22   0.0161  0.0069     0.0017  0.0258
     23   0.0127  0.0058     0.0007  0.0199
     24   0.0133  0.0057     0.0010  0.0202
     25   0.0139  0.0057     0.0012  0.0205
     26   0.0144  0.0056     0.0015  0.0207
     27   0.0149  0.0056     0.0018  0.0212
     28   0.0155  0.0056     0.0022  0.0222
     29   0.0160  0.0057     0.0026  0.0232
     30   0.0165  0.0057     0.0032  0.0240
     31   0.0170  0.0057     0.0040  0.0246
     32   0.0153  0.0051     0.0025  0.0206
     33   0.0158  0.0052     0.0031  0.0212
     34   0.0162  0.0052     0.0037  0.0222
     35   0.0167  0.0052     0.0046  0.0230
     36   0.0171  0.0052     0.0056  0.0237
     37   0.0175  0.0053     0.0067  0.0244
     38   0.0175  0.0053     0.0066  0.0244
     39   0.0179  0.0053     0.0071  0.0248
     40   0.0181  0.0053     0.0072  0.0250
     41   0.0178  0.0052     0.0072  0.0246

