Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.7575  2.0720    -9.1276 -2.6626
      1  -7.5057  1.1128    -6.0437 -6.0013
      2  -6.5920  0.6848    -7.6320 -5.9110
      3  -6.1493  0.5097    -6.8328 -5.7309
      4  -6.3313  0.3938    -6.9173 -6.1451
      5  -6.4840  0.3679    -6.9956 -6.3061
      6  -6.4293  0.2539    -6.7218 -6.2968
      7  -6.4351  0.2000    -6.7210 -6.3185
      8  -6.4376  0.1676    -6.7206 -6.3306
      9  -6.4388  0.1480    -6.7202 -6.3384
     10  -6.4395  0.1357    -6.7199 -6.3448
     11  -6.4397  0.1283    -6.7197 -6.3489
     12  -6.4399  0.1232    -6.7195 -6.3528
     13  -6.4401  0.1191    -6.7193 -6.3578
     14  -6.4400  0.1166    -6.7192 -6.3600
     15  -6.4400  0.1143    -6.7190 -6.3624
     16  -6.4399  0.1125    -6.7189 -6.3642
     17  -6.4399  0.1110    -6.7188 -6.3657
     18  -6.4400  0.1088    -6.7187 -6.3700
     19  -6.4400  0.1072    -6.7186 -6.3722
     20  -6.4399  0.1060    -6.7185 -6.3737
     21  -6.4400  0.1045    -6.7184 -6.3763
     22  -6.4401  0.1029    -6.7183 -6.3797
     23  -6.4285  0.3824    -7.2173 -6.1880
     24  -6.3191  0.2539    -6.8871 -6.1786
     25  -6.4502  0.2999    -7.0609 -6.2151
     26  -6.3916  0.2202    -6.9089 -6.2071
     27  -6.4615  0.2268    -6.9679 -6.2492
     28  -6.4800  0.2220    -6.9747 -6.2817
     29  -6.6390  0.3361    -7.3824 -6.4559
     30  -6.5738  0.2490    -7.1480 -6.4517
     31  -6.5271  0.1947    -6.9877 -6.4474
     32  -6.4942  0.1608    -6.9538 -6.4029
     33  -6.4569  0.1683    -6.9278 -6.2748
     34  -6.4133  0.1817    -6.8944 -6.2246
     35  -6.3906  0.1659    -6.8166 -6.2175
     36  -6.3455  0.1626    -6.7184 -6.2022
     37  -6.3965  0.1568    -6.7879 -6.2238
     38  -6.4215  0.1478    -6.8278 -6.2476
     39  -6.4365  0.1399    -6.8457 -6.2746
     40  -6.4249  0.1297    -6.7725 -6.2652
     41  -6.4169  0.1237    -6.7216 -6.2587

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1018  0.0587     0.0068  0.1898
      1   0.1019  0.0587     0.0069  0.1899
      2   0.1004  0.0593     0.0056  0.1897
      3   0.1005  0.0591     0.0054  0.1896
      4   0.1040  0.0578     0.0086  0.1901
      5   0.1021  0.0578     0.0084  0.1896
      6   0.1131  0.0549     0.0169  0.1913
      7   0.1144  0.0540     0.0205  0.1915
      8   0.1152  0.0534     0.0225  0.1915
      9   0.1157  0.0530     0.0239  0.1916
     10   0.1162  0.0526     0.0251  0.1916
     11   0.1166  0.0524     0.0260  0.1916
     12   0.1169  0.0522     0.0269  0.1917
     13   0.1173  0.0519     0.0278  0.1917
     14   0.1175  0.0517     0.0283  0.1917
     15   0.1177  0.0516     0.0288  0.1917
     16   0.1179  0.0515     0.0292  0.1917
     17   0.1180  0.0514     0.0295  0.1918
     18   0.1183  0.0512     0.0302  0.1918
     19   0.1185  0.0510     0.0306  0.1918
     20   0.1187  0.0509     0.0310  0.1918
     21   0.1189  0.0508     0.0314  0.1918
     22   0.1191  0.0506     0.0320  0.1919
     23   0.0264  0.0121     0.0060  0.0454
     24   0.0291  0.0121     0.0084  0.0478
     25   0.0251  0.0107     0.0071  0.0411
     26   0.0268  0.0106     0.0082  0.0429
     27   0.0262  0.0109     0.0078  0.0431
     28   0.0269  0.0113     0.0079  0.0448
     29   0.0200  0.0084     0.0037  0.0324
     30   0.0214  0.0083     0.0064  0.0334
     31   0.0227  0.0084     0.0075  0.0343
     32   0.0238  0.0085     0.0080  0.0359
     33   0.0214  0.0073     0.0075  0.0318
     34   0.0196  0.0064     0.0071  0.0274
     35   0.0203  0.0064     0.0075  0.0279
     36   0.0204  0.0063     0.0076  0.0278
     37   0.0199  0.0062     0.0074  0.0274
     38   0.0202  0.0064     0.0074  0.0276
     39   0.0206  0.0065     0.0075  0.0287
     40   0.0212  0.0064     0.0078  0.0296
     41   0.0216  0.0064     0.0081  0.0302

