Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.7565  2.0723    -9.1275 -2.6618
      1  -4.0159  1.1230    -5.7982 -2.4845
      2  -4.9605  0.6653    -5.8874 -4.2647
      3  -4.5189  0.4867    -5.1035 -4.1306
      4  -4.8200  0.4763    -5.3599 -4.5493
      5  -4.8174  0.3777    -5.3156 -4.5923
      6  -4.7740  0.2641    -5.0776 -4.5927
      7  -4.7586  0.2043    -5.0560 -4.5952
      8  -4.7540  0.1681    -5.0528 -4.5992
      9  -4.7568  0.1377    -5.0526 -4.6126
     10  -4.7587  0.1196    -5.0525 -4.6225
     11  -4.7578  0.1105    -5.0517 -4.6240
     12  -4.7601  0.1008    -5.0517 -4.6352
     13  -4.7594  0.0971    -5.0509 -4.6358
     14  -4.7610  0.0921    -5.0510 -4.6439
     15  -4.7609  0.0909    -5.0508 -4.6445
     16  -4.7608  0.0901    -5.0506 -4.6451
     17  -4.7606  0.0897    -5.0505 -4.6449
     18  -4.7607  0.0893    -5.0504 -4.6455
     19  -4.7608  0.0891    -5.0504 -4.6459
     20  -4.7609  0.0888    -5.0504 -4.6465
     21  -4.7610  0.0886    -5.0504 -4.6470
     22  -4.7614  0.0875    -5.0504 -4.6495
     23  -4.7619  0.0862    -5.0504 -4.6523
     24  -4.7619  0.0863    -5.0504 -4.6519
     25  -4.7623  0.0853    -5.0504 -4.6543
     26  -4.7625  0.0848    -5.0504 -4.6555
     27  -4.7629  0.0840    -5.0505 -4.6575
     28  -4.7631  0.0835    -5.0505 -4.6589
     29  -4.7634  0.0829    -5.0505 -4.6606
     30  -4.7636  0.0825    -5.0505 -4.6618
     31  -4.7638  0.0821    -5.0505 -4.6628
     32  -4.7638  0.0821    -5.0505 -4.6628
     33  -4.7640  0.0818    -5.0505 -4.6638
     34  -4.7640  0.0817    -5.0505 -4.6639
     35  -4.7636  0.0823    -5.0505 -4.6616
     36  -4.7636  0.0822    -5.0505 -4.6618
     37  -4.7641  0.0814    -5.0505 -4.6643
     38  -4.7643  0.0808    -5.0505 -4.6659
     39  -4.7640  0.0814    -5.0505 -4.6637
     40  -4.7636  0.0819    -5.0505 -4.6616
     41  -4.7637  0.0817    -5.0505 -4.6621

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1017  0.0587     0.0067  0.1898
      1   0.1015  0.0588     0.0066  0.1898
      2   0.1009  0.0591     0.0057  0.1897
      3   0.1020  0.0590     0.0060  0.1900
      4   0.0981  0.0605     0.0036  0.1896
      5   0.1014  0.0590     0.0076  0.1899
      6   0.1092  0.0563     0.0143  0.1909
      7   0.1144  0.0543     0.0201  0.1916
      8   0.1171  0.0528     0.0243  0.1918
      9   0.1180  0.0522     0.0266  0.1919
     10   0.1186  0.0517     0.0283  0.1920
     11   0.1197  0.0511     0.0303  0.1921
     12   0.1204  0.0506     0.0320  0.1921
     13   0.1218  0.0499     0.0343  0.1923
     14   0.1223  0.0495     0.0355  0.1923
     15   0.1228  0.0492     0.0366  0.1923
     16   0.1233  0.0488     0.0375  0.1924
     17   0.1247  0.0482     0.0393  0.1925
     18   0.1253  0.0479     0.0404  0.1926
     19   0.1260  0.0475     0.0416  0.1927
     20   0.1263  0.0474     0.0422  0.1927
     21   0.1266  0.0472     0.0428  0.1927
     22   0.1267  0.0471     0.0431  0.1927
     23   0.1269  0.0469     0.0435  0.1928
     24   0.1279  0.0465     0.0448  0.1929
     25   0.1280  0.0464     0.0451  0.1929
     26   0.1281  0.0464     0.0453  0.1929
     27   0.1282  0.0463     0.0457  0.1929
     28   0.1283  0.0462     0.0459  0.1929
     29   0.1284  0.0461     0.0462  0.1929
     30   0.1284  0.0461     0.0463  0.1929
     31   0.1285  0.0460     0.0465  0.1929
     32   0.1290  0.0458     0.0474  0.1930
     33   0.1291  0.0457     0.0476  0.1930
     34   0.1294  0.0455     0.0482  0.1930
     35   0.1308  0.0451     0.0495  0.1932
     36   0.1309  0.0450     0.0498  0.1932
     37   0.1311  0.0449     0.0502  0.1932
     38   0.1312  0.0448     0.0504  0.1932
     39   0.1324  0.0444     0.0517  0.1934
     40   0.1336  0.0440     0.0528  0.1936
     41   0.1336  0.0440     0.0529  0.1936

