Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.7570  2.0722    -9.1275 -2.6621
      1  -4.0141  1.1196    -5.7952 -2.4846
      2  -3.0755  0.6930    -3.9599 -2.3879
      3  -3.4741  0.5491    -4.1494 -3.1277
      4  -3.2881  0.4570    -3.7248 -3.0001
      5  -3.1423  0.4332    -3.5488 -2.8952
      6  -3.0168  0.7756    -3.6205 -2.5192
      7  -2.9023  0.7129    -3.3887 -2.4583
      8  -2.8383  1.0213    -4.6286 -2.3554
      9  -2.7274  0.7661    -3.3437 -2.3537
     10  -2.8327  0.7765    -3.4037 -2.4002
     11  -2.8150  1.0601    -4.9393 -2.3469
     12  -2.6951  0.7956    -3.3609 -2.3453
     13  -2.6238  0.6120    -3.1310 -2.3436
     14  -2.5781  0.4802    -3.0974 -2.3420
     15  -2.6080  0.4274    -3.1068 -2.3560
     16  -2.6308  0.3690    -3.1116 -2.3766
     17  -2.6480  0.3142    -3.1142 -2.4056
     18  -2.6060  0.2739    -3.0832 -2.3894
     19  -2.6245  0.2378    -3.0891 -2.4303
     20  -2.6106  0.2020    -3.0738 -2.4279
     21  -2.5852  0.1760    -3.0354 -2.4139
     22  -2.5993  0.1570    -3.0442 -2.4667
     23  -2.5803  0.1364    -2.9861 -2.4513
     24  -2.5949  0.1234    -3.0064 -2.5576
     25  -2.5895  0.1119    -2.9799 -2.5595
     26  -2.5787  0.0976    -2.8828 -2.5444
     27  -2.5852  0.0888    -2.8979 -2.5828
     28  -2.5832  0.0838    -2.8643 -2.5830
     29  -2.5887  0.0778    -2.8878 -2.5875
     30  -2.5829  0.0671    -2.8511 -2.5872
     31  -2.6103  0.1033    -3.0259 -2.5895
     32  -2.6619  0.1376    -3.0881 -2.5940
     33  -2.7171  0.1466    -3.1053 -2.6029
     34  -2.7594  0.1383    -3.1115 -2.6160
     35  -2.7795  0.1282    -3.1135 -2.6274
     36  -2.8069  0.1096    -3.1157 -2.6557
     37  -2.8255  0.0903    -3.1169 -2.7030
     38  -2.8366  0.0741    -3.1175 -2.7744
     39  -2.8415  0.0646    -3.1178 -2.8414
     40  -2.8294  0.0830    -3.1168 -2.7237
     41  -2.8401  0.0658    -3.1174 -2.8230

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1021  0.0585     0.0075  0.1899
      1   0.1020  0.0586     0.0074  0.1899
      2   0.1020  0.0584     0.0077  0.1898
      3   0.1011  0.0587     0.0069  0.1897
      4   0.1051  0.0579     0.0094  0.1904
      5   0.1039  0.0581     0.0093  0.1902
      6   0.0464  0.0373     0.0005  0.1187
      7   0.0471  0.0380     0.0012  0.1219
      8   0.0221  0.0161     0.0001  0.0495
      9   0.0230  0.0158     0.0005  0.0502
     10   0.0244  0.0174     0.0004  0.0547
     11   0.0157  0.0105     0.0001  0.0323
     12   0.0164  0.0102     0.0003  0.0326
     13   0.0174  0.0101     0.0009  0.0333
     14   0.0184  0.0102     0.0014  0.0342
     15   0.0199  0.0108     0.0018  0.0371
     16   0.0214  0.0112     0.0024  0.0393
     17   0.0228  0.0115     0.0032  0.0407
     18   0.0239  0.0118     0.0039  0.0427
     19   0.0254  0.0121     0.0052  0.0448
     20   0.0264  0.0121     0.0070  0.0457
     21   0.0276  0.0124     0.0074  0.0473
     22   0.0290  0.0126     0.0081  0.0485
     23   0.0303  0.0128     0.0086  0.0507
     24   0.0318  0.0131     0.0095  0.0526
     25   0.0326  0.0130     0.0102  0.0532
     26   0.0338  0.0132     0.0111  0.0544
     27   0.0349  0.0132     0.0126  0.0552
     28   0.0354  0.0131     0.0136  0.0557
     29   0.0366  0.0132     0.0145  0.0572
     30   0.0376  0.0132     0.0151  0.0584
     31   0.0311  0.0106     0.0117  0.0469
     32   0.0279  0.0097     0.0096  0.0415
     33   0.0278  0.0101     0.0094  0.0429
     34   0.0290  0.0107     0.0098  0.0456
     35   0.0301  0.0109     0.0107  0.0469
     36   0.0315  0.0112     0.0118  0.0484
     37   0.0328  0.0115     0.0132  0.0506
     38   0.0340  0.0116     0.0142  0.0520
     39   0.0347  0.0116     0.0147  0.0527
     40   0.0336  0.0111     0.0143  0.0506
     41   0.0346  0.0113     0.0149  0.0520

