Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -6.2533  1.7937    -9.1779 -3.5986
      1  -4.7757  0.9922    -6.3615 -3.4473
      2  -3.9591  0.6309    -4.7821 -3.2832
      3  -4.2871  0.4922    -4.9297 -3.9670
      4  -4.1123  0.3998    -4.5277 -3.8838
      5  -4.2609  0.3654    -4.6772 -4.0896
      6  -4.2714  0.2816    -4.6612 -4.2434
      7  -4.2433  0.1993    -4.5057 -4.2432
      8  -4.2458  0.1493    -4.5052 -4.2488
      9  -4.2441  0.1134    -4.5048 -4.2494
     10  -4.2432  0.0892    -4.5045 -4.2498
     11  -4.2408  0.0650    -4.5033 -4.2498
     12  -4.2395  0.0504    -4.5025 -4.2498
     13  -4.2732  0.1334    -4.6857 -4.2512
     14  -4.2723  0.1176    -4.6840 -4.2515
     15  -4.2718  0.1081    -4.6827 -4.2518
     16  -4.2677  0.0966    -4.6683 -4.2516
     17  -4.2627  0.0865    -4.6449 -4.2514
     18  -4.2588  0.0791    -4.6205 -4.2512
     19  -4.2590  0.0779    -4.6205 -4.2514
     20  -4.2569  0.0740    -4.6032 -4.2513
     21  -4.2570  0.0736    -4.6032 -4.2513
     22  -4.2570  0.0733    -4.6031 -4.2514
     23  -4.2570  0.0732    -4.6031 -4.2514
     24  -4.2571  0.0730    -4.6032 -4.2515
     25  -4.2565  0.0720    -4.5975 -4.2514
     26  -4.2566  0.0719    -4.5979 -4.2515
     27  -4.2566  0.0719    -4.5980 -4.2515
     28  -4.2561  0.0709    -4.5928 -4.2515
     29  -4.2561  0.0709    -4.5929 -4.2515
     30  -4.2561  0.0709    -4.5929 -4.2515
     31  -4.2554  0.0697    -4.5856 -4.2515
     32  -4.2550  0.0689    -4.5808 -4.2515
     33  -4.2550  0.0689    -4.5808 -4.2515
     34  -4.2537  0.0665    -4.5645 -4.2514
     35  -4.2537  0.0665    -4.5646 -4.2514
     36  -4.2519  0.0631    -4.5378 -4.2513
     37  -4.2519  0.0631    -4.5379 -4.2513
     38  -4.2516  0.0626    -4.5332 -4.2513
     39  -4.2513  0.0621    -4.5287 -4.2513
     40  -4.2513  0.0621    -4.5288 -4.2513
     41  -4.2508  0.0609    -4.5181 -4.2513

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1016  0.0587     0.0067  0.1898
      1   0.1015  0.0587     0.0067  0.1897
      2   0.1013  0.0587     0.0067  0.1897
      3   0.1029  0.0586     0.0072  0.1901
      4   0.1070  0.0575     0.0104  0.1907
      5   0.1083  0.0572     0.0108  0.1909
      6   0.1157  0.0548     0.0177  0.1919
      7   0.1238  0.0512     0.0288  0.1928
      8   0.1291  0.0486     0.0377  0.1934
      9   0.1299  0.0478     0.0407  0.1934
     10   0.1304  0.0473     0.0424  0.1935
     11   0.1312  0.0466     0.0447  0.1935
     12   0.1317  0.0461     0.0464  0.1935
     13   0.0847  0.0425     0.0226  0.1635
     14   0.0851  0.0424     0.0233  0.1636
     15   0.0856  0.0422     0.0242  0.1638
     16   0.0866  0.0418     0.0260  0.1643
     17   0.0881  0.0414     0.0281  0.1650
     18   0.0893  0.0411     0.0296  0.1655
     19   0.0898  0.0409     0.0303  0.1657
     20   0.0905  0.0407     0.0313  0.1661
     21   0.0907  0.0406     0.0318  0.1662
     22   0.0908  0.0406     0.0320  0.1662
     23   0.0910  0.0405     0.0323  0.1663
     24   0.0913  0.0404     0.0328  0.1664
     25   0.0915  0.0403     0.0333  0.1665
     26   0.0918  0.0402     0.0339  0.1667
     27   0.0920  0.0401     0.0343  0.1668
     28   0.0922  0.0401     0.0347  0.1669
     29   0.0924  0.0400     0.0349  0.1669
     30   0.0925  0.0400     0.0351  0.1670
     31   0.0927  0.0399     0.0354  0.1671
     32   0.0929  0.0398     0.0357  0.1672
     33   0.0930  0.0398     0.0358  0.1672
     34   0.0934  0.0397     0.0363  0.1674
     35   0.0935  0.0396     0.0364  0.1675
     36   0.0941  0.0395     0.0371  0.1678
     37   0.0941  0.0395     0.0372  0.1678
     38   0.0943  0.0394     0.0374  0.1678
     39   0.0944  0.0394     0.0376  0.1679
     40   0.0944  0.0394     0.0377  0.1679
     41   0.0947  0.0393     0.0380  0.1680

