Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.9848  1.9614    -9.1527 -3.0108
      1  -4.3551  1.0923    -6.0733 -2.7738
      2  -3.5124  0.7221    -4.4905 -2.6160
      3  -4.0134  0.5020    -4.6293 -3.6931
      4  -4.1582  0.4178    -4.6968 -3.9703
      5  -3.9994  0.3862    -4.4185 -3.8842
      6  -3.9793  0.2852    -4.3744 -3.8962
      7  -3.9704  0.2197    -4.3539 -3.9039
      8  -3.9728  0.1694    -4.3487 -3.9610
      9  -3.9700  0.1408    -4.3394 -3.9611
     10  -3.9681  0.1229    -4.3297 -3.9613
     11  -3.9673  0.1133    -4.3259 -3.9614
     12  -3.9667  0.1073    -4.3208 -3.9615
     13  -3.9663  0.1037    -4.3166 -3.9616
     14  -3.9679  0.0975    -4.3169 -3.9628
     15  -3.7750  0.2570    -4.2366 -3.5172
     16  -3.8827  0.2503    -4.3863 -3.6920
     17  -3.9474  0.2193    -4.4287 -3.7372
     18  -3.9821  0.1889    -4.4456 -3.8072
     19  -3.9548  0.1634    -4.3802 -3.7887
     20  -3.9730  0.1402    -4.3944 -3.8801
     21  -3.9134  0.2140    -4.3387 -3.7250
     22  -3.9471  0.1866    -4.3738 -3.7672
     23  -3.9637  0.1612    -4.3866 -3.8187
     24  -3.9500  0.1404    -4.3115 -3.8074
     25  -3.9404  0.1258    -4.2347 -3.7987
     26  -3.9361  0.1161    -4.2311 -3.7963
     27  -3.9507  0.0979    -4.2325 -3.8765
     28  -3.9472  0.0911    -4.2294 -3.8713
     29  -3.9454  0.0870    -4.2277 -3.8696
     30  -3.9534  0.0742    -4.2283 -3.9614
     31  -3.9538  0.0726    -4.2283 -3.9618
     32  -3.9503  0.0690    -4.2258 -3.9607
     33  -3.9493  0.0672    -4.2249 -3.9605
     34  -3.9555  0.0544    -4.2254 -3.9667
     35  -3.9559  0.0532    -4.2254 -3.9671
     36  -3.9561  0.0526    -4.2253 -3.9673
     37  -3.9590  0.0452    -4.2256 -3.9701
     38  -3.9591  0.0447    -4.2256 -3.9702
     39  -3.9591  0.0445    -4.2256 -3.9703
     40  -3.9612  0.0387    -4.2258 -3.9722
     41  -3.9598  0.0344    -4.2246 -3.9720

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1074  0.0573     0.0094  0.1907
      1   0.1074  0.0574     0.0093  0.1907
      2   0.1074  0.0575     0.0095  0.1907
      3   0.1085  0.0573     0.0091  0.1909
      4   0.1106  0.0563     0.0120  0.1911
      5   0.1130  0.0558     0.0135  0.1915
      6   0.1152  0.0542     0.0197  0.1917
      7   0.1163  0.0534     0.0227  0.1918
      8   0.1182  0.0521     0.0273  0.1919
      9   0.1187  0.0517     0.0286  0.1920
     10   0.1192  0.0513     0.0299  0.1920
     11   0.1195  0.0511     0.0305  0.1920
     12   0.1198  0.0509     0.0313  0.1921
     13   0.1201  0.0507     0.0320  0.1921
     14   0.1207  0.0503     0.0334  0.1921
     15   0.0328  0.0176     0.0073  0.0630
     16   0.0305  0.0153     0.0074  0.0558
     17   0.0317  0.0157     0.0080  0.0582
     18   0.0335  0.0162     0.0088  0.0609
     19   0.0356  0.0168     0.0096  0.0638
     20   0.0374  0.0171     0.0109  0.0663
     21   0.0268  0.0117     0.0074  0.0453
     22   0.0279  0.0119     0.0079  0.0466
     23   0.0291  0.0120     0.0085  0.0477
     24   0.0303  0.0121     0.0092  0.0488
     25   0.0315  0.0121     0.0101  0.0504
     26   0.0322  0.0121     0.0110  0.0511
     27   0.0334  0.0122     0.0123  0.0525
     28   0.0342  0.0122     0.0136  0.0532
     29   0.0347  0.0121     0.0142  0.0535
     30   0.0357  0.0121     0.0148  0.0544
     31   0.0358  0.0121     0.0149  0.0544
     32   0.0368  0.0122     0.0155  0.0552
     33   0.0373  0.0121     0.0159  0.0557
     34   0.0383  0.0122     0.0167  0.0571
     35   0.0384  0.0121     0.0169  0.0571
     36   0.0385  0.0121     0.0170  0.0572
     37   0.0393  0.0121     0.0178  0.0581
     38   0.0393  0.0121     0.0179  0.0581
     39   0.0394  0.0121     0.0180  0.0582
     40   0.0402  0.0121     0.0189  0.0591
     41   0.0409  0.0122     0.0201  0.0598

