Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.7689  2.0671    -9.1289 -2.6754
      1  -4.0258  1.1197    -5.7993 -2.4918
      2  -4.8323  0.7077    -5.8735 -4.0163
      3  -4.3898  0.4933    -5.0552 -3.9716
      4  -4.6740  0.3994    -5.2057 -4.4277
      5  -4.5176  0.3595    -4.9563 -4.3019
      6  -4.5432  0.2703    -4.9508 -4.5178
      7  -4.7696  0.5516    -5.4911 -4.5185
      8  -4.6471  0.5804    -5.2939 -4.3606
      9  -4.7985  1.2991    -8.1955 -3.3313
     10  -4.6514  1.0596    -7.3492 -3.5517
     11  -4.5551  0.8539    -5.9992 -3.6978
     12  -4.4979  0.6974    -5.4811 -3.7513
     13  -4.5339  0.5740    -5.3738 -4.0031
     14  -4.4683  0.4779    -5.1460 -3.9979
     15  -4.5032  0.3975    -5.1297 -4.1528
     16  -4.4620  0.3355    -5.0213 -4.1424
     17  -4.3317  0.4805    -5.0048 -3.8491
     18  -4.3562  0.4016    -4.9958 -3.9856
     19  -4.3776  0.3442    -4.9930 -4.0439
     20  -4.3462  0.2993    -4.9047 -4.0377
     21  -4.3698  0.2653    -4.9126 -4.1078
     22  -4.3422  0.2379    -4.7886 -4.0945
     23  -4.3652  0.2168    -4.8024 -4.1921
     24  -4.4332  0.2165    -4.9254 -4.2533
     25  -4.4616  0.2007    -4.9470 -4.2711
     26  -4.4417  0.1832    -4.8652 -4.2671
     27  -4.4727  0.1689    -4.9023 -4.2891
     28  -4.4940  0.1553    -4.9222 -4.3157
     29  -4.5081  0.1437    -4.9329 -4.3474
     30  -4.4962  0.1312    -4.8647 -4.3391
     31  -4.5092  0.1200    -4.8816 -4.3872
     32  -4.5059  0.1142    -4.8517 -4.3855
     33  -4.4978  0.1067    -4.7873 -4.3743
     34  -4.5077  0.0962    -4.7885 -4.4408
     35  -4.5052  0.0924    -4.7862 -4.4380
     36  -4.5193  0.0853    -4.8210 -4.5177
     37  -4.5179  0.0826    -4.7980 -4.5177
     38  -4.5001  0.0926    -4.7837 -4.4121
     39  -4.5069  0.0838    -4.7843 -4.4829
     40  -4.5111  0.0775    -4.7847 -4.5155
     41  -4.5004  0.0801    -4.7800 -4.4485

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1021  0.0586     0.0072  0.1899
      1   0.1023  0.0585     0.0073  0.1899
      2   0.1018  0.0588     0.0067  0.1899
      3   0.1036  0.0583     0.0084  0.1902
      4   0.1042  0.0583     0.0084  0.1903
      5   0.1048  0.0581     0.0089  0.1904
      6   0.1142  0.0552     0.0161  0.1917
      7   0.0523  0.0389     0.0009  0.1256
      8   0.0483  0.0355     0.0001  0.1134
      9   0.0118  0.0118     0.0000  0.0317
     10   0.0136  0.0117     0.0000  0.0330
     11   0.0148  0.0114     0.0001  0.0337
     12   0.0155  0.0112     0.0001  0.0341
     13   0.0172  0.0116     0.0005  0.0364
     14   0.0188  0.0119     0.0009  0.0386
     15   0.0205  0.0122     0.0014  0.0403
     16   0.0221  0.0124     0.0020  0.0418
     17   0.0149  0.0082     0.0007  0.0270
     18   0.0160  0.0083     0.0011  0.0276
     19   0.0169  0.0083     0.0014  0.0289
     20   0.0178  0.0084     0.0019  0.0301
     21   0.0188  0.0084     0.0024  0.0312
     22   0.0197  0.0085     0.0030  0.0322
     23   0.0206  0.0086     0.0039  0.0330
     24   0.0200  0.0084     0.0034  0.0323
     25   0.0208  0.0086     0.0041  0.0332
     26   0.0217  0.0086     0.0055  0.0338
     27   0.0224  0.0088     0.0065  0.0346
     28   0.0233  0.0090     0.0072  0.0363
     29   0.0241  0.0091     0.0075  0.0375
     30   0.0249  0.0091     0.0080  0.0384
     31   0.0257  0.0092     0.0084  0.0393
     32   0.0261  0.0091     0.0088  0.0395
     33   0.0269  0.0091     0.0093  0.0401
     34   0.0276  0.0092     0.0099  0.0408
     35   0.0280  0.0091     0.0104  0.0410
     36   0.0282  0.0092     0.0104  0.0412
     37   0.0284  0.0091     0.0108  0.0412
     38   0.0262  0.0083     0.0096  0.0382
     39   0.0268  0.0083     0.0101  0.0389
     40   0.0274  0.0084     0.0107  0.0394
     41   0.0273  0.0083     0.0107  0.0392

