trialNum matrixIndex leftValue leftTime rightValue rightTime choice
  0  282 160.00  0.00 800.00 26.00  1
  1  790 440.00  0.00 800.00 260.00  0
  2  679 380.00  0.00 800.00 52.00  1
  3  663 370.00  0.00 800.00 156.00  0
  4  626 350.00  0.00 800.00 104.00  1
  5  716 400.00  0.00 800.00 104.00  0
  6  608 340.00  0.00 800.00 104.00  1
  7  734 410.00  0.00 800.00 104.00  1
  8  716 400.00  0.00 800.00 104.00  0
  9  734 420.00  0.00 800.00 52.00  0
 10    0  10.00  0.00 800.00  0.43  1
 11    0  10.00  0.00 800.00  0.71  1
 12    0  20.00  0.00 800.00  0.71  1
 13  643 360.00  0.00 800.00 52.00  1
 14  878 490.00  0.00 800.00 104.00  0
 15  697 390.00  0.00 800.00 52.00  1
 16  842 470.00  0.00 800.00 104.00  0
 17  733 410.00  0.00 800.00 52.00  0
 18  571 320.00  0.00 800.00 52.00  1
 19  607 340.00  0.00 800.00 52.00  1
 20  842 470.00  0.00 800.00 104.00  0
 21  661 370.00  0.00 800.00 52.00  1
 22  788 440.00  0.00 800.00 104.00  0
 23  697 390.00  0.00 800.00 52.00  1
 24  644 360.00  0.00 800.00 104.00  1
 25  536 300.00  0.00 800.00 104.00  1
 26  806 450.00  0.00 800.00 104.00  0
 27  572 320.00  0.00 800.00 104.00  1
 28  554 310.00  0.00 800.00 104.00  1
 29  536 300.00  0.00 800.00 104.00  1
 30  824 460.00  0.00 800.00 104.00  0
 31  554 310.00  0.00 800.00 104.00  1
 32  824 460.00  0.00 800.00 156.00  0
 33  806 450.00  0.00 800.00 104.00  0
 34  554 310.00  0.00 800.00 104.00  1
 35  806 430.00  0.00 800.00 156.00  0
 36  554 290.00  0.00 800.00 156.00  1
 37  806 470.00  0.00 800.00 156.00  0
 38  806 470.00  0.00 800.00 52.00  0
 39  536 300.00  0.00 800.00 104.00  1
 40  518 290.00  0.00 800.00 104.00  1
 41  536 290.00  0.00 800.00 156.00  0
