Estimation of parameter k
  trial     mean   stdev    lower90 upper90
      0  -5.7581  2.0717    -9.1277 -2.6632
      1  -7.3639  1.1856    -6.5286 -5.7304
      2  -6.3122  0.6850    -7.3333 -5.6261
      3  -5.8570  0.5075    -6.4913 -5.4179
      4  -6.0443  0.3779    -6.5977 -5.8351
      5  -6.2019  0.3609    -6.7083 -6.0400
      6  -6.1564  0.2474    -6.4450 -6.0392
      7  -6.1771  0.1860    -6.4447 -6.1784
      8  -6.1798  0.1466    -6.4440 -6.1806
      9  -6.1809  0.1212    -6.4434 -6.1820
     10  -6.1810  0.1055    -6.4430 -6.1825
     11  -6.1711  0.0619    -6.4357 -6.1822
     12  -6.1730  0.0485    -6.4356 -6.1842
     13  -6.1730  0.0427    -6.4355 -6.1843
     14  -6.1730  0.0390    -6.4355 -6.1843
     15  -6.1729  0.0364    -6.4354 -6.1844
     16  -6.1729  0.0347    -6.4354 -6.1844
     17  -6.1729  0.0331    -6.4353 -6.1845
     18  -6.1728  0.0322    -6.4353 -6.1845
     19  -6.1728  0.0312    -6.4352 -6.1846
     20  -6.1728  0.0304    -6.4352 -6.1846
     21  -6.1727  0.0297    -6.4352 -6.1846
     22  -6.1727  0.0292    -6.4351 -6.1846
     23  -6.1904  0.0862    -6.5077 -6.1856
     24  -6.1773  0.0468    -6.4392 -6.1849
     25  -6.1771  0.0459    -6.4391 -6.1850
     26  -6.1770  0.0451    -6.4390 -6.1850
     27  -6.1726  0.0238    -6.4350 -6.1848
     28  -6.1726  0.0235    -6.4350 -6.1848
     29  -6.1726  0.0232    -6.4350 -6.1848
     30  -6.1725  0.0228    -6.4349 -6.1848
     31  -6.1725  0.0225    -6.4349 -6.1848
     32  -6.1725  0.0223    -6.4349 -6.1848
     33  -6.1725  0.0220    -6.4349 -6.1848
     34  -6.1724  0.0217    -6.4348 -6.1848
     35  -6.1724  0.0214    -6.4348 -6.1848
     36  -6.1724  0.0213    -6.4348 -6.1848
     37  -6.1724  0.0210    -6.4348 -6.1848
     38  -6.1723  0.0208    -6.4348 -6.1848
     39  -6.1723  0.0205    -6.4347 -6.1848
     40  -6.1723  0.0204    -6.4347 -6.1848
     41  -6.1723  0.0202    -6.4347 -6.1848

Estimation of parameter e
  trial     mean   stdev    lower90 upper90
      0   0.1018  0.0587     0.0069  0.1898
      1   0.1018  0.0586     0.0071  0.1898
      2   0.0999  0.0592     0.0055  0.1895
      3   0.1004  0.0592     0.0054  0.1896
      4   0.1045  0.0578     0.0087  0.1902
      5   0.1037  0.0585     0.0079  0.1903
      6   0.1140  0.0552     0.0164  0.1916
      7   0.1213  0.0524     0.0245  0.1925
      8   0.1231  0.0510     0.0293  0.1927
      9   0.1244  0.0501     0.0327  0.1927
     10   0.1250  0.0495     0.0348  0.1928
     11   0.1304  0.0468     0.0441  0.1934
     12   0.1336  0.0451     0.0497  0.1937
     13   0.1338  0.0450     0.0502  0.1937
     14   0.1339  0.0448     0.0507  0.1937
     15   0.1341  0.0446     0.0513  0.1937
     16   0.1342  0.0445     0.0516  0.1937
     17   0.1344  0.0443     0.0523  0.1938
     18   0.1345  0.0443     0.0525  0.1938
     19   0.1346  0.0441     0.0529  0.1938
     20   0.1347  0.0441     0.0532  0.1938
     21   0.1348  0.0440     0.0535  0.1938
     22   0.1348  0.0439     0.0536  0.1938
     23   0.0946  0.0426     0.0298  0.1714
     24   0.0992  0.0416     0.0355  0.1735
     25   0.0994  0.0415     0.0359  0.1736
     26   0.0997  0.0413     0.0364  0.1737
     27   0.1036  0.0407     0.0408  0.1759
     28   0.1037  0.0407     0.0410  0.1759
     29   0.1038  0.0406     0.0413  0.1759
     30   0.1040  0.0405     0.0416  0.1760
     31   0.1040  0.0405     0.0418  0.1760
     32   0.1041  0.0405     0.0419  0.1760
     33   0.1042  0.0404     0.0421  0.1760
     34   0.1043  0.0403     0.0423  0.1761
     35   0.1045  0.0403     0.0427  0.1761
     36   0.1046  0.0402     0.0428  0.1761
     37   0.1047  0.0401     0.0431  0.1762
     38   0.1049  0.0401     0.0433  0.1762
     39   0.1050  0.0400     0.0436  0.1763
     40   0.1051  0.0400     0.0437  0.1763
     41   0.1052  0.0399     0.0439  0.1763

